"","uniprotswissprot","external_gene_name","description","druggability","Fpocket_method","CP_score","PocketMiner_method","highest_score","source"
"17494","Q9NR34","MAN1C1","mannosidase alpha class 1C member 1",0.889,"AF",0.783019047619048,"AF",0.889,"AF"
"17495","Q9NR45","NANS","N-acetylneuraminate synthase",0.574,"AF",0.400066666666667,"AF",0.574,"AF"
"17496","Q9NR46","SH3GLB2","SH3 domain containing GRB2 like, endophilin B2",0.828,"SM",0.272780952380952,"AF",0.828,"SM"
"17497","Q9NR48","ASH1L","ASH1 like histone lysine methyltransferase",0.791,"AF",0.927038095238095,"AF",0.927038095238095,"AF"
"17498","Q9NR50","EIF2B3","eukaryotic translation initiation factor 2B subunit gamma",0.934,"SM",0.629647619047619,"SM",0.934,"SM"
"17499","Q9NR55","BATF3","basic leucine zipper ATF-like transcription factor 3",0.705,"AF",0.797918181818182,"AF",0.797918181818182,"AF"
"17500","Q9NR56","MBNL1","muscleblind like splicing regulator 1",0.507,"AF",0.358352380952381,"AF",0.507,"AF"
"17501","Q9NR61","DLL4","delta like canonical Notch ligand 4",0.711,"AF",0.475542857142857,"AF",0.711,"AF"
"17502","Q9NR63","CYP26B1","cytochrome P450 family 26 subfamily B member 1",0.116,"AF",0.672447619047619,"AF",0.672447619047619,"AF"
"17503","Q9NR64","KLHL1","kelch like family member 1",0.208,"AF",0.9427,"AF",0.9427,"AF"
"17504","Q9NR71","ASAH2","N-acylsphingosine amidohydrolase 2",0.858,"SM",0.0620709523809524,"AF",0.858,"SM"
"17505","Q9NR77","PXMP2","peroxisomal membrane protein 2",0.838,"AF",0.339714285714286,"AF",0.838,"AF"
"17506","Q9NR80","ARHGEF4","Rho guanine nucleotide exchange factor 4",0.901,"AF",0.555538095238095,"SM",0.901,"AF"
"17507","Q9NR81","ARHGEF3","Rho guanine nucleotide exchange factor 3",0.56,"SM",0.909776190476191,"AF",0.909776190476191,"AF"
"17508","Q9NR82","KCNQ5","potassium voltage-gated channel subfamily Q member 5",0.825,"AF",0.191652380952381,"AF",0.825,"AF"
"17509","Q9NR83","SLC2A4RG","SLC2A4 regulator",0.412,"SM",0.834980952380952,"AF",0.834980952380952,"AF"
"17510","Q9NR90","DAZ3","deleted in azoospermia 3",0.809,"AF",0.573604761904762,"AF",0.809,"AF"
"17511","Q9NR96","TLR9","toll like receptor 9",0.786,"SM",0.870414285714286,"SM",0.870414285714286,"SM"
"17512","Q9NR97","TLR8","toll like receptor 8",0.758,"AF",0.491085714285714,"AF",0.758,"AF"
"17513","Q9NR99","MXRA5","matrix remodeling associated 5",0.526,"AF",0.8602,"AF",0.8602,"AF"
"17514","Q9NRA0","SPHK2","sphingosine kinase 2",0.949,"AF",0.3777,"AF",0.949,"AF"
"17515","Q9NRA1","PDGFC","platelet derived growth factor C",0.323,"AF",0.929190476190476,"AF",0.929190476190476,"AF"
"17516","Q9NRA2","SLC17A5","solute carrier family 17 member 5",0.872,"SM",0.192795238095238,"SM",0.872,"SM"
"17517","Q9NRA8","EIF4ENIF1","eukaryotic translation initiation factor 4E nuclear import factor 1",0.282,"SM",0.917757142857143,"AF",0.917757142857143,"AF"
"17518","Q9NRB3","CHST12","carbohydrate sulfotransferase 12",0.767,"AF",0.4537,"AF",0.767,"AF"
"17519","Q9NRC1","ST7","suppression of tumorigenicity 7",0.614,"AF",0.737690909090909,"AF",0.737690909090909,"AF"
"17520","Q9NRC6","SPTBN5","spectrin beta, non-erythrocytic 5",0.942,"AF",0.89697619047619,"AF",0.942,"AF"
"17521","Q9NRC8","SIRT7","sirtuin 7",0.392,"SM",0.914647619047619,"AF",0.914647619047619,"AF"
"17522","Q9NRC9","OTOR","otoraplin",0.041,"AF",0.895866666666667,"AF",0.895866666666667,"AF"
"17523","Q9NRD0","FBXO8","F-box protein 8",0.192,"AF",0.498463636363636,"AF",0.498463636363636,"AF"
"17524","Q9NRD1","FBXO6","F-box protein 6",0.352,"SM",0.7845,"AF",0.7845,"AF"
"17525","Q9NRD5","PICK1","protein interacting with PRKCA 1",0.473,"SM",0.342163636363636,"AF",0.473,"SM"
"17526","Q9NRD8","DUOX2","dual oxidase 2",0.999,"AF",0.746219047619048,"SM",0.999,"AF"
"17527","Q9NRD9","DUOX1","dual oxidase 1",0.993,"SM",0.326952380952381,"SM",0.993,"SM"
"17528","Q9NRE1","MMP26","matrix metallopeptidase 26",0.581,"AF",0.742314285714286,"AF",0.742314285714286,"AF"
"17529","Q9NRE2","TSHZ2","teashirt zinc finger homeobox 2",0.295,"SM",0.917090476190476,"AF",0.917090476190476,"AF"
"17530","Q9NRF2","SH2B1","SH2B adaptor protein 1",0.915,"AF",0.460104761904762,"AF",0.915,"AF"
"17531","Q9NRF8","CTPS2","CTP synthase 2",0.685,"SM",0.783518181818182,"AF",0.783518181818182,"AF"
"17532","Q9NRF9","POLE3","DNA polymerase epsilon 3, accessory subunit",0.93,"AF",0.4806,"AF",0.93,"AF"
"17533","Q9NRG0","CHRAC1","chromatin accessibility complex subunit 1",0.37,"AF",0.323552380952381,"AF",0.37,"AF"
"17534","Q9NRG1","PRTFDC1","phosphoribosyl transferase domain containing 1",0.585,"SM",0.734952380952381,"AF",0.734952380952381,"AF"
"17535","Q9NRG4","SMYD2","SET and MYND domain containing 2",0.327,"SM",0.69934375,"AF",0.69934375,"AF"
"17536","Q9NRG7","SDR39U1","short chain dehydrogenase/reductase family 39U member 1",0.973,"SM",0.435333333333333,"AF",0.973,"SM"
"17537","Q9NRG9","AAAS","aladin WD repeat nucleoporin",0.931,"SM",0.403252380952381,"AF",0.931,"SM"
"17538","Q9NRH1","YAE1","YAE1 maturation factor of ABCE1",0.978,"AF",0.82542380952381,"AF",0.978,"AF"
"17539","Q9NRH2","SNRK","SNF related kinase",0.497,"AF",0.409954545454545,"AF",0.497,"AF"
"17540","Q9NRH3","TUBG2","tubulin gamma 2",0.525,"SM",0.8104,"AF",0.8104,"AF"
"17541","Q9NRI5","DISC1","DISC1 scaffold protein",0.302,"SM",0.873404761904762,"AF",0.873404761904762,"AF"
"17542","Q9NRI7",NA,NA,0.418,"AF",0,NA,0.418,"AF"
"17543","Q9NRJ1",NA,NA,0.719,"AF",0.84882380952381,"AF",0.84882380952381,"AF"
"17544","Q9NRJ2",NA,NA,0.586,"AF",0.813852380952381,"AF",0.813852380952381,"AF"
"17545","Q9NRJ3","CCL28","C-C motif chemokine ligand 28",0.182,"AF",0.89287619047619,"AF",0.89287619047619,"AF"
"17546","Q9NRJ4","TULP4","TUB like protein 4",0.344,"AF",0.453619047619048,"AF",0.453619047619048,"AF"
"17547","Q9NRJ5","PAPOLB","poly(A) polymerase beta",0.307,"AF",0.791723809523809,"AF",0.791723809523809,"AF"
"17548","Q9NRJ7","PCDHB16","protocadherin beta 16",0.608,"AF",0.872742857142857,"AF",0.872742857142857,"AF"
"17549","Q9NRK6","ABCB10","ATP binding cassette subfamily B member 10",0.897,"AF",0.898414285714286,"AF",0.898414285714286,"AF"
"17550","Q9NRL2","BAZ1A","bromodomain adjacent to zinc finger domain 1A",0.172,"AF",0.747204761904762,"AF",0.747204761904762,"AF"
"17551","Q9NRL3","STRN4","striatin 4",0.715,"SM",0.847552380952381,"SM",0.847552380952381,"SM"
"17552","Q9NRM0","SLC2A9","solute carrier family 2 member 9",0.809,"AF",0.326327272727273,"AF",0.809,"AF"
"17553","Q9NRM2","ZNF277","zinc finger protein 277",0.39,"AF",0.888628571428571,"AF",0.888628571428571,"AF"
"17554","Q9NRM6","IL17RB","interleukin 17 receptor B",0.511,"SM",0.937828571428571,"SM",0.937828571428571,"SM"
"17555","Q9NRM7","LATS2","large tumor suppressor kinase 2",0.525,"AF",0.643242857142857,"AF",0.643242857142857,"AF"
"17556","Q9NRN5","OLFML3","olfactomedin like 3",0.62,"AF",0.738171428571429,"AF",0.738171428571429,"AF"
"17557","Q9NRN7","AASDHPPT","aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase",0.642,"AF",0.278463636363636,"AF",0.642,"AF"
"17558","Q9NRN9","METTL5","methyltransferase 5, N6-adenosine",0.943,"AF",0.235545454545455,"AF",0.943,"AF"
"17559","Q9NRP0","OSTC","oligosaccharyltransferase complex non-catalytic subunit",0.703,"SM",0.764090909090909,"AF",0.764090909090909,"AF"
"17560","Q9NRP2","CMC2","C-X9-C motif containing 2",0.398,"AF",0,NA,0.398,"AF"
"17561","Q9NRP4","SDHAF3","succinate dehydrogenase complex assembly factor 3",0.732,"AF",0.334419047619048,"AF",0.732,"AF"
"17562","Q9NRP7","STK36","serine/threonine kinase 36",0.769,"AF",0.869319047619048,"AF",0.869319047619048,"AF"
"17563","Q9NRQ2","PLSCR4","phospholipid scramblase 4",0.315,"AF",0.753372727272727,"AF",0.753372727272727,"AF"
"17564","Q9NRQ5","SMCO4","single-pass membrane protein with coiled-coil domains 4",0.457,"AF",0,NA,0.457,"AF"
"17565","Q9NRR1","CYTL1","cytokine like 1",0.68,"AF",0.563080952380952,"AF",0.68,"AF"
"17566","Q9NRR2","TPSG1","tryptase gamma 1",0.776,"AF",0.477014285714286,"AF",0.776,"AF"
"17567","Q9NRR3","CDC42SE2","CDC42 small effector 2",0.771,"AF",0.348646666666667,"AF",0.771,"AF"
"17568","Q9NRR4","DROSHA","drosha ribonuclease III",0.965,"AF",0.924461904761905,"AF",0.965,"AF"
"17569","Q9NRR5","UBQLN4","ubiquilin 4",0.368,"AF",0.798719047619048,"AF",0.798719047619048,"AF"
"17570","Q9NRR6","INPP5E","inositol polyphosphate-5-phosphatase E",0.504,"SM",0.742195238095238,"SM",0.742195238095238,"SM"
"17571","Q9NRR8","CDC42SE1","CDC42 small effector 1",0.041,"AF",0,NA,0.041,"AF"
"17572","Q9NRS4","TMPRSS4","transmembrane serine protease 4",0.269,"AF",0.693246153846154,"AF",0.693246153846154,"AF"
"17573","Q9NRS6","SNX15","sorting nexin 15",0.791,"SM",0.139904166666667,"SM",0.791,"SM"
"17574","Q9NRU3","CNNM1","cyclin and CBS domain divalent metal cation transport mediator 1",0.961,"AF",0.782827272727273,"AF",0.961,"AF"
"17575","Q9NRV9","HEBP1","heme binding protein 1",0.985,"SM",0.500109523809524,"SM",0.985,"SM"
"17576","Q9NRW1","RAB6B","RAB6B, member RAS oncogene family",0.683,"AF",0.954604761904762,"AF",0.954604761904762,"AF"
"17577","Q9NRW3","APOBEC3C","apolipoprotein B mRNA editing enzyme catalytic subunit 3C",0.406,"SM",0.778661904761905,"SM",0.778661904761905,"SM"
"17578","Q9NRW4","DUSP22","dual specificity phosphatase 22",0.279,"SM",0.613628571428571,"AF",0.613628571428571,"AF"
"17579","Q9NRW7","VPS45","vacuolar protein sorting 45 homolog",0.618,"AF",0.582063636363636,"AF",0.618,"AF"
"17580","Q9NRX1","PNO1","partner of NOB1 homolog",0.835,"AF",0.572257142857143,"AF",0.835,"AF"
"17581","Q9NRX2","MRPL17","mitochondrial ribosomal protein L17",0.261,"SM",0.584941666666667,"AF",0.584941666666667,"AF"
"17582","Q9NRX3","NDUFA4L2","NDUFA4 mitochondrial complex associated like 2",0.393,"SM",0.955952380952381,"AF",0.955952380952381,"AF"
"17583","Q9NRX4","PHPT1","phosphohistidine phosphatase 1",0.245,"AF",0.901771428571429,"SM",0.901771428571429,"SM"
"17584","Q9NRX5","SERINC1","serine incorporator 1",0.756,"AF",0.370209523809524,"AF",0.756,"AF"
"17585","Q9NRX6","TMEM167B","transmembrane protein 167B",0.87,"AF",0,NA,0.87,"AF"
"17586","Q9NRY2","INIP","INTS3 and NABP interacting protein",0.401,"AF",0.853321428571429,"AF",0.853321428571429,"AF"
"17587","Q9NRY4","ARHGAP35","Rho GTPase activating protein 35",0.846,"AF",0.378085714285714,"AF",0.846,"AF"
"17588","Q9NRY5","FAM114A2","family with sequence similarity 114 member A2",0.248,"AF",0.272504761904762,"AF",0.272504761904762,"AF"
"17589","Q9NRY6","PLSCR3","phospholipid scramblase 3",0.395,"AF",0.220742857142857,"AF",0.395,"AF"
"17590","Q9NRY7","PLSCR2","phospholipid scramblase 2",0.179,"AF",0.775819047619048,"AF",0.775819047619048,"AF"
"17591","Q9NRZ5","AGPAT4","1-acylglycerol-3-phosphate O-acyltransferase 4",0.963,"AF",0.731136363636364,"AF",0.963,"AF"
"17592","Q9NRZ7","AGPAT3","1-acylglycerol-3-phosphate O-acyltransferase 3",1,"AF",0.08325,"AF",1,"AF"
"17593","Q9NRZ9","HELLS","helicase, lymphoid specific",0.664,"AF",0.612109090909091,"AF",0.664,"AF"
"17594","Q9NS00","C1GALT1","core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1",0.19,"AF",0.677738095238095,"AF",0.677738095238095,"AF"
"17595","Q9NS15","LTBP3","latent transforming growth factor beta binding protein 3",0.257,"AF",0.450633333333333,"AF",0.450633333333333,"AF"
"17596","Q9NS18","GLRX2","glutaredoxin 2",0.475,"AF",0.760163636363636,"AF",0.760163636363636,"AF"
"17597","Q9NS23","RASSF1","Ras association domain family member 1",0.225,"AF",0.823557142857143,"AF",0.823557142857143,"AF"
"17598","Q9NS25","SPANXB1","SPANX family member B1",0.224,"AF",0.468336363636364,"AF",0.468336363636364,"AF"
"17599","Q9NS26","SPANXA2","SPANX family member A2",0.022,"AF",0.953985714285714,"AF",0.953985714285714,"AF"
"17600","Q9NS26","SPANXA1","sperm protein associated with the nucleus, X-linked, family member A1",0.022,"AF",0.953985714285714,"AF",0.953985714285714,"AF"
"17601","Q9NS28","RGS18","regulator of G protein signaling 18",0.337,"SM",0.898561904761905,"SM",0.898561904761905,"SM"
"17602","Q9NS37","CREBZF","CREB/ATF bZIP transcription factor",0.141,"AF",0.484723076923077,"AF",0.484723076923077,"AF"
"17603","Q9NS39","ADARB2","adenosine deaminase RNA specific B2 (inactive)",0.464,"AF",0.378881818181818,"AF",0.464,"AF"
"17604","Q9NS40","KCNH7","potassium voltage-gated channel subfamily H member 7",0.97,"AF",0.265885714285714,"AF",0.97,"AF"
"17605","Q9NS61","KCNIP2","potassium voltage-gated channel interacting protein 2",0.914,"SM",0.253938095238095,"SM",0.914,"SM"
"17606","Q9NS62","THSD1","thrombospondin type 1 domain containing 1",0.376,"AF",0.89082380952381,"AF",0.89082380952381,"AF"
"17607","Q9NS64","RPRM","reprimo, TP53 dependent G2 arrest mediator homolog",0.226,"AF",0.657421428571429,"AF",0.657421428571429,"AF"
"17608","Q9NS66","GPR173","G protein-coupled receptor 173",0.946,"AF",0.987806666666667,"AF",0.987806666666667,"AF"
"17609","Q9NS67","GPR27","G protein-coupled receptor 27",0.888,"AF",0.596766666666667,"AF",0.888,"AF"
"17610","Q9NS68","TNFRSF19","TNF receptor superfamily member 19",0.884,"AF",0.7153,"AF",0.884,"AF"
"17611","Q9NS69","TOMM22","translocase of outer mitochondrial membrane 22",0.495,"AF",0.804290476190476,"AF",0.804290476190476,"AF"
"17612","Q9NS71","GKN1","gastrokine 1",0.275,"AF",0.569714285714286,"AF",0.569714285714286,"AF"
"17613","Q9NS73","MBIP","MAP3K12 binding inhibitory protein 1",0.41,"AF",0.322495238095238,"AF",0.41,"AF"
"17614","Q9NS75","CYSLTR2","cysteinyl leukotriene receptor 2",0.996,"SM",0.42182380952381,"SM",0.996,"SM"
"17615","Q9NS82","SLC7A10","solute carrier family 7 member 10",0.916,"SM",0.359004761904762,"SM",0.916,"SM"
"17616","Q9NS84","CHST7","carbohydrate sulfotransferase 7",0.795,"AF",0.849952380952381,"AF",0.849952380952381,"AF"
"17617","Q9NS85","CA10","carbonic anhydrase 10",0.318,"AF",0.702607692307692,"AF",0.702607692307692,"AF"
"17618","Q9NS86","LANCL2","LanC like glutathione S-transferase 2",0.419,"AF",0.489163636363636,"AF",0.489163636363636,"AF"
"17619","Q9NS87","KIF15","kinesin family member 15",0.869,"AF",0.439847619047619,"SM",0.869,"AF"
"17620","Q9NS91","RAD18","RAD18 E3 ubiquitin protein ligase",0.192,"AF",0.674714285714286,"SM",0.674714285714286,"SM"
"17621","Q9NS93","TM7SF3","transmembrane 7 superfamily member 3",0.601,"AF",0.212447619047619,"AF",0.601,"AF"
"17622","Q9NS98","SEMA3G","semaphorin 3G",0.616,"AF",0.365904761904762,"AF",0.616,"AF"
"17623","Q9NSA0","SLC22A11","solute carrier family 22 member 11",0.679,"AF",0.891666666666667,"AF",0.891666666666667,"AF"
"17624","Q9NSA1","FGF21","fibroblast growth factor 21",0.492,"SM",0.259460952380952,"AF",0.492,"SM"
"17625","Q9NSA2","KCND1","potassium voltage-gated channel subfamily D member 1",0.959,"SM",0.345128571428571,"SM",0.959,"SM"
"17626","Q9NSA3","CTNNBIP1","catenin beta interacting protein 1",0.233,"AF",0.587636363636364,"AF",0.587636363636364,"AF"
"17627","Q9NSB2","KRT84","keratin 84",0.391,"AF",0.316642857142857,"AF",0.391,"AF"
"17628","Q9NSB4","KRT82","keratin 82",0.328,"AF",0.661528571428571,"AF",0.661528571428571,"AF"
"17629","Q9NSB8","HOMER2","homer scaffold protein 2",0.599,"AF",0.893442857142857,"AF",0.893442857142857,"AF"
"17630","Q9NSC5","HOMER3","homer scaffold protein 3",0.602,"AF",0.683715384615385,"AF",0.683715384615385,"AF"
"17631","Q9NSC7","ST6GALNAC1","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1",0.377,"AF",0.780385714285714,"AF",0.780385714285714,"AF"
"17632","Q9NSD4","ZNF275","zinc finger protein 275",0.415,"AF",0.522580952380952,"AF",0.522580952380952,"AF"
"17633","Q9NSD5","SLC6A13","solute carrier family 6 member 13",0.495,"AF",0.121803333333333,"AF",0.495,"AF"
"17634","Q9NSD7","RXFP3","relaxin family peptide receptor 3",0.977,"AF",0.594728571428571,"AF",0.977,"AF"
"17635","Q9NSD9","FARSB","phenylalanyl-tRNA synthetase subunit beta",0.676,"SM",0.588763636363636,"SM",0.676,"SM"
"17636","Q9NSE2","CISH","cytokine inducible SH2 containing protein",0.481,"AF",0.183143333333333,"AF",0.481,"AF"
"17637","Q9NSE4","IARS2","isoleucyl-tRNA synthetase 2, mitochondrial",0.956,"AF",0.223409523809524,"AF",0.956,"AF"
"17638","Q9NSG2","FIRRM","FIGNL1 interacting regulator of recombination and mitosis",0.51,"AF",0.469671428571429,"AF",0.51,"AF"
"17639","Q9NSI2","SLX9","SLX9 ribosome biogenesis factor",0.183,"AF",0.481966666666667,"AF",0.481966666666667,"AF"
"17640","Q9NSI5","IGSF5","immunoglobulin superfamily member 5",0.052,"AF",0.584019047619048,"AF",0.584019047619048,"AF"
"17641","Q9NSI6","BRWD1","bromodomain and WD repeat domain containing 1",0.473,"AF",0.893066666666667,"AF",0.893066666666667,"AF"
"17642","Q9NSI8","SAMSN1","SAM domain, SH3 domain and nuclear localization signals 1",0.553,"AF",0.13140380952381,"AF",0.553,"AF"
"17643","Q9NSJ1",NA,NA,0.705,"AF",0.575295238095238,"AF",0.705,"AF"
"17644","Q9NSK0","KLC4","kinesin light chain 4",0.205,"SM",0.770338095238095,"AF",0.770338095238095,"AF"
"17645","Q9NSK7","C19orf12","chromosome 19 open reading frame 12",0.708,"AF",0.956842857142857,"AF",0.956842857142857,"AF"
"17646","Q9NSN8","SNTG1","syntrophin gamma 1",0.36,"AF",0.874,"AF",0.874,"AF"
"17647","Q9NSP4","CENPM","centromere protein M",0.514,"AF",0.944833333333333,"AF",0.944833333333333,"AF"
"17648","Q9NSQ0",NA,NA,0.623,"SM",0.429195238095238,"AF",0.623,"SM"
"17649","Q9NST1","PNPLA3","patatin like phospholipase domain containing 3",0.919,"AF",0.112959047619048,"AF",0.919,"AF"
"17650","Q9NSU2","TREX1","three prime repair exonuclease 1",0.876,"AF",0.684752380952381,"SM",0.876,"AF"
"17651","Q9NSV4","DIAPH3","diaphanous related formin 3",0.866,"AF",0.483514285714286,"AF",0.866,"AF"
"17652","Q9NSY0","NRBP2","nuclear receptor binding protein 2",0.544,"AF",0.0750090909090909,"AF",0.544,"AF"
"17653","Q9NSY1","BMP2K","BMP2 inducible kinase",0.718,"SM",0.116556666666667,"SM",0.718,"SM"
"17654","Q9NSY2","STARD5","StAR related lipid transfer domain containing 5",0.933,"SM",0.567923809523809,"AF",0.933,"SM"
"17655","Q9NT22","EMILIN3","elastin microfibril interfacer 3",0.291,"AF",0.0788547619047619,"AF",0.291,"AF"
"17656","Q9NT62","ATG3","autophagy related 3",0.84,"AF",0.747242857142857,"SM",0.84,"AF"
"17657","Q9NT68","TENM2","teneurin transmembrane protein 2",0.807,"AF",0.421827272727273,"SM",0.807,"AF"
"17658","Q9NT99","LRRC4B","leucine rich repeat containing 4B",0.604,"SM",0.512047619047619,"SM",0.604,"SM"
"17659","Q9NTG1","PKDREJ","polycystin family receptor for egg jelly",0.916,"AF",0.267480476190476,"AF",0.916,"AF"
"17660","Q9NTG7","SIRT3","sirtuin 3",0.679,"AF",0.928852380952381,"SM",0.928852380952381,"SM"
"17661","Q9NTI2","ATP8A2","ATPase phospholipid transporting 8A2",0.991,"AF",0.741704761904762,"SM",0.991,"AF"
"17662","Q9NTI5","PDS5B","PDS5 cohesin associated factor B",0.943,"AF",0.975442857142857,"AF",0.975442857142857,"AF"
"17663","Q9NTI7","INKA2","inka box actin regulator 2",0.403,"AF",0.167980952380952,"AF",0.403,"AF"
"17664","Q9NTJ3","SMC4","structural maintenance of chromosomes 4",0.533,"AF",0.466876190476191,"AF",0.533,"AF"
"17665","Q9NTJ4","MAN2C1","mannosidase alpha class 2C member 1",0.49,"AF",0.517566666666667,"AF",0.517566666666667,"AF"
"17666","Q9NTJ5","SACM1L","SAC1 like phosphatidylinositide phosphatase",0.753,"AF",0.813828571428571,"AF",0.813828571428571,"AF"
"17667","Q9NTK1","DEPP1","DEPP autophagy regulator 1",0.418,"AF",0.692245454545455,"AF",0.692245454545455,"AF"
"17668","Q9NTK5","OLA1","Obg like ATPase 1",0.618,"SM",0.815571428571429,"AF",0.815571428571429,"AF"
"17669","Q9NTM9","CUTC","cutC copper transporter",0.907,"SM",0.261909090909091,"SM",0.907,"SM"
"17670","Q9NTN3","SLC35D1","solute carrier family 35 member D1",0.914,"AF",0.501190909090909,"AF",0.914,"AF"
"17671","Q9NTN9","SEMA4G","semaphorin 4G",0.802,"AF",0.412357142857143,"AF",0.802,"AF"
"17672","Q9NTQ9","GJB4","gap junction protein beta 4",0.809,"AF",0.49237619047619,"AF",0.809,"AF"
"17673","Q9NTU4","CATSPERZ","catsper channel auxiliary subunit zeta",0.203,"AF",0.329719047619048,"AF",0.329719047619048,"AF"
"17674","Q9NTU7","CBLN4","cerebellin 4 precursor",0.274,"SM",0.810895238095238,"SM",0.810895238095238,"SM"
"17675","Q9NTW7","ZFP64","ZFP64 zinc finger protein",0.387,"AF",0.7537,"AF",0.7537,"AF"
"17676","Q9NTX5","ECHDC1","ethylmalonyl-CoA decarboxylase 1",0.952,"AF",0.849380952380952,"AF",0.952,"AF"
"17677","Q9NTX7","RNF146","ring finger protein 146",0.657,"SM",0.541536363636364,"AF",0.657,"SM"
"17678","Q9NTX9","FAM217B","family with sequence similarity 217 member B",0.954,"AF",0.605857142857143,"AF",0.954,"AF"
"17679","Q9NTZ6","RBM12","RNA binding motif protein 12",0.81,"AF",0.654538095238095,"AF",0.81,"AF"
"17680","Q9NU02","ANKEF1","ankyrin repeat and EF-hand domain containing 1",0.277,"AF",0.540036842105263,"AF",0.540036842105263,"AF"
"17681","Q9NU19","TBC1D22B","TBC1 domain family member 22B",0.982,"SM",0.13781380952381,"SM",0.982,"SM"
"17682","Q9NU22","MDN1","midasin AAA ATPase 1",0.972,"AF",0.946533333333333,"AF",0.972,"AF"
"17683","Q9NU23","LYRM2","LYR motif containing 2",0.826,"AF",0.426357142857143,"AF",0.826,"AF"
"17684","Q9NU39","FOXD4L1","forkhead box D4 like 1",0.701,"AF",0.533166666666667,"SM",0.701,"AF"
"17685","Q9NU53","GINM1","glycosylated integral membrane protein 1",0.418,"AF",0.298061904761905,"AF",0.418,"AF"
