"","uniprotswissprot","hgnc_symbol","Prediction_Score","Prediction_Score_after_100","Prediction_Score_after_1000","Label","validation"
"17348","Q9H6Q4","CIAO3",0.0389195,0.04251,0.039816,"0","0"
"17349","Q9H5L6","THAP9",0.0389191,0.04095,0.038736,"0","0"
"17350","Q2M3W8","ZNF181",0.0389107,0.03819,0.038501,"0","0"
"17351","Q9BXB7","SPATA16",0.0389083,0.03852,0.038506,"0","0"
"17352","Q6ZMV5","PPP4R3C",0.0389063,0.04146,0.039104,"0","0"
"17353","Q9Y2D5","PALM2AKAP2",0.0389019,0.04054,0.038221,"0","0"
"17354","Q6ZWI9","RFPL4B",0.0388948,0.04173,0.039608,"0","0"
"17355","Q8N8E2","ZNF513",0.038883,0.04075,0.038499,"0","0"
"17356","Q9NVM1","EVA1B",0.0388809,0.03909,0.03866,"0","0"
"17357","Q8IYN2","TCEAL8",0.0388805,0.03962,0.038443,"0","0"
"17358","Q13442","PDAP1",0.0388604,0.03706,0.038579,"0","0"
"17359","Q96NL1","TMEM74",0.0388566,0.03941,0.038748,"0","0"
"17360","Q99871","HAUS7",0.0388515,0.04353,0.039254,"0","0"
"17361","Q9NVE5","USP40",0.0388479,0.04199,0.038117,"0","0"
"17362","Q9UMY1","NOL7",0.0388474,0.03786,0.038346,"0","0"
"17363","Q9NZI6","TFCP2L1",0.0388404,0.04108,0.038536,"0","0"
"17364","Q53H64","ANKRD40CL",0.0388196,0.03839,0.038886,"0","0"
"17365","Q9BQ24","ZFYVE21",0.0388183,0.03956,0.039644,"0","0"
"17366","Q9H582","ZNF644",0.0388142,0.03894,0.038131,"0","0"
"17367","B5MD39","GGTLC3",0.038811,0.03831,0.038752,"0","0"
"17368","Q8IUI8","CRLF3",0.03881,0.04311,0.039105,"0","0"
"17369","Q9H5H4","ZNF768",0.0388073,0.03929,0.037898,"0","0"
"17370","Q96RD9","FCRL5",0.0387756,0.03894,0.038221,"0","0"
"17371","Q8WTX9","ZDHHC1",0.0387716,0.03827,0.038863,"0","0"
"17372","Q9H987","SYNPO2L",0.0387699,0.04116,0.03798,"0","0"
"17373","Q9NYJ1","COA4",0.0387638,0.04059,0.038393,"0","0"
"17374","Q9UN81",NA,0.038756,0.03798,0.038431,"0","0"
"17375","Q9H0X9","OSBPL5",0.0387506,0.03884,0.038758,"0","0"
"17376","A2A368","MAGEB16",0.0387456,0.04065,0.038735,"0","0"
"17377","Q86YI8","PHF13",0.0387416,0.03934,0.037948,"0","0"
"17378","O95758","PTBP3",0.0387407,0.03654,0.038656,"0","0"
"17379","Q9HCL3","ZFP14",0.0387344,0.03991,0.038689,"0","0"
"17380","B7U540","KCNJ18",0.0387253,0.04118,0.03964,"0","0"
"17381","Q7KZF4","SND1",0.038723,0.04267,0.038584,"0","0"
"17382","A4D174",NA,0.0386928,0.03881,0.039129,"0","0"
"17383","Q86UE8","TLK2",0.0386868,0.03885,0.038679,"0","0"
"17384","O95989","NUDT3",0.0386689,0.04119,0.038629,"0","0"
"17385","Q8WV48","CCDC107",0.0386688,0.03951,0.038572,"0","0"
"17386","Q8WW24","TEKT4",0.038666,0.03852,0.038686,"0","0"
"17387","P23610","F8A3",0.0386488,0.04098,0.039044,"0","0"
"17388","P23610","F8A1",0.0386488,0.04098,0.039044,"0","0"
"17389","P23610","F8A2",0.0386488,0.04098,0.039044,"0","0"
"17390","Q5VZI3","TMEM268",0.0386434,0.04039,0.038214,"0","0"
"17391","Q96CN5","LRRC45",0.0386433,0.03931,0.038843,"0","0"
"17392","Q02575","NHLH1",0.0386428,0.0395,0.038164,"0","0"
"17393","Q8IZP2",NA,0.0386172,0.0386,0.038508,"0","0"
"17394","Q8NAN2","MIGA1",0.038599,0.04083,0.03869,"0","0"
"17395","P12525",NA,0.0385807,0.04059,0.038588,"0","0"
"17396","Q9BXJ2","C1QTNF7",0.0385258,0.03952,0.038236,"0","0"
"17397","Q8WV41","SNX33",0.0385233,0.03918,0.038526,"0","0"
"17398","A6NGE7","URAD",0.038514,0.03958,0.038814,"0","0"
"17399","Q8N9H9",NA,0.0385023,0.04021,0.037573,"0","0"
"17400","Q96C90","PPP1R14B",0.0384898,0.0401,0.038415,"0","0"
"17401","Q8WTR8","NTN5",0.0384709,0.03837,0.038359,"0","0"
"17402","Q9Y6E2","BZW2",0.0384595,0.03841,0.039063,"0","0"
"17403","Q0D2K2","KLHL30",0.0384506,0.04032,0.038423,"0","0"
"17404","Q3ZCW2","LGALSL",0.038448,0.03864,0.038531,"0","0"
"17405","Q8N8G6",NA,0.0384473,0.03941,0.039561,"0","0"
"17406","Q96LZ2","MAGEB10",0.0383815,0.04155,0.038442,"0","0"
"17407","Q96QF7","GCNA",0.0383775,0.04066,0.03798,"0","0"
"17408","Q6ZTY9",NA,0.0383726,0.03762,0.038137,"0","0"
"17409","P17026","ZNF22",0.0383704,0.03931,0.038696,"0","0"
"17410","Q8TF65","GIPC2",0.0383682,0.03851,0.038707,"0","0"
"17411","Q96MR9","ZNF560",0.0383675,0.03964,0.038735,"0","0"
"17412","Q6ZRF8","RNF207",0.0383484,0.03892,0.038751,"0","0"
"17413","Q86Y29",NA,0.0383427,0.03969,0.03787,"0","0"
"17414","Q8TDP1","RNASEH2C",0.0383366,0.03916,0.037738,"0","0"
"17415","A6NEC2",NA,0.0383351,0.04141,0.038681,"0","0"
"17416","Q5SXM1","ZNF678",0.0383301,0.03957,0.038925,"0","0"
"17417","Q9BR61","ACBD6",0.038326,0.04149,0.038794,"0","0"
"17418","Q6ZS11","RINL",0.0383191,0.04101,0.038578,"0","0"
"17419","Q9BRH9","ZNF251",0.0383092,0.04037,0.038243,"0","0"
"17420","Q9BSF0","C2orf88",0.0383001,0.03933,0.038372,"0","0"
"17421","Q9ULL8","SHROOM4",0.0382845,0.04004,0.037405,"0","0"
"17422","Q6TDP4","KLHL17",0.0382752,0.04201,0.038239,"0","0"
"17423","Q13515","BFSP2",0.038274,0.04004,0.038464,"0","0"
"17424","Q9NRP4","SDHAF3",0.0382715,0.03859,0.038432,"0","0"
"17425","Q8N9R6","CDRT4",0.0382701,0.0379,0.038526,"0","0"
"17426","Q8N6G2","TEX26",0.0382686,0.03763,0.038085,"0","0"
"17427","Q9BUG6","ZSCAN5A",0.0382639,0.0378,0.037524,"0","0"
"17428","A0A075B6N2","TRBV20-1",0.0382571,0.03818,0.038494,"0","0"
"17429","Q96FH0","BORCS8",0.0382544,0.03858,0.037766,"0","0"
"17430","Q70CQ3","USP30",0.0382433,0.04056,0.038391,"0","0"
"17431","Q96JK4","HHIPL1",0.0382355,0.041,0.038313,"0","0"
"17432","Q5TI25",NA,0.0382351,0.04,0.037821,"0","0"
"17433","Q9HAD4","WDR41",0.0382284,0.03909,0.038476,"0","0"
"17434","Q96QR8","PURB",0.0382236,0.04098,0.038402,"0","0"
"17435","Q9Y2Q1","ZNF257",0.0382146,0.03907,0.038612,"0","0"
"17436","P13378","HOXD8",0.0381738,0.03966,0.038036,"0","0"
"17437","Q9BUR5","APOO",0.0381515,0.03829,0.038103,"0","0"
"17438","Q6ZU52","KIAA0408",0.0381481,0.03838,0.037764,"0","0"
"17439","Q6ZVF9","GPRIN3",0.0381458,0.03844,0.037048,"0","0"
"17440","O75290","ZNF780A",0.0381446,0.04072,0.038908,"0","0"
"17441","Q9P2F8","SIPA1L2",0.0381405,0.03939,0.037318,"0","0"
"17442","Q3SXM5","HSDL1",0.0381319,0.03787,0.038453,"0","0"
"17443","Q8TAQ9","SUN3",0.0381305,0.0366,0.038294,"0","0"
"17444","Q6P9A3","ZNF549",0.0381247,0.03759,0.038295,"0","0"
"17445","P0CB33","ZNF735",0.0381103,0.03806,0.038453,"0","0"
"17446","Q9H6E4","CCDC134",0.0381044,0.03935,0.038688,"0","0"
"17447","Q658K8",NA,0.0380954,0.03818,0.037825,"0","0"
"17448","P17039","ZNF30",0.0380895,0.04082,0.039297,"0","0"
"17449","A4D0T2",NA,0.0380889,0.03736,0.038705,"0","0"
"17450","Q86XE0","SNX32",0.0380887,0.03819,0.037993,"0","0"
"17451","Q9BV29","CCDC32",0.0380665,0.03848,0.037702,"0","0"
"17452","Q5VSY0","GKAP1",0.0380645,0.03858,0.038019,"0","0"
"17453","O14948","TFEC",0.0380621,0.0404,0.037996,"0","0"
"17454","Q9BWK5","CYREN",0.0380611,0.03921,0.037956,"0","0"
"17455","Q8WZB0",NA,0.0380589,0.03867,0.037183,"0","0"
"17456","Q86YF9","DZIP1",0.0380437,0.03855,0.037999,"0","0"
"17457","Q6PD74","AAGAB",0.0380302,0.04234,0.038249,"0","0"
"17458","Q8IX29","FBXO16",0.0380297,0.0381,0.038241,"0","0"
"17459","Q9UBK9","UXT",0.0380049,0.03978,0.038383,"0","0"
"17460","Q9BW91","NUDT9",0.0380047,0.03812,0.0381,"0","0"
"17461","Q9H9H5","MAP6D1",0.0380019,0.03735,0.037187,"0","0"
"17462","Q9HA72","CALHM2",0.0379972,0.03665,0.038429,"0","0"
"17463","O15209","ZBTB22",0.0379969,0.0394,0.037577,"0","0"
"17464","Q8N8W4","PNPLA1",0.0379937,0.03955,0.03756,"0","0"
"17465","Q9NXI6","RNF186",0.037972,0.03935,0.038189,"0","0"
"17466","Q7Z5V6","SAXO4",0.0379692,0.03836,0.037225,"0","0"
"17467","Q3KQV3","ZNF792",0.0379667,0.03916,0.038076,"0","0"
"17468","Q9BRP4","PAAF1",0.0379587,0.03967,0.037652,"0","0"
"17469","Q6ZSS3","ZNF621",0.037953,0.03999,0.039169,"0","0"
"17470","Q86YR6","POTED",0.0379517,0.03864,0.038334,"0","0"
"17471","Q6ICH7","ASPHD2",0.0379445,0.03755,0.038393,"0","0"
"17472","H0Y354","FAM72C",0.0379411,0.0353,0.038059,"0","0"
"17473","C9JN71","ZNF878",0.0379363,0.04079,0.039006,"0","0"
"17474","B1AK53","ESPN",0.0379343,0.0413,0.038116,"0","0"
"17475","Q9UMS6","SYNPO2",0.0379285,0.03919,0.036679,"0","0"
"17476","A6NDN3","GOLGA6B",0.0379263,0.03772,0.037599,"0","0"
"17477","Q4G163","FBXO43",0.0379252,0.03823,0.03781,"0","0"
"17478","Q8TEF2","C10orf105",0.0379114,0.03784,0.037761,"0","0"
"17479","Q9Y2B0","CNPY2",0.0379087,0.03846,0.03804,"0","0"
"17480","H0YL09",NA,0.0379007,0.03888,0.037782,"0","0"
"17481","Q8TB22","SPATA20",0.0378919,0.04126,0.037579,"0","0"
"17482","Q6ZN06","ZNF813",0.0378573,0.03749,0.038148,"0","0"
"17483","Q9NZB2","FAM120A",0.0378463,0.0405,0.036767,"0","0"
"17484","Q5T0B9","ZNF362",0.0378455,0.04015,0.038185,"0","0"
"17485","Q68D10","SPTY2D1",0.0378323,0.03795,0.037396,"0","0"
"17486","P58317","ZNF121",0.0378293,0.03685,0.038108,"0","0"
"17487","Q9H3H9","TCEAL2",0.0378285,0.0379,0.037286,"0","0"
"17488","Q96CT7","CCDC124",0.0378273,0.03669,0.037694,"0","0"
"17489","Q8IZP7","HS6ST3",0.0378176,0.03714,0.037975,"0","0"
"17490","P0C7M8","CLEC2L",0.0378136,0.03762,0.038117,"0","0"
"17491","Q9NWW9","PLAAT2",0.0378031,0.03788,0.037698,"0","0"
"17492","Q6ZNA5","FRRS1",0.0377913,0.03792,0.038372,"0","0"
"17493","O95164","UBL3",0.0377799,0.03611,0.037581,"0","0"
"17494","Q03938","ZNF90",0.0377644,0.03909,0.038308,"0","0"
"17495","Q6UWJ8","CD164L2",0.0377621,0.03828,0.037659,"0","0"
"17496","Q96LM6","SPMIP9",0.0377607,0.03856,0.038035,"0","0"
"17497","Q7Z340","ZNF551",0.0377592,0.03866,0.037797,"0","0"
"17498","Q96HE8","TMEM80",0.0377551,0.03968,0.038402,"0","0"
"17499","Q3MJ62","ZSCAN23",0.037748,0.04007,0.037409,"0","0"
"17500","Q7L2R6","ZNF765",0.037747,0.03741,0.038055,"0","0"
"17501","Q8ND71","GIMAP8",0.037742,0.03623,0.037618,"0","0"
"17502","Q8TD06","AGR3",0.0377315,0.03684,0.038282,"0","0"
"17503","Q6ZU80","CEP128",0.0377253,0.03937,0.037491,"0","0"
"17504","Q0D2K5",NA,0.0377128,0.03603,0.037482,"0","0"
"17505","Q9UJ90","KCNE5",0.0377089,0.03871,0.038277,"0","0"
"17506","Q96J42","TXNDC15",0.0377008,0.03972,0.038012,"0","0"
"17507","Q76KP1","B4GALNT4",0.0376902,0.03869,0.037051,"0","0"
"17508","A6NEL3",NA,0.037685,0.03742,0.037734,"0","0"
"17509","Q8N0X4","CLYBL",0.0376671,0.04217,0.038199,"0","0"
"17510","Q8ND82","ZNF280C",0.0376562,0.03706,0.0368,"0","0"
"17511","Q6UXI7","VIT",0.0376519,0.03954,0.037262,"0","0"
"17512","Q5TEZ5","C6orf163",0.0376472,0.03691,0.037752,"0","0"
"17513","Q7Z6Z6","PNPLA5",0.0376427,0.03931,0.037615,"0","0"
"17514","Q92618","ZNF516",0.0376311,0.03903,0.036972,"0","0"
"17515","Q5VU97","CACHD1",0.037631,0.03686,0.037477,"0","0"
"17516","Q6L9T8","FAM72D",0.0376067,0.03501,0.037718,"0","0"
"17517","O15442","MPPED1",0.037606,0.03845,0.037583,"0","0"
"17518","Q5VZT2",NA,0.0376058,0.03872,0.037881,"0","0"
"17519","Q9P000","COMMD9",0.0376053,0.04028,0.037542,"0","0"
"17520","Q9NRY7","PLSCR2",0.037597,0.03833,0.037722,"0","0"
"17521","P0C843",NA,0.037583,0.03785,0.037665,"0","0"
"17522","Q9NRA8","EIF4ENIF1",0.0375691,0.03913,0.037031,"0","0"
"17523","Q8N782","ZNF525",0.0375681,0.03704,0.037766,"0","0"
"17524","Q6U7Q0","ZNF322",0.0375632,0.03714,0.038416,"0","0"
"17525","Q8N490","PNKD",0.0375533,0.04137,0.037165,"0","0"
"17526","Q6PIV2","FOXR1",0.0375479,0.03917,0.037373,"0","0"
"17527","P61566",NA,0.0375396,0.03602,0.037865,"0","0"
"17528","Q9BUT9","MCRIP2",0.0375325,0.03739,0.036806,"0","0"
"17529","Q9NY99","SNTG2",0.0375161,0.03903,0.038158,"0","0"
"17530","Q8N6C7",NA,0.0375115,0.03794,0.037138,"0","0"
"17531","Q8N3G9","TMEM130",0.037506,0.03787,0.038232,"0","0"
"17532","Q9BPW4","APOL4",0.037502,0.03864,0.037687,"0","0"
"17533","Q9H2J1",NA,0.0374995,0.03764,0.036834,"0","0"
"17534","Q8NDW4","ZNF248",0.0374992,0.03725,0.037534,"0","0"
"17535","Q8N2C3","DEPDC4",0.037499,0.03682,0.037646,"0","0"
"17536","Q8WWM1","XAGE5",0.0374938,0.03885,0.036996,"0","0"
"17537","Q9BX59","TAPBPL",0.037481,0.03942,0.037167,"0","0"
"17538","A0A075B6T7","TRAV6",0.0374743,0.03683,0.038274,"0","0"
"17539","Q86VR7","VSIG10L",0.0374709,0.03837,0.036494,"0","0"
"17540","Q2TAL6","VWC2",0.0374568,0.03685,0.037487,"0","0"
"17541","O14972","VPS26C",0.0374543,0.03851,0.037885,"0","0"
"17542","Q9UK10","ZNF225",0.0374387,0.03751,0.037482,"0","0"
"17543","Q8IYH5","ZZZ3",0.0374179,0.0404,0.036933,"0","0"
"17544","Q9NX36","DNAJC28",0.0373929,0.03664,0.037647,"0","0"
"17545","O95447","LCA5L",0.0373793,0.03803,0.03713,"0","0"
"17546","Q93096","PTP4A1",0.03737,0.03939,0.037733,"0","0"
"17547","Q6ICL3","TANGO2",0.0373675,0.04,0.038049,"0","0"
"17548","Q9H0R4","HDHD2",0.0373591,0.03907,0.038201,"0","0"
"17549","A6NGK3","GAGE10",0.0373421,0.03868,0.036721,"0","0"
"17550","Q9NVI7","ATAD3A",0.0373396,0.0378,0.0372,"0","0"
"17551","Q86XZ4","SPATS2",0.0373365,0.03725,0.036735,"0","0"
"17552","Q8TBN0","RAB3IL1",0.0373338,0.03798,0.037305,"0","0"
"17553","Q9NXT0","ZNF586",0.0373294,0.0369,0.037509,"0","0"
"17554","C9JRZ8","AKR1B15",0.0373276,0.03855,0.038071,"0","0"
"17555","Q8N1L9","BATF2",0.0373188,0.03743,0.037214,"0","0"
"17556","Q4G0S4","CYP27C1",0.037309,0.03733,0.037316,"0","0"
"17557","Q0VF49",NA,0.0373081,0.03808,0.036405,"0","0"
"17558","Q9BQ65","USB1",0.0373038,0.04144,0.037401,"0","0"
"17559","Q9BZE3","BARHL1",0.0373034,0.03824,0.036861,"0","0"
"17560","Q8N4Z0","RAB42",0.0372885,0.038,0.037936,"0","0"
"17561","A2RUT3","TMEM89",0.037287,0.03807,0.03798,"0","0"
"17562","P0CH99","ZNF705D",0.0372611,0.03693,0.037719,"0","0"
"17563","Q8N3T6","TMEM132C",0.0372562,0.04002,0.036837,"0","0"
"17564","Q9H0B3","IQCN",0.037233,0.03751,0.03642,"0","0"
"17565","O14791","APOL1",0.0372218,0.03635,0.037568,"0","0"
"17566","A6NDL7",NA,0.0372156,0.03796,0.038146,"0","0"
"17567","Q8ND07","BBOF1",0.0372129,0.03774,0.03719,"0","0"
"17568","Q9C0H6","KLHL4",0.0371741,0.04069,0.037395,"0","0"
"17569","Q96M15",NA,0.0371231,0.03594,0.036907,"0","0"
"17570","Q9H5V9","STEEP1",0.0371224,0.03742,0.037048,"0","0"
"17571","P59020",NA,0.0371139,0.03695,0.037051,"0","0"
"17572","Q155Q3","DIXDC1",0.0371114,0.03718,0.037564,"0","0"
"17573","Q8N0V4","LGI2",0.0371008,0.03654,0.037743,"0","0"
"17574","A0AUZ9","KANSL1L",0.0371002,0.0371,0.03639,"0","0"
"17575","Q5T1B1",NA,0.0370992,0.03578,0.036473,"0","0"
"17576","B1ANH7",NA,0.0370989,0.03746,0.036681,"0","0"
"17577","A0A0K0K1E9","TRBV7-7",0.0370978,0.03598,0.037443,"0","0"
"17578","A8K979","ERI2",0.0370912,0.03938,0.036639,"0","0"
"17579","Q9H400","LIME1",0.0370885,0.03759,0.037044,"0","0"
"17580","A0PJZ0",NA,0.0370858,0.03909,0.037225,"0","0"
"17581","Q6NXS1","PPP1R2B",0.0370788,0.03879,0.037,"0","0"
"17582","O95273","CCNDBP1",0.0370663,0.03915,0.03695,"0","0"
"17583","Q15906","VPS72",0.0370659,0.03765,0.036935,"0","0"
"17584","Q86XT2","VPS37D",0.0370521,0.0384,0.037066,"0","0"
"17585","A6ND91","ASPDH",0.0370389,0.03902,0.036837,"0","0"
"17586","P86397","HTD2",0.0370138,0.03821,0.037317,"0","0"
"17587","Q16473",NA,0.0370031,0.03771,0.036726,"0","0"
"17588","A0A0B4J2D5",NA,0.0369968,0.03905,0.0372,"0","0"
"17589","Q8N1I8",NA,0.0369938,0.03992,0.036676,"0","0"
"17590","Q08E93",NA,0.0369842,0.03641,0.036806,"0","0"
"17591","Q9HCD5","NCOA5",0.0369782,0.03691,0.036558,"0","0"
"17592","Q6N063","OGFOD2",0.0369776,0.038,0.037421,"0","0"
"17593","Q8TC92","ENOX1",0.0369661,0.03722,0.036768,"0","0"
"17594","Q8IVH4","MMAA",0.0369588,0.03803,0.036967,"0","0"
"17595","Q9Y6G5","COMMD10",0.0369484,0.03766,0.037209,"0","0"
"17596","P0CB38","PABPC4L",0.0369416,0.03904,0.037495,"0","0"
"17597","Q7L5Y1","ENOSF1",0.0369414,0.04162,0.037603,"0","0"
"17598","P82980","RBP5",0.0369324,0.03816,0.036927,"0","0"
"17599","Q96P50","ACAP3",0.0369182,0.03843,0.037179,"0","0"
"17600","Q8NCN4","RNF169",0.0369152,0.03689,0.036181,"0","0"
"17601","Q8NEX9","SDR9C7",0.036912,0.03927,0.037074,"0","0"
"17602","Q8N4C9","C17orf78",0.0369006,0.03624,0.037012,"0","0"
"17603","Q6NWY9","PRPF40B",0.0368973,0.03765,0.036509,"0","0"
"17604","Q96T17","MAP7D2",0.0368782,0.03757,0.036416,"0","0"
"17605","O95881","TXNDC12",0.0368649,0.03834,0.037606,"0","0"
"17606","Q8TC05","MDM1",0.0368467,0.03681,0.036059,"0","0"
"17607","Q9H2Z4","NKX2-4",0.0368435,0.03776,0.036466,"0","0"
"17608","Q8N3J9","ZNF664",0.0368396,0.03736,0.037093,"0","0"
"17609","Q5RIA9","ZNG1E",0.0368281,0.0377,0.037061,"0","0"
"17610","A6NGD5","ZSCAN5C",0.0368262,0.03711,0.036334,"0","0"
"17611","P0DJH9","RD3L",0.0368233,0.03705,0.037122,"0","0"
"17612","Q96PV4","PNMA5",0.0368225,0.03837,0.037273,"0","0"
"17613","Q1KMD3","HNRNPUL2",0.0368205,0.03828,0.036652,"0","0"
"17614","Q9P217","ZSWIM5",0.0368121,0.037,0.035791,"0","0"
"17615","Q9Y2R0","COA3",0.0368025,0.03724,0.036723,"0","0"
"17616","Q68DY1","ZNF626",0.0367973,0.03606,0.036811,"0","0"
"17617","Q8NDB6","FAM156A",0.036783,0.03896,0.037262,"0","0"
"17618","Q8NDB6","FAM156B",0.036783,0.03896,0.037262,"0","0"
"17619","O00411","POLRMT",0.0367671,0.03769,0.03578,"0","0"
"17620","Q08ET2","SIGLEC14",0.0367565,0.03685,0.036878,"0","0"
"17621","Q8WV37","ZNF480",0.0367456,0.03541,0.037047,"0","0"
"17622","Q8IUE1","TGIF2LX",0.036739,0.03585,0.036163,"0","0"
"17623","Q6PL45","BRICD5",0.0367209,0.0369,0.037615,"0","0"
"17624","Q9NZL3","ZNF224",0.0367144,0.03773,0.036755,"0","0"
"17625","Q400G9","AMZ1",0.0367018,0.03977,0.036498,"0","0"
"17626","Q9Y2H0","DLGAP4",0.0366997,0.03781,0.035739,"0","0"
"17627","Q9H6Y2","WDR55",0.0366906,0.03946,0.036583,"0","0"
"17628","Q8TF32","ZNF431",0.03669,0.03668,0.036888,"0","0"
"17629","Q86XL3","ANKLE2",0.0366794,0.03648,0.036024,"0","0"
"17630","Q0D2H9",NA,0.0366783,0.03739,0.036227,"0","0"
"17631","Q6ZVK8","NUDT18",0.0366731,0.04138,0.036886,"0","0"
"17632","Q8TC17","GRAPL",0.0366719,0.03687,0.037012,"0","0"
"17633","P49335",NA,0.0366453,0.03753,0.036324,"0","0"
"17634","Q8N0Z2","ABRA",0.0366189,0.03853,0.036333,"0","0"
"17635","Q17R60","IMPG1",0.036584,0.04002,0.036733,"0","0"
"17636","Q8IWW6","ARHGAP12",0.0365754,0.03476,0.035963,"0","0"
"17637","Q502W6","VWA3B",0.0365699,0.03722,0.035632,"0","0"
"17638","O43414","ERI3",0.0365661,0.03772,0.03632,"0","0"
"17639","Q9BZE7","C22orf23",0.0365643,0.03619,0.036475,"0","0"
"17640","I3L0S3",NA,0.0365448,0.03589,0.036275,"0","0"
"17641","Q9Y2K5","R3HDM2",0.0365412,0.0372,0.035456,"0","0"
"17642","P61236","YPEL3",0.03654,0.03705,0.037223,"0","0"
"17643","Q96LR9","APOLD1",0.0365321,0.0355,0.036256,"0","0"
"17644","Q6AI12","ANKRD40",0.0365292,0.03684,0.036378,"0","0"
"17645","P43627","",0.036529,0.03605,0.036397,"0","0"
"17646","Q9Y3M9","ZNF337",0.0365241,0.03806,0.036667,"0","0"
"17647","O94830","DDHD2",0.0365187,0.04157,0.036944,"0","0"
"17648","Q6ZUL3",NA,0.0365173,0.03897,0.037317,"0","0"
"17649","Q86UF2","CTAGE6",0.0365128,0.03825,0.036455,"0","0"
"17650","O95231","VENTX",0.0365102,0.03854,0.036781,"0","0"
"17651","Q8IW03","SIAH3",0.036506,0.03709,0.037203,"0","0"
"17652","Q96L58","B3GALT6",0.0364932,0.03675,0.036986,"0","0"
"17653","Q5U4P2","ASPHD1",0.0364831,0.03685,0.03605,"0","0"
"17654","Q6ZMN7","PDZRN4",0.0364765,0.03808,0.036084,"0","0"
"17655","A6NJU9","NPIPB13",0.0364572,0.03832,0.035757,"0","0"
"17656","Q5VXM1","CDCP2",0.0364507,0.03559,0.036702,"0","0"
"17657","A0A1B0GVZ2","FAM240B",0.0364382,0.03733,0.036359,"0","0"
"17658","Q9NRJ2",NA,0.0364337,0.03611,0.036045,"0","0"
"17659","Q0VGE8","ZNF816",0.0364279,0.03706,0.036751,"0","0"
"17660","P0C7V6","SUPT20HL2",0.0364161,0.03866,0.035876,"0","0"
"17661","Q6NVV1",NA,0.0364066,0.03535,0.036373,"0","0"
"17662","P52740","ZNF132",0.0364038,0.03742,0.036283,"0","0"
"17663","Q9H853","TUBA4B",0.036401,0.03484,0.036519,"0","0"
"17664","Q9BQ61","TRIR",0.0363969,0.03966,0.035643,"0","0"
"17665","Q99742","NPAS1",0.0363948,0.03733,0.036437,"0","0"
"17666","E5RQL4","FTCDNL1",0.0363942,0.03598,0.036289,"0","0"
"17667","Q9P243","ZFAT",0.0363919,0.038,0.036233,"0","0"
"17668","Q9H0G5","NSRP1",0.0363883,0.03594,0.035888,"0","0"
"17669","Q9UGU5","HMGXB4",0.0363742,0.03892,0.036205,"0","0"
"17670","Q07065","CKAP4",0.0363707,0.0373,0.036316,"0","0"
"17671","A6NHQ4","EPOP",0.0363696,0.03676,0.03551,"0","0"
"17672","Q8IUK5","PLXDC1",0.0363631,0.03801,0.03684,"0","0"
"17673","Q9UKJ5","CHIC2",0.0363529,0.03513,0.036271,"0","0"
"17674","P60827","C1QTNF8",0.0363322,0.03702,0.036656,"0","0"
"17675","Q5HYK3","COQ5",0.0363315,0.03906,0.037079,"0","0"
"17676","Q8IYI0","SHLD1",0.0363264,0.03718,0.035924,"0","0"
"17677","Q6ZW35",NA,0.0363093,0.03639,0.035453,"0","0"
"17678","Q4G0I0","UQCC4",0.0363021,0.0362,0.036027,"0","0"
"17679","A6NHQ2","FBLL1",0.0362992,0.03737,0.03589,"0","0"
"17680","Q8TD31","CCHCR1",0.0362932,0.0379,0.036138,"0","0"
"17681","Q86X83","COMMD2",0.0362847,0.0376,0.036502,"0","0"
"17682","O00193","C11orf58",0.0362664,0.03801,0.036142,"0","0"
"17683","Q8WV93","AFG1L",0.0362643,0.03871,0.036504,"0","0"
"17684","Q71F78",NA,0.0362602,0.03635,0.035908,"0","0"
"17685","A0A0A6YYL3","POTEB",0.0362581,0.03745,0.036609,"0","0"
"17686","Q7Z4R8","C6orf120",0.0362548,0.03778,0.036634,"0","0"
"17687","Q6P1S2","C3orf33",0.0362543,0.03371,0.036499,"0","0"
"17688","Q8NAT2","TDRD5",0.0362424,0.03828,0.035525,"0","0"
"17689","Q8NC06","ACBD4",0.0362241,0.03601,0.036118,"0","0"
"17690","C9J302","C4orf51",0.0362207,0.03647,0.036267,"0","0"
"17691","Q8IY67",NA,0.0362082,0.03887,0.036043,"0","0"
"17692","Q6ZNC4","ZNF704",0.036196,0.03802,0.035891,"0","0"
"17693","Q96QI5","HS3ST6",0.0361855,0.03832,0.035708,"0","0"
"17694","Q96IQ9","ZNF414",0.0361817,0.03756,0.035231,"0","0"
"17695","O95336","PGLS",0.036177,0.03947,0.036041,"0","0"
"17696","Q6ZVT6","CFAP20DC",0.036164,0.03725,0.035942,"0","0"
"17697","Q9H867","VCPKMT",0.0361628,0.03885,0.036352,"0","0"
"17698","Q8IWC1","MAP7D3",0.0361558,0.03681,0.03545,"0","0"
"17699","Q96C23","GALM",0.0361508,0.04014,0.036557,"0","0"
"17700","Q5JX71","FAM209A",0.0361468,0.03639,0.03707,"0","0"
"17701","Q92537","SUSD6",0.03614,0.03693,0.035697,"0","0"
"17702","P13985",NA,0.0361312,0.0366,0.035703,"0","0"
"17703","A0A1B0GX95","TRBV7-4",0.0361307,0.03569,0.036083,"0","0"
"17704","A1XBS5","CIBAR1",0.0361289,0.03604,0.036095,"0","0"
"17705","Q9QC07",NA,0.0361237,0.03549,0.035785,"0","0"
