"interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::fusion","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"pp","9606.ENSP00000355090 (pp) 9606.ENSP00000414109","false","pp","9606.ENSP00000355090 (pp) 9606.ENSP00000414109","0.599",,,,,,,"0.598",
"pp","9606.ENSP00000355090 (pp) 9606.ENSP00000377492","false","pp","9606.ENSP00000355090 (pp) 9606.ENSP00000377492","0.404",,,"0.051",,,,"0.433","0.079"
"pp","9606.ENSP00000355090 (pp) 9606.ENSP00000355958","false","pp","9606.ENSP00000355090 (pp) 9606.ENSP00000355958","0.377",,,,,,,"0.403","0.081"
"pp","9606.ENSP00000355090 (pp) 9606.ENSP00000362146","false","pp","9606.ENSP00000355090 (pp) 9606.ENSP00000362146","0.674",,,,,,,"0.702","0.125"
"pp","9606.ENSP00000355090 (pp) 9606.ENSP00000355922","false","pp","9606.ENSP00000355090 (pp) 9606.ENSP00000355922","0.757",,,,,,,"0.811","0.254"
"pp","9606.ENSP00000355090 (pp) 9606.ENSP00000363524","false","pp","9606.ENSP00000355090 (pp) 9606.ENSP00000363524","0.562",,,,,,,"0.682","0.305"
"pp","9606.ENSP00000355090 (pp) 9606.ENSP00000356379","false","pp","9606.ENSP00000355090 (pp) 9606.ENSP00000356379","0.743",,,"0.095",,,,"0.809","0.246"
"pp","9606.ENSP00000355090 (pp) 9606.ENSP00000360540","false","pp","9606.ENSP00000355090 (pp) 9606.ENSP00000360540","0.667",,,,,,,"0.727","0.217"
"pp","9606.ENSP00000355090 (pp) 9606.ENSP00000379911","false","pp","9606.ENSP00000355090 (pp) 9606.ENSP00000379911","0.324",,,"0.095",,,,"0.417","0.125"
"pp","9606.ENSP00000355090 (pp) 9606.ENSP00000355966","false","pp","9606.ENSP00000355090 (pp) 9606.ENSP00000355966","0.635",,,,,,,"0.654","0.093"
"pp","9606.ENSP00000355090 (pp) 9606.ENSP00000428489","false","pp","9606.ENSP00000355090 (pp) 9606.ENSP00000428489","0.603",,,"0.046",,,,"0.655","0.165"
"pp","9606.ENSP00000355110 (pp) 9606.ENSP00000414856","false","pp","9606.ENSP00000355110 (pp) 9606.ENSP00000414856","0.063",,,,,,,"0.456","0.444"
"pp","9606.ENSP00000355090 (pp) 9606.ENSP00000356319","false","pp","9606.ENSP00000355090 (pp) 9606.ENSP00000356319","0.504",,,"0.292",,,,"0.751","0.348"
"pp","9606.ENSP00000355090 (pp) 9606.ENSP00000357643","false","pp","9606.ENSP00000355090 (pp) 9606.ENSP00000357643","0.762",,,,,,,"0.812","0.247"
"pp","9606.ENSP00000355090 (pp) 9606.ENSP00000442068","false","pp","9606.ENSP00000355090 (pp) 9606.ENSP00000442068","0.407",,,,,,,"0.471","0.145"
"pp","9606.ENSP00000355090 (pp) 9606.ENSP00000355506","false","pp","9606.ENSP00000355090 (pp) 9606.ENSP00000355506","0.446",,,,,,,"0.514","0.16"
"pp","9606.ENSP00000355090 (pp) 9606.ENSP00000361298","false","pp","9606.ENSP00000355090 (pp) 9606.ENSP00000361298","0.618",,,,,,,"0.63","0.072"
"pp","9606.ENSP00000355090 (pp) 9606.ENSP00000411532","false","pp","9606.ENSP00000355090 (pp) 9606.ENSP00000411532","0.721",,,,,,,"0.758","0.17"
"pp","9606.ENSP00000355090 (pp) 9606.ENSP00000358813","false","pp","9606.ENSP00000355090 (pp) 9606.ENSP00000358813","0.717",,,,,,,"0.771","0.226"
"pp","9606.ENSP00000355124 (pp) 9606.ENSP00000378058","false","pp","9606.ENSP00000355124 (pp) 9606.ENSP00000378058","0.101",,,"0.1",,,,"0.524","0.459"
"pp","9606.ENSP00000355124 (pp) 9606.ENSP00000386896","false","pp","9606.ENSP00000355124 (pp) 9606.ENSP00000386896","0.072",,,"0.045",,,,"0.532","0.515"
"pp","9606.ENSP00000355124 (pp) 9606.ENSP00000406861","false","pp","9606.ENSP00000355124 (pp) 9606.ENSP00000406861","0.055",,,"0.1",,,,"0.544","0.507"
"pp","9606.ENSP00000355124 (pp) 9606.ENSP00000376678","false","pp","9606.ENSP00000355124 (pp) 9606.ENSP00000376678","0.134",,,"0.131",,,,"0.41","0.28"
"pp","9606.ENSP00000355110 (pp) 9606.ENSP00000370896","false","pp","9606.ENSP00000355110 (pp) 9606.ENSP00000370896","0.048",,,,,,,"0.411","0.408"
"pp","9606.ENSP00000355121 (pp) 9606.ENSP00000403302","false","pp","9606.ENSP00000355121 (pp) 9606.ENSP00000403302","0.057",,,"0.105",,,,"0.451","0.403"
"pp","9606.ENSP00000355124 (pp) 9606.ENSP00000405330","false","pp","9606.ENSP00000355124 (pp) 9606.ENSP00000405330","0.047",,,"0.14",,,,"0.59","0.541"
"pp","9606.ENSP00000355124 (pp) 9606.ENSP00000484824","false","pp","9606.ENSP00000355124 (pp) 9606.ENSP00000484824","0.18",,,"0.099",,,,"0.775","0.72"
"pp","9606.ENSP00000355124 (pp) 9606.ENSP00000478887","false","pp","9606.ENSP00000355124 (pp) 9606.ENSP00000478887","0.062",,,,,,,"0.458","0.446"
"pp","9606.ENSP00000355124 (pp) 9606.ENSP00000457421","false","pp","9606.ENSP00000355124 (pp) 9606.ENSP00000457421",,,,"0.067",,,,"0.781","0.776"
"pp","9606.ENSP00000355124 (pp) 9606.ENSP00000361761","false","pp","9606.ENSP00000355124 (pp) 9606.ENSP00000361761","0.144",,,"0.1",,,,"0.511","0.417"
"pp","9606.ENSP00000355124 (pp) 9606.ENSP00000373489","false","pp","9606.ENSP00000355124 (pp) 9606.ENSP00000373489","0.476",,"0.4","0.166",,,,"0.928","0.761"
"pp","9606.ENSP00000355124 (pp) 9606.ENSP00000368632","false","pp","9606.ENSP00000355124 (pp) 9606.ENSP00000368632","0.094",,,"0.094",,,,"0.472","0.409"
"pp","9606.ENSP00000355124 (pp) 9606.ENSP00000426809","false","pp","9606.ENSP00000355124 (pp) 9606.ENSP00000426809","0.089",,,,,,,"0.812","0.803"
"pp","9606.ENSP00000355124 (pp) 9606.ENSP00000449404","false","pp","9606.ENSP00000355124 (pp) 9606.ENSP00000449404","0.538",,,"0.163",,,,"0.796","0.516"
"pp","9606.ENSP00000355124 (pp) 9606.ENSP00000359793","false","pp","9606.ENSP00000355124 (pp) 9606.ENSP00000359793",,,,,,,,"0.582","0.582"
"pp","9606.ENSP00000355124 (pp) 9606.ENSP00000357643","false","pp","9606.ENSP00000355124 (pp) 9606.ENSP00000357643","0.067",,,,,,,"0.421","0.405"
"pp","9606.ENSP00000355124 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000355124 (pp) 9606.ENSP00000385675",,,,,,,,"0.418","0.419"
"pp","9606.ENSP00000355124 (pp) 9606.ENSP00000377836","false","pp","9606.ENSP00000355124 (pp) 9606.ENSP00000377836","0.084",,,,,,,"0.785","0.775"
"pp","9606.ENSP00000355124 (pp) 9606.ENSP00000357691","false","pp","9606.ENSP00000355124 (pp) 9606.ENSP00000357691","0.328",,,,,,,"0.421","0.175"
"pp","9606.ENSP00000355124 (pp) 9606.ENSP00000379140","false","pp","9606.ENSP00000355124 (pp) 9606.ENSP00000379140","0.062","0.21",,,,,,"0.651","0.567"
"pp","9606.ENSP00000355124 (pp) 9606.ENSP00000377546","false","pp","9606.ENSP00000355124 (pp) 9606.ENSP00000377546","0.149","0.052","0.4","0.193",,,,"0.57","0.07"
"pp","9606.ENSP00000355124 (pp) 9606.ENSP00000418525","false","pp","9606.ENSP00000355124 (pp) 9606.ENSP00000418525","0.06",,,,,,,"0.595","0.587"
"pp","9606.ENSP00000355124 (pp) 9606.ENSP00000437402","false","pp","9606.ENSP00000355124 (pp) 9606.ENSP00000437402","0.055",,,"0.113",,,,"0.791","0.771"
"pp","9606.ENSP00000355124 (pp) 9606.ENSP00000391490","false","pp","9606.ENSP00000355124 (pp) 9606.ENSP00000391490","0.384",,,,,,,"0.595","0.37"
"pp","9606.ENSP00000355124 (pp) 9606.ENSP00000416066","false","pp","9606.ENSP00000355124 (pp) 9606.ENSP00000416066","0.063",,,,,,,"0.486","0.474"
"pp","9606.ENSP00000355124 (pp) 9606.ENSP00000498246","false","pp","9606.ENSP00000355124 (pp) 9606.ENSP00000498246","0.048",,,"0.051",,,,"0.472","0.463"
"pp","9606.ENSP00000355124 (pp) 9606.ENSP00000357206","false","pp","9606.ENSP00000355124 (pp) 9606.ENSP00000357206","0.074",,,"0.095",,,,"0.696","0.667"
"pp","9606.ENSP00000355124 (pp) 9606.ENSP00000480132","false","pp","9606.ENSP00000355124 (pp) 9606.ENSP00000480132",,,,"0.067",,,,"0.608","0.597"
"pp","9606.ENSP00000355124 (pp) 9606.ENSP00000479708","false","pp","9606.ENSP00000355124 (pp) 9606.ENSP00000479708","0.334",,,,,,,"0.614","0.445"
"pp","9606.ENSP00000355245 (pp) 9606.ENSP00000494686","false","pp","9606.ENSP00000355245 (pp) 9606.ENSP00000494686","0.103",,,,,,,"0.49","0.455"
"pp","9606.ENSP00000355245 (pp) 9606.ENSP00000379644","false","pp","9606.ENSP00000355245 (pp) 9606.ENSP00000379644",,,,,,,,"0.432","0.433"
"pp","9606.ENSP00000355245 (pp) 9606.ENSP00000404131","false","pp","9606.ENSP00000355245 (pp) 9606.ENSP00000404131",,,,,,,,"0.568","0.568"
"pp","9606.ENSP00000355245 (pp) 9606.ENSP00000374069","false","pp","9606.ENSP00000355245 (pp) 9606.ENSP00000374069",,,,,,,,"0.488","0.488"
"pp","9606.ENSP00000355245 (pp) 9606.ENSP00000498217","false","pp","9606.ENSP00000355245 (pp) 9606.ENSP00000498217",,,,,,,,"0.655","0.656"
"pp","9606.ENSP00000355245 (pp) 9606.ENSP00000363804","false","pp","9606.ENSP00000355245 (pp) 9606.ENSP00000363804","0.042",,,"0.33",,,,"0.477","0.252"
"pp","9606.ENSP00000355245 (pp) 9606.ENSP00000484411","false","pp","9606.ENSP00000355245 (pp) 9606.ENSP00000484411","0.058",,,"0.091",,,,"0.553","0.521"
"pp","9606.ENSP00000355377 (pp) 9606.ENSP00000370254","false","pp","9606.ENSP00000355377 (pp) 9606.ENSP00000370254","0.192",,"0.183",,,,"0.054","0.476","0.261"
"pp","9606.ENSP00000355260 (pp) 9606.ENSP00000360436","false","pp","9606.ENSP00000355260 (pp) 9606.ENSP00000360436",,,,,,,,"0.408","0.409"
"pp","9606.ENSP00000355245 (pp) 9606.ENSP00000377854","false","pp","9606.ENSP00000355245 (pp) 9606.ENSP00000377854","0.086",,,,,,,"0.526","0.503"
"pp","9606.ENSP00000355437 (pp) 9606.ENSP00000496832","false","pp","9606.ENSP00000355437 (pp) 9606.ENSP00000496832","0.595",,,"0.114",,,,"0.626","0.044"
"pp","9606.ENSP00000355437 (pp) 9606.ENSP00000498697","false","pp","9606.ENSP00000355437 (pp) 9606.ENSP00000498697",,,,,,,,"0.503","0.503"
"pp","9606.ENSP00000355377 (pp) 9606.ENSP00000383364","false","pp","9606.ENSP00000355377 (pp) 9606.ENSP00000383364","0.067",,,,,,,"0.569","0.557"
"pp","9606.ENSP00000355377 (pp) 9606.ENSP00000369927","false","pp","9606.ENSP00000355377 (pp) 9606.ENSP00000369927","0.208",,"0.183",,,,"0.054","0.6","0.425"
"pp","9606.ENSP00000355377 (pp) 9606.ENSP00000370129","false","pp","9606.ENSP00000355377 (pp) 9606.ENSP00000370129","0.193",,"0.183",,,,"0.054","0.464","0.242"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000479617","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000479617","0.418",,,,,,,"0.549","0.256"
"pp","9606.ENSP00000355437 (pp) 9606.ENSP00000500990","false","pp","9606.ENSP00000355437 (pp) 9606.ENSP00000500990","0.457",,,,,,,"0.481","0.083"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000360540","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000360540","0.499",,,,,,,"0.639","0.31"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000377536","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000377536","0.361",,,,,,,"0.543","0.314"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000364976","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000364976","0.305",,,,,,,"0.408","0.184"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000478887","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000478887","0.109",,,,,,,"0.624","0.596"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000358813","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000358813","0.834",,,,,,,"0.896","0.403"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000361298","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000361298","0.561",,,,,,,"0.764","0.486"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000411532","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000411532","0.592",,,,,,"0.058","0.797","0.516"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000355922","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000355922","0.788",,,,,,,"0.9","0.549"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000376952","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000376952","0.36",,"0.5","0.14",,,,"0.915","0.729"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000363524","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000363524","0.575",,,,,,,"0.666","0.248"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000379911","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000379911","0.456",,,,,,,"0.472","0.07"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000482313","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000482313","0.667",,,"0.763",,,"0.05","0.981","0.782"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000357643","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000357643","0.583",,,,,,,"0.678","0.26"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000355958","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000355958","0.873",,,,,,,"0.901","0.259"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000377492","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000377492","0.476",,,"0.06",,,,"0.595","0.244"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000442068","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000442068","0.581",,,,,,,"0.671","0.248"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000356319","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000356319","0.644",,,,,,,"0.714","0.232"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000428489","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000428489","0.716",,,"0.06",,,,"0.773","0.219"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000355966","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000355966","0.479",,,,,,,"0.612","0.288"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000363055","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000363055","0.459",,,,,,,"0.724","0.511"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000429089","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000429089","0.489",,,,,,,"0.596","0.242"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000356379","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000356379","0.793",,,,,,,"0.848","0.296"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000468425","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000468425","0.479",,,,,,,"0.657","0.37"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000465992","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000465992","0.269",,,,,,,"0.439","0.265"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000393963","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000393963","0.419",,,,,,,"0.516","0.202"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000421377","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000421377","0.302",,,"0.139",,,,"0.423","0.118"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000404190","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000404190","0.387",,,,,,,"0.687","0.511"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000378699","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000378699","0.815",,,"0.34",,,,"0.959","0.694"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000418268","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000418268","0.875",,,,,,,"0.954","0.653"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000493712","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000493712","0.813",,"0.5","0.559",,,"0.057","0.997","0.954"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000378356","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000378356","0.538",,,,,,,"0.664","0.303"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000358151","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000358151",,,,"0.206",,,,"0.427","0.308"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000362146","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000362146","0.514",,,,,,"0.055","0.658","0.315"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000457353","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000457353",,,"0.5","0.14",,,,"0.718","0.398"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000438483","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000438483","0.426",,,"0.135",,,,"0.663","0.378"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000414109","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000414109","0.513",,,,,,,"0.746","0.501"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000376457","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000376457","0.329",,,,,,,"0.588","0.412"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000494957","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000494957","0.461",,,"0.068",,,,"0.669","0.396"
"pp","9606.ENSP00000355506 (pp) 9606.ENSP00000481380","false","pp","9606.ENSP00000355506 (pp) 9606.ENSP00000481380","0.733",,,"0.324",,,,"0.879","0.383"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000462521","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000462521",,,,,,,,"0.515","0.515"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000457421","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000457421",,,,,,,,"0.504","0.504"
"pp","9606.ENSP00000355580 (pp) 9606.ENSP00000360806","false","pp","9606.ENSP00000355580 (pp) 9606.ENSP00000360806",,,,,,,,"0.531","0.532"
"pp","9606.ENSP00000355580 (pp) 9606.ENSP00000496939","false","pp","9606.ENSP00000355580 (pp) 9606.ENSP00000496939",,,,,,,,"0.472","0.472"
"pp","9606.ENSP00000355580 (pp) 9606.ENSP00000361952","false","pp","9606.ENSP00000355580 (pp) 9606.ENSP00000361952","0.065",,"0.5",,,,,"0.631","0.275"
"pp","9606.ENSP00000355580 (pp) 9606.ENSP00000358802","false","pp","9606.ENSP00000355580 (pp) 9606.ENSP00000358802",,,,,,,,"0.401","0.402"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000376637","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000376637","0.047",,,,,,,"0.631","0.629"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000419313","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000419313","0.046",,,,,,,"0.428","0.426"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000366416","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000366416","0.106",,"0.9",,,,,"0.962","0.613"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000405330","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000405330",,,,"0.045",,,,"0.49","0.489"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000390535","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000390535",,,,,,,,"0.418","0.419"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000374265","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000374265","0.074",,,"0.045",,,,"0.539","0.521"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000368727","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000368727",,,,,,,,"0.646","0.646"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000379616","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000379616",,,,,,,,"0.444","0.445"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000385523","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000385523",,,"0.5","0.045",,,,"0.767","0.553"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000471239","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000471239",,,,,,,,"0.432","0.432"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000375066","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000375066",,,"0.5",,,,,"0.582","0.2"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000496396","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000496396",,,"0.65",,,,,"0.8","0.454"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000369643","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000369643",,,"0.5",,,,,"0.63","0.291"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000359719","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000359719",,,,,,,,"0.59","0.59"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000384906","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000384906",,,"0.4",,,,,"0.513","0.222"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000368683","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000368683",,,"0.4",,,,,"0.953","0.926"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000428205","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000428205","0.075",,,,,,,"0.44","0.42"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000497260","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000497260",,,"0.5",,,,,"0.517","0.074"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000359793","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000359793","0.059",,"0.65",,,,,"0.706","0.18"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000377789","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000377789","0.099",,,,,,,"0.43","0.394"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000360538","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000360538",,,"0.5",,,,,"0.565","0.167"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000389814","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000389814",,,,,,,,"0.671","0.672"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000436607","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000436607","0.055",,,,,,,"0.739","0.736"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000417222","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000417222","0.082",,"0.4",,,,,"0.49","0.15"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000369442","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000369442","0.044",,,,,,,"0.549","0.548"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000385675","0.067",,,,,,,"0.788","0.783"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000418525","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000418525",,,"0.75","0.292",,,,"0.957","0.777"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000468348","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000468348",,,,,,,,"0.418","0.418"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000427279","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000427279","0.042",,"0.5",,,,,"0.596","0.226"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000371554","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000371554","0.11",,,,,,,"0.476","0.436"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000368880","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000368880",,,,"0.045",,,,"0.435","0.433"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000376678","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000376678","0.06",,,,,,,"0.491","0.482"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000473159","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000473159",,,"0.5","0.051",,,,"0.614","0.252"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000369375","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000369375","0.067",,,,,,,"0.453","0.438"
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000371594","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000371594","0.058",,"0.5",,,,,"0.508",
"pp","9606.ENSP00000355627 (pp) 9606.ENSP00000396688","false","pp","9606.ENSP00000355627 (pp) 9606.ENSP00000396688","0.207",,,,,,,"0.492","0.387"
