external_gene_name,description,search_id,MeSH_count
RRAD,"RRAD, Ras related glycolysis inhibitor and calcium channel regulator ",RRAD,29
ACSM1,acyl-CoA synthetase medium chain family member 1 ,ACSM1,10
LDHC,lactate dehydrogenase C ,LDHC,17
GPR182,G protein-coupled receptor 182 ,GPR182,4
ELFN2,extracellular leucine rich repeat and fibronectin type III domain containing 2 ,ELFN2,3
MTMR10,myotubularin related protein 10 ,MTMR10,0
SCG5,secretogranin V ,SCG5,12
EVA1C,eva-1 homolog C ,EVA1C,4
MBD6,methyl-CpG binding domain protein 6 ,MBD6,4
NKX3-1,NK3 homeobox 1 ,NKX3-1,383
TMEM92,transmembrane protein 92 ,TMEM92,7
EEIG1,estrogen-induced osteoclastogenesis regulator 1 ,EEIG1,2
SLC27A4,solute carrier family 27 member 4 ,SLC27A4,5
HDHD2,haloacid dehalogenase like hydrolase domain containing 2 ,HDHD2,0
ENGASE,endo-beta-N-acetylglucosaminidase ,ENGASE,0
RBFOX3,RNA binding fox-1 homolog 3 ,RBFOX3,13
ZNF23,zinc finger protein 23 ,ZNF23,5
JSRP1,junctional sarcoplasmic reticulum protein 1 ,JSRP1,2
CACNB3,calcium voltage-gated channel auxiliary subunit beta 3 ,CACNB3,3
CORO6,coronin 6 ,CORO6,5
RHEBL1,RHEB like 1 ,RHEBL1,6
ZNF610,zinc finger protein 610 ,ZNF610,4
RAB4B,"RAB4B, member RAS oncogene family ",RAB4B,6
CYP2S1,cytochrome P450 family 2 subfamily S member 1 ,CYP2S1,20
NFKBID,NFKB inhibitor delta ,NFKBID,4
TTYH1,tweety family member 1 ,TTYH1,9
CDC42EP5,CDC42 effector protein 5 ,CDC42EP5,4
LAIR2,leukocyte associated immunoglobulin like receptor 2 ,LAIR2,17
PPP1R14A,protein phosphatase 1 regulatory inhibitor subunit 14A ,PPP1R14A,14
DNAAF3,dynein axonemal assembly factor 3 ,DNAAF3,2
PSCA,prostate stem cell antigen ,PSCA,319
LY6D,lymphocyte antigen 6 family member D ,LY6D,38
SEMA6B,semaphorin 6B ,SEMA6B,17
RILP,Rab interacting lysosomal protein ,RILP,13
TRPV3,transient receptor potential cation channel subfamily V member 3 ,TRPV3,16
KLK6,kallikrein related peptidase 6 ,KLK6,126
KLK13,kallikrein related peptidase 13 ,KLK13,36
TMEM88,transmembrane protein 88 ,TMEM88,11
EVPL,envoplakin ,EVPL,15
CYP7A1,cytochrome P450 family 7 subfamily A member 1 ,CYP7A1,47
RAB26,"RAB26, member RAS oncogene family ",RAB26,15
VWCE,von Willebrand factor C and EGF domains ,VWCE,8
PLAAT5,phospholipase A and acyltransferase 5 ,PLAAT5,0
ATG16L2,autophagy related 16 like 2 ,ATG16L2,15
BATF2,basic leucine zipper ATF-like transcription factor 2 ,BATF2,32
SCARA5,scavenger receptor class A member 5 ,SCARA5,36
FAM83B,family with sequence similarity 83 member B ,FAM83B,16
RNF187,ring finger protein 187 ,RNF187,6
DDIT4,DNA damage inducible transcript 4 ,DDIT4,116
GLYCTK,glycerate kinase ,GLYCTK,0
FOXI1,forkhead box I1 ,FOXI1,19
MGAT2,"alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase ",MGAT2,2
FAM107A,family with sequence similarity 107 member A ,FAM107A,18
DTYMK,deoxythymidylate kinase ,DTYMK,21
RFWD3,ring finger and WD repeat domain 3 ,RFWD3,10
LGI3,leucine rich repeat LGI family member 3 ,LGI3,3
SERINC2,serine incorporator 2 ,SERINC2,5
DYNLRB2,dynein light chain roadblock-type 2 ,DYNLRB2,3
UGT3A2,UDP glycosyltransferase family 3 member A2 ,UGT3A2,1
LRATD2,LRAT domain containing 2 ,LRATD2,2
LDLRAD4,low density lipoprotein receptor class A domain containing 4 ,LDLRAD4,4
CXXC4,CXXC finger protein 4 ,CXXC4,21
CHTF8,chromosome transmission fidelity factor 8 ,CHTF8,0
LCMT2,leucine carboxyl methyltransferase 2 ,LCMT2,1
ATOH8,atonal bHLH transcription factor 8 ,ATOH8,16
PARM1,prostate androgen-regulated mucin-like protein 1 ,PARM1,8
ODAD2,outer dynein arm docking complex subunit 2 ,ODAD2,3
APEX2,apurinic/apyrimidinic endodeoxyribonuclease 2 ,APEX2,14
RAB3B,"RAB3B, member RAS oncogene family ",RAB3B,19
RGS14,regulator of G protein signaling 14 ,RGS14,4
RAB24,"RAB24, member RAS oncogene family ",RAB24,5
B3GALNT1,"beta-1,3-N-acetylgalactosaminyltransferase 1 (Globoside blood group) ",B3GALNT1,3
STK32A,serine/threonine kinase 32A ,STK32A,5
GP2,glycoprotein 2 ,GP2,62
PTAFR,platelet activating factor receptor ,PTAFR,9
RASSF6,Ras association domain family member 6 ,RASSF6,33
TM2D2,TM2 domain containing 2 ,TM2D2,0
DTWD2,DTW domain containing 2 ,DTWD2,0
CLIC3,chloride intracellular channel 3 ,CLIC3,18
CKAP2L,cytoskeleton associated protein 2 like ,CKAP2L,14
HEXD,hexosaminidase D ,HEXD,0
SPNS1,"SPNS lysolipid transporter 1, lysophospholipid ",SPNS1,7
LRRC45,leucine rich repeat containing 45 ,LRRC45,2
MT1E,metallothionein 1E ,MT1E,56
PCDH7,protocadherin 7 ,PCDH7,34
SYAP1,synapse associated protein 1 ,SYAP1,4
TOR1AIP2,torsin 1A interacting protein 2 ,TOR1AIP2,0
OTUD7A,OTU deubiquitinase 7A ,OTUD7A,4
FRMPD4,FERM and PDZ domain containing 4 ,FRMPD4,1
ZFPM2,"zinc finger protein, FOG family member 2 ",ZFPM2,47
TIGD4,tigger transposable element derived 4 ,TIGD4,0
MYO7B,myosin VIIB ,MYO7B,2
MYRIP,myosin VIIA and Rab interacting protein ,MYRIP,3
ZPLD1,zona pellucida like domain containing 1 ,ZPLD1,2
GPR37L1,G protein-coupled receptor 37 like 1 ,GPR37L1,5
SERPINA6,serpin family A member 6 ,SERPINA6,7
RNF150,ring finger protein 150 ,RNF150,4
USP38,ubiquitin specific peptidase 38 ,USP38,9
USP50,ubiquitin specific peptidase 50 ,USP50,1
GON7,GON7 subunit of KEOPS complex ,GON7,0
FAXDC2,fatty acid hydroxylase domain containing 2 ,FAXDC2,1
CST1,cystatin SN ,CST1,42
SEMA3E,semaphorin 3E ,SEMA3E,32
ZNF804A,zinc finger protein 804A ,ZNF804A,2
GPRC5C,G protein-coupled receptor class C group 5 member C ,GPRC5C,8
TMEM182,transmembrane protein 182 ,TMEM182,4
VSTM2A,V-set and transmembrane domain containing 2A ,VSTM2A,9
DNAJC18,DnaJ heat shock protein family (Hsp40) member C18 ,DNAJC18,0
SPATA24,spermatogenesis associated 24 ,SPATA24,0
HSD17B13,hydroxysteroid 17-beta dehydrogenase 13 ,HSD17B13,31
FOXA3,forkhead box A3 ,FOXA3,21
SLC26A5,solute carrier family 26 member 5 ,SLC26A5,0
ZNF296,zinc finger protein 296 ,ZNF296,2
HOXB9,homeobox B9 ,HOXB9,85
TTLL6,tubulin tyrosine ligase like 6 ,TTLL6,2
GPR37,G protein-coupled receptor 37 ,GPR37,20
SDR16C5,short chain dehydrogenase/reductase family 16C member 5 ,SDR16C5,7
TSEN34,tRNA splicing endonuclease subunit 34 ,TSEN34,0
TRH,thyrotropin releasing hormone ,TRH,983
TANC2,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2 ",TANC2,2
PKHD1,PKHD1 ciliary IPT domain containing fibrocystin/polyductin ,PKHD1,47
DCDC1,doublecortin domain containing 1 ,DCDC1,2
PDGFD,platelet derived growth factor D ,PDGFD,111
PLAC1,placenta enriched 1 ,PLAC1,46
PKIA,cAMP-dependent protein kinase inhibitor alpha ,PKIA,10
SOX7,SRY-box transcription factor 7 ,SOX7,74
OBP2B,odorant binding protein 2B ,OBP2B,1
NETO2,neuropilin and tolloid like 2 ,NETO2,21
TMEM37,transmembrane protein 37 ,TMEM37,2
UGT2B7,UDP glucuronosyltransferase family 2 member B7 ,UGT2B7,101
SHCBP1,SHC binding and spindle associated 1 ,SHCBP1,46
CANT1,calcium activated nucleotidase 1 ,CANT1,20
LURAP1,leucine rich adaptor protein 1 ,LURAP1,0
PDE7B,phosphodiesterase 7B ,PDE7B,15
DLK2,delta like non-canonical Notch ligand 2 ,DLK2,5
PTCRA,pre T cell antigen receptor alpha ,PTCRA,6
PLEKHG5,pleckstrin homology and RhoGEF domain containing G5 ,PLEKHG5,7
ANGPTL7,angiopoietin like 7 ,ANGPTL7,14
FAM90A1,family with sequence similarity 90 member A1 ,FAM90A1,1
ZNF57,zinc finger protein 57 ,ZNF57,0
SYNPO,synaptopodin ,SYNPO,5
ZNF556,zinc finger protein 556 ,ZNF556,1
KLF11,KLF transcription factor 11 ,KLF11,31
FRMD3,FERM domain containing 3 ,FRMD3,7
MTBP,MDM2 binding protein ,MTBP,23
B3GALT1,"beta-1,3-galactosyltransferase 1 ",B3GALT1,3
CSDC2,cold shock domain containing C2 ,CSDC2,4
RCAN2,regulator of calcineurin 2 ,RCAN2,6
ABCG4,ATP binding cassette subfamily G member 4 ,ABCG4,6
MCRIP2,MAPK regulated corepressor interacting protein 2 ,MCRIP2,0
MYOZ2,myozenin 2 ,MYOZ2,1
IL17D,interleukin 17D ,IL17D,28
RAB40A,"RAB40A, member RAS oncogene family ",RAB40A,0
MUCL1,mucin like 1 ,MUCL1,8
THEMIS,thymocyte selection associated ,THEMIS,9
LRRC20,leucine rich repeat containing 20 ,LRRC20,0
DHCR7,7-dehydrocholesterol reductase ,DHCR7,59
MYEOV,myeloma overexpressed ,MYEOV,38
CFAP184,cilia and flagella associated protein 184 ,CFAP184,0
FAM222B,family with sequence similarity 222 member B ,FAM222B,0
HPSE,heparanase ,HPSE,142
ABLIM3,actin binding LIM protein family member 3 ,ABLIM3,2
TUBB8B,tubulin beta 8B ,TUBB8B,0
MFSD4B,major facilitator superfamily domain containing 4B ,MFSD4B,0
SNCG,synuclein gamma ,SNCG,93
MMRN2,multimerin 2 ,MMRN2,12
ZNF449,zinc finger protein 449 ,ZNF449,2
STOX2,storkhead box 2 ,STOX2,2
CST9,cystatin 9 ,CST9,1
VEGFB,vascular endothelial growth factor B ,VEGFB,215
CSPG4,chondroitin sulfate proteoglycan 4 ,CSPG4,122
NLRP13,NLR family pyrin domain containing 13 ,NLRP13,2
HSPB7,heat shock protein family B (small) member 7 ,HSPB7,9
HAP1,huntingtin associated protein 1 ,HAP1,46
TDRD12,tudor domain containing 12 ,TDRD12,1
MARCHF10,membrane associated ring-CH-type finger 10 ,MARCHF10,0
CIMAP3,ciliary microtubule associated protein 3 ,CIMAP3,0
CEP19,centrosomal protein 19 ,CEP19,2
MSRB3,methionine sulfoxide reductase B3 ,MSRB3,11
UQCC4,ubiquinol-cytochrome c reductase complex assembly factor 4 ,UQCC4,0
TLR10,toll like receptor 10 ,TLR10,39
ZHX3,zinc fingers and homeoboxes 3 ,ZHX3,3
SLC16A11,solute carrier family 16 member 11 ,SLC16A11,2
GTF2IRD2B,GTF2I repeat domain containing 2B ,GTF2IRD2B,2
ZWILCH,zwilch kinetochore protein ,ZWILCH,5
ZCCHC12,zinc finger CCHC-type containing 12 ,ZCCHC12,5
GCSAM,germinal center associated signaling and motility ,GCSAM,2
SLC26A9,solute carrier family 26 member 9 ,SLC26A9,5
TRAM1L1,translocation associated membrane protein 1 like 1 ,TRAM1L1,1
UGT8,UDP glycosyltransferase 8 ,UGT8,15
SLCO2A1,solute carrier organic anion transporter family member 2A1 ,SLCO2A1,27
ZNF266,zinc finger protein 266 ,ZNF266,0
CD248,CD248 molecule ,CD248,49
AMZ1,archaelysin family metallopeptidase 1 ,AMZ1,0
GPR171,G protein-coupled receptor 171 ,GPR171,6
ZIC4,Zic family member 4 ,ZIC4,40
SLC22A1,solute carrier family 22 member 1 ,SLC22A1,67
CHST2,carbohydrate sulfotransferase 2 ,CHST2,13
PDIK1L,PDLIM1 interacting kinase 1 like ,PDIK1L,2
MARCKSL1,MARCKS like 1 ,MARCKSL1,23
CSRP2,cysteine and glycine rich protein 2 ,CSRP2,15
PARL,presenilin associated rhomboid like ,PARL,16
C1orf127,chromosome 1 open reading frame 127 ,C1orf127,0
DOLK,dolichol kinase ,DOLK,0
PHYKPL,5-phosphohydroxy-L-lysine phospho-lyase ,PHYKPL,0
CST6,cystatin E/M ,CST6,49
NRIP3,nuclear receptor interacting protein 3 ,NRIP3,6
SCUBE2,"signal peptide, CUB domain and EGF like domain containing 2 ",SCUBE2,24
EIF1AD,eukaryotic translation initiation factor 1A domain containing ,EIF1AD,0
DPP10,dipeptidyl peptidase like 10 ,DPP10,19
LONRF3,LON peptidase N-terminal domain and ring finger 3 ,LONRF3,0
P2RY2,purinergic receptor P2Y2 ,P2RY2,13
FOSL1,"FOS like 1, AP-1 transcription factor subunit ",FOSL1,160
SUGCT,succinyl-CoA:glutarate-CoA transferase ,SUGCT,3
NR2F1,nuclear receptor subfamily 2 group F member 1 ,NR2F1,72
TOMM5,translocase of outer mitochondrial membrane 5 ,TOMM5,3
PRIMA1,proline rich membrane anchor 1 ,PRIMA1,86
CTDNEP1,CTD nuclear envelope phosphatase 1 ,CTDNEP1,2
GAPT,"GRB2 binding adaptor protein, transmembrane ",GAPT,2
HOXD8,homeobox D8 ,HOXD8,38
PLEKHF2,pleckstrin homology and FYVE domain containing 2 ,PLEKHF2,1
DOK7,docking protein 7 ,DOK7,29
KLHL38,kelch like family member 38 ,KLHL38,1
JAKMIP2,janus kinase and microtubule interacting protein 2 ,JAKMIP2,1
CLEC14A,C-type lectin domain containing 14A ,CLEC14A,17
DIRAS1,DIRAS family GTPase 1 ,DIRAS1,7
SOX11,SRY-box transcription factor 11 ,SOX11,296
PXMP2,peroxisomal membrane protein 2 ,PXMP2,1
FUT2,fucosyltransferase 2 (H blood group) ,FUT2,50
SIX5,SIX homeobox 5 ,SIX5,7
TRIM72,tripartite motif containing 72 ,TRIM72,6
HIC1,HIC ZBTB transcriptional repressor 1 ,HIC1,232
MAGEF1,MAGE family member F1 ,MAGEF1,4
GPR4,G protein-coupled receptor 4 ,GPR4,30
RBM44,RNA binding motif protein 44 ,RBM44,1
PIDD1,p53-induced death domain protein 1 ,PIDD1,6
HASPIN,histone H3 associated protein kinase ,HASPIN,19
PGBD5,piggyBac transposable element derived 5 ,PGBD5,9
NAALADL2,N-acetylated alpha-linked acidic dipeptidase like 2 ,NAALADL2,10
DPY19L2,dpy-19 like 2 ,DPY19L2,2
ADAMTSL1,ADAMTS like 1 ,ADAMTSL1,3
ALS2CL,ALS2 C-terminal like ,ALS2CL,2
ZNF366,zinc finger protein 366 ,ZNF366,4
GEN1,GEN1 Holliday junction 5' flap endonuclease ,GEN1,21
ZNF354B,zinc finger protein 354B ,ZNF354B,0
ZNF223,zinc finger protein 223 ,ZNF223,2
CCDC185,coiled-coil domain containing 185 ,CCDC185,0
BEND3,BEN domain containing 3 ,BEND3,11
GLDC,glycine decarboxylase ,GLDC,36
TUBAL3,tubulin alpha like 3 ,TUBAL3,1
ZNF713,zinc finger protein 713 ,ZNF713,1
NSUN3,NOP2/Sun RNA methyltransferase 3 ,NSUN3,11
KCTD12,potassium channel tetramerization domain containing 12 ,KCTD12,15
CPNE7,copine 7 ,CPNE7,6
C5orf46,chromosome 5 open reading frame 46 ,C5orf46,2
EFCAB13,EF-hand calcium binding domain 13 ,EFCAB13,1
RFLNA,refilin A ,RFLNA,1
ZNF552,zinc finger protein 552 ,ZNF552,1
FAM133A,family with sequence similarity 133 member A ,FAM133A,4
PER1,period circadian regulator 1 ,PER1,162
ALOXE3,arachidonate lipoxygenase 3 ,ALOXE3,7
LDLRAD3,low density lipoprotein receptor class A domain containing 3 ,LDLRAD3,13
DAND5,DAN domain BMP antagonist family member 5 ,DAND5,2
WSCD1,WSC domain containing 1 ,WSCD1,1
ELMOD2,ELMO domain containing 2 ,ELMOD2,0
GRM8,glutamate metabotropic receptor 8 ,GRM8,8
ZBTB42,zinc finger and BTB domain containing 42 ,ZBTB42,0
PDXDC1,pyridoxal dependent decarboxylase domain containing 1 ,PDXDC1,4
ZNF154,zinc finger protein 154 ,ZNF154,24
R3HDM2,R3H domain containing 2 ,R3HDM2,2
SEPHS2,selenophosphate synthetase 2 ,SEPHS2,8
DCTPP1,dCTP pyrophosphatase 1 ,DCTPP1,17
ZNF48,zinc finger protein 48 ,ZNF48,2
TDRD6,tudor domain containing 6 ,TDRD6,3
ZNF816,zinc finger protein 816 ,ZNF816,0
FGD6,"FYVE, RhoGEF and PH domain containing 6 ",FGD6,6
GPR139,G protein-coupled receptor 139 ,GPR139,3
HARBI1,harbinger transposase derived 1 ,HARBI1,0
BHLHA15,basic helix-loop-helix family member a15 ,BHLHA15,5
FUT7,fucosyltransferase 7 ,FUT7,20
TMEM64,transmembrane protein 64 ,TMEM64,3
CHRM4,cholinergic receptor muscarinic 4 ,CHRM4,4
SHISA2,shisa family member 2 ,SHISA2,1
HOXC10,homeobox C10 ,HOXC10,50
BHLHE22,basic helix-loop-helix family member e22 ,BHLHE22,6
GREM2,"gremlin 2, DAN family BMP antagonist ",GREM2,16
FAM83H,family with sequence similarity 83 member H ,FAM83H,49
LSMEM1,leucine rich single-pass membrane protein 1 ,LSMEM1,2
DHTKD1,dehydrogenase E1 and transketolase domain containing 1 ,DHTKD1,2
PENK,proenkephalin ,PENK,42
FRAT2,FRAT regulator of WNT signaling pathway 2 ,FRAT2,16
WASHC1,WASH complex subunit 1 ,WASHC1,0
ZNF678,zinc finger protein 678 ,ZNF678,0
PHLDA2,pleckstrin homology like domain family A member 2 ,PHLDA2,24
GPR88,G protein-coupled receptor 88 ,GPR88,0
GPR3,G protein-coupled receptor 3 ,GPR3,1
SLC9A9,solute carrier family 9 member A9 ,SLC9A9,12
SLC2A4,solute carrier family 2 member 4 ,SLC2A4,23
ADO,2-aminoethanethiol dioxygenase ,ADO,425
RTKN2,rhotekin 2 ,RTKN2,17
PNMA8A,PNMA family member 8A ,PNMA8A,0
USH1G,USH1 protein network component sans ,USH1G,2
IDH2,isocitrate dehydrogenase (NADP(+)) 2 ,IDH2,1405
TMEM259,transmembrane protein 259 ,TMEM259,0
TMEM30B,transmembrane protein 30B ,TMEM30B,7
UNC5C,unc-5 netrin receptor C ,UNC5C,33
SHMT2,serine hydroxymethyltransferase 2 ,SHMT2,97
FIGN,"fidgetin, microtubule severing factor ",FIGN,7
IZUMO1,izumo sperm-oocyte fusion 1 ,IZUMO1,1
TSHZ2,teashirt zinc finger homeobox 2 ,TSHZ2,9
MXRA7,matrix remodeling associated 7 ,MXRA7,2
CLEC4G,C-type lectin domain family 4 member G ,CLEC4G,7
TSPAN10,tetraspanin 10 ,TSPAN10,5
NTM,neurotrimin ,NTM,103
TTC3,tetratricopeptide repeat domain 3 ,TTC3,5
NGRN,"neugrin, neurite outgrowth associated ",NGRN,1
GRID1,glutamate ionotropic receptor delta type subunit 1 ,GRID1,8
HCAR2,hydroxycarboxylic acid receptor 2 ,HCAR2,5
CCDC87,coiled-coil domain containing 87 ,CCDC87,0
C1orf116,chromosome 1 open reading frame 116 ,C1orf116,3
ADGRG3,adhesion G protein-coupled receptor G3 ,ADGRG3,2
SLC25A18,solute carrier family 25 member 18 ,SLC25A18,0
CIMAP1C,ciliary microtubule associated protein 1C ,CIMAP1C,0
ZNF662,zinc finger protein 662 ,ZNF662,4
C12orf60,chromosome 12 open reading frame 60 ,C12orf60,1
MCEMP1,mast cell expressed membrane protein 1 ,MCEMP1,2
SLC25A21,solute carrier family 25 member 21 ,SLC25A21,12
ABAT,4-aminobutyrate aminotransferase ,ABAT,29
GAS6,growth arrest specific 6 ,GAS6,303
PTGDR2,prostaglandin D2 receptor 2 ,PTGDR2,9
RIPPLY3,ripply transcriptional repressor 3 ,RIPPLY3,1
TENT5C,terminal nucleotidyltransferase 5C ,TENT5C,5
KLRC4,killer cell lectin like receptor C4 ,KLRC4,6
CMKLR2,chemerin chemokine-like receptor 2 ,CMKLR2,0
UPP1,uridine phosphorylase 1 ,UPP1,19
TRIM52,tripartite motif containing 52 ,TRIM52,12
CMTM4,CKLF like MARVEL transmembrane domain containing 4 ,CMTM4,26
ASCL2,achaete-scute family bHLH transcription factor 2 ,ASCL2,60
TRAIP,TRAF interacting protein ,TRAIP,14
B3GALT5,"beta-1,3-galactosyltransferase 5 ",B3GALT5,17
ZNF703,zinc finger protein 703 ,ZNF703,64
GPR39,G protein-coupled receptor 39 ,GPR39,21
ZNF730,zinc finger protein 730 ,ZNF730,0
IQGAP3,IQ motif containing GTPase activating protein 3 ,IQGAP3,44
NPW,neuropeptide W ,NPW,7
POU6F1,POU class 6 homeobox 1 ,POU6F1,5
TACSTD2,tumor associated calcium signal transducer 2 ,TACSTD2,57
MAP7D2,MAP7 domain containing 2 ,MAP7D2,2
SLITRK6,SLIT and NTRK like family member 6 ,SLITRK6,13
C14orf180,chromosome 14 open reading frame 180 ,C14orf180,3
ZNF93,zinc finger protein 93 ,ZNF93,4
SEPTIN5,septin 5 ,SEPTIN5,2
LRRC26,leucine rich repeat containing 26 ,LRRC26,6
OSBP2,oxysterol binding protein 2 ,OSBP2,4
TRARG1,trafficking regulator of GLUT4 (SLC2A4) 1 ,TRARG1,0
RBM33,RNA binding motif protein 33 ,RBM33,3
TCEAL2,transcription elongation factor A like 2 ,TCEAL2,4
CHRM5,cholinergic receptor muscarinic 5 ,CHRM5,2
ANKS1B,ankyrin repeat and sterile alpha motif domain containing 1B ,ANKS1B,7
MANEAL,mannosidase endo-alpha like ,MANEAL,1
NRBP2,nuclear receptor binding protein 2 ,NRBP2,5
TNFAIP2,TNF alpha induced protein 2 ,TNFAIP2,39
ZNF74,zinc finger protein 74 ,ZNF74,3
NOTUM,"notum, palmitoleoyl-protein carboxylesterase ",NOTUM,22
NUPR2,"nuclear protein 2, transcriptional regulator ",NUPR2,1
SMYD3,SET and MYND domain containing 3 ,SMYD3,125
TMT1A,thiol methyltransferase 1A ,TMT1A,0
SH3BGR,SH3 domain binding glutamate rich protein ,SH3BGR,4
PARPBP,PARP1 binding protein ,PARPBP,13
SV2B,synaptic vesicle glycoprotein 2B ,SV2B,12
DLK1,delta like non-canonical Notch ligand 1 ,DLK1,184
SHC4,SHC adaptor protein 4 ,SHC4,9
PMEL,premelanosome protein ,PMEL,95
ZNF696,zinc finger protein 696 ,ZNF696,1
IFIT1,interferon induced protein with tetratricopeptide repeats 1 ,IFIT1,62
ZNF829,zinc finger protein 829 ,ZNF829,1
C16orf54,chromosome 16 open reading frame 54 ,C16orf54,1
RASA3,RAS p21 protein activator 3 ,RASA3,7
ZBTB6,zinc finger and BTB domain containing 6 ,ZBTB6,3
SAPCD2,suppressor APC domain containing 2 ,SAPCD2,13
EDARADD,EDAR associated via death domain ,EDARADD,12
MTARC1,mitochondrial amidoxime reducing component 1 ,MTARC1,3
SOWAHB,sosondowah ankyrin repeat domain family member B ,SOWAHB,2
TOR3A,torsin family 3 member A ,TOR3A,0
RGS9BP,regulator of G protein signaling 9 binding protein ,RGS9BP,1
CYP4X1,cytochrome P450 family 4 subfamily X member 1 ,CYP4X1,4
GOLGA8R,golgin A8 family member R ,GOLGA8R,0
KLK12,kallikrein related peptidase 12 ,KLK12,27
RGS7BP,regulator of G protein signaling 7 binding protein ,RGS7BP,0
CYP4F8,cytochrome P450 family 4 subfamily F member 8 ,CYP4F8,5
CYP4F3,cytochrome P450 family 4 subfamily F member 3 ,CYP4F3,17
PDE2A,phosphodiesterase 2A ,PDE2A,27
PRG2,"proteoglycan 2, pro eosinophil major basic protein ",PRG2,6
PRR5,proline rich 5 ,PRR5,8
C17orf58,chromosome 17 open reading frame 58 ,C17orf58,0
BCDIN3D,BCDIN3 domain containing RNA methyltransferase ,BCDIN3D,5
ZNF732,zinc finger protein 732 ,ZNF732,1
TPCN1,two pore segment channel 1 ,TPCN1,1
ERCC6L,"ERCC excision repair 6 like, spindle assembly checkpoint helicase ",ERCC6L,21
TNFRSF18,TNF receptor superfamily member 18 ,TNFRSF18,40
PTRH1,peptidyl-tRNA hydrolase 1 homolog ,PTRH1,1
GPR141,G protein-coupled receptor 141 ,GPR141,1
TMPRSS6,transmembrane serine protease 6 ,TMPRSS6,15
LYPD6,LY6/PLAUR domain containing 6 ,LYPD6,2
ANGPTL5,angiopoietin like 5 ,ANGPTL5,5
MT1X,metallothionein 1X ,MT1X,54
GCNT1,glucosaminyl (N-acetyl) transferase 1 ,GCNT1,14
EPOR,erythropoietin receptor ,EPOR,367
CIDEC,cell death inducing DFFA like effector c ,CIDEC,10
FPR3,formyl peptide receptor 3 ,FPR3,9
NANOS3,nanos C2HC-type zinc finger 3 ,NANOS3,7
TET3,tet methylcytosine dioxygenase 3 ,TET3,102
EXD3,exonuclease 3'-5' domain containing 3 ,EXD3,1
HAPLN4,hyaluronan and proteoglycan link protein 4 ,HAPLN4,1
C2orf88,chromosome 2 open reading frame 88 ,C2orf88,0
THSD4,thrombospondin type 1 domain containing 4 ,THSD4,9
PEAR1,platelet endothelial aggregation receptor 1 ,PEAR1,5
TMEM220,transmembrane protein 220 ,TMEM220,7
PLSCR3,phospholipid scramblase 3 ,PLSCR3,1
PALM3,paralemmin 3 ,PALM3,2
CLEC17A,C-type lectin domain containing 17A ,CLEC17A,5
OVCH1,ovochymase 1 ,OVCH1,2
TPRG1,tumor protein p63 regulated 1 ,TPRG1,13
MORN2,MORN repeat containing 2 ,MORN2,3
S100A3,S100 calcium binding protein A3 ,S100A3,27
WNT7B,Wnt family member 7B ,WNT7B,94
MESP2,mesoderm posterior bHLH transcription factor 2 ,MESP2,0
C6orf132,chromosome 6 open reading frame 132 ,C6orf132,0
ZNF626,zinc finger protein 626 ,ZNF626,0
DCUN1D3,defective in cullin neddylation 1 domain containing 3 ,DCUN1D3,2
IL17REL,interleukin 17 receptor E like ,IL17REL,3
ZNF669,zinc finger protein 669 ,ZNF669,1
ZP3,zona pellucida glycoprotein 3 ,ZP3,7
GPR21,G protein-coupled receptor 21 ,GPR21,1
CERKL,ceramide kinase like ,CERKL,3
INSC,INSC spindle orientation adaptor protein ,INSC,22
FAM83G,family with sequence similarity 83 member G ,FAM83G,6
CCDC9B,coiled-coil domain containing 9B ,CCDC9B,1
IGFL3,IGF like family member 3 ,IGFL3,1
SKOR1,SKI family transcriptional corepressor 1 ,SKOR1,1
CNR2,cannabinoid receptor 2 ,CNR2,21
UTS2B,urotensin 2B ,UTS2B,0
ADAT2,adenosine deaminase tRNA specific 2 ,ADAT2,3
RELN,reelin ,RELN,52
FAM111B,FAM111 trypsin like peptidase B ,FAM111B,24
IL1RAPL2,interleukin 1 receptor accessory protein like 2 ,IL1RAPL2,4
