,gene_id,search_string,MeSH_count
5464,SUCO,"(""SUCO"" OR ""C1orf9"" OR ""CH1"" OR ""OPT"" OR ""SLP1"")",22878
5465,SUGCT,"(""SUGCT"" OR ""C7orf10"" OR ""DERP13"" OR ""GA3"" OR ""ORF19"")",277
5466,SUGP1,"(""SUGP1"" OR ""F23858"" OR ""RBP"" OR ""SF4"")",3449
5467,SULF2,"(""SULF2"" OR ""HSULF-2"")",175
5468,SULT1A2,"(""SULT1A2"" OR ""HAST4"" OR ""P-PST"" OR ""P-PST 2"" OR ""ST1A2"" OR ""STP2"" OR ""TSPST2"")",175
5469,SULT1A3,"(""SULT1A3"" OR ""HAST"" OR ""HAST3"" OR ""M-PST"" OR ""ST1A3"" OR ""ST1A3/ST1A4"" OR ""ST1A4"" OR ""ST1A5"" OR ""STM"" OR ""TL-PST"")",2766
5470,SULT1A4,"(""SULT1A4"" OR ""HAST3"" OR ""M-PST"" OR ""ST1A3"" OR ""ST1A3/ST1A4"" OR ""ST1A4"" OR ""STM"" OR ""TL-PST"")",2107
5471,SULT1C4,"(""SULT1C4"" OR ""SULT1C"" OR ""SULT1C2"")",75
5472,SULT1E1,"(""SULT1E1"" OR ""EST"" OR ""EST-1"" OR ""ST1E1"" OR ""STE"")",37920
5473,SULT2B1,"(""SULT2B1"" OR ""ARCI14"" OR ""HSST2"")",133
5474,SUMF1,"(""SUMF1"" OR ""AAPA3037"" OR ""FGE"" OR ""UNQ3037"")",201
5475,SUMO1,"(""SUMO1"" OR ""DAP1"" OR ""GMP1"" OR ""OFC10"" OR ""PIC1"" OR ""SENP2"" OR ""SMT3"" OR ""SMT3C"" OR ""SMT3H3"" OR ""UBL1"")",1472
5476,SUMO4,"(""SUMO4"" OR ""IDDM5"" OR ""SMT3H4"" OR ""SUMO-4"" OR ""dJ281H8.4"")",98
5477,SUN1,"(""SUN1"" OR ""UNC84A"")",170
5478,SUN2,"(""SUN2"" OR ""UNC84B"" OR ""rab5IP"")",129
5479,SUPT4H1,"(""SUPT4H1"" OR ""SPT4"" OR ""SPT4H"" OR ""SUPT4H"" OR ""Supt4a"")",67
5480,SUPT5H,"(""SUPT5H"" OR ""SPT5"" OR ""SPT5H"" OR ""Tat-CT1"")",164
5481,SUSD2,"(""SUSD2"" OR ""BK65A6.2"" OR ""W5C5"")",89
5482,SUSD3,"(""SUSD3"")",9
5483,SUV39H1,"(""SUV39H1"" OR ""H3-K9-HMTase 1"" OR ""KMT1A"" OR ""MG44"" OR ""SUV39H"")",459
5484,SUV39H2,"(""SUV39H2"" OR ""KMT1B"")",78
5485,SV2B,"(""SV2B"" OR ""HsT19680"" OR ""SLC22B2"")",44
5486,SVEP1,"(""SVEP1"" OR ""C9orf13"" OR ""CCP22"" OR ""POLYDOM"" OR ""SEL-OB"" OR ""SELOB"")",75
5487,SVIP,"(""SVIP"")",33
5488,SVOPL,"(""SVOPL"" OR ""SLC22B5"")",9
5489,SYAP1,"(""SYAP1"" OR ""BSTA"" OR ""PRO3113"")",18
5490,SYCE1,"(""SYCE1"" OR ""C10orf94"" OR ""CT76"" OR ""POF12"" OR ""SPGF15"")",43
5491,SYCE3,"(""SYCE3"" OR ""C22orf41"" OR ""THEG2"")",6
5492,SYCP2,"(""SYCP2"" OR ""SCP-2"" OR ""SCP2"" OR ""SPGF1"")",204
5493,SYCP3,"(""SYCP3"" OR ""COR1"" OR ""RPRGL4"" OR ""SCP3"" OR ""SPGF4"")",364
5494,SYDE1,"(""SYDE1"" OR ""7h3"" OR ""SYD1"")",60
5495,SYK,"(""SYK"" OR ""IMD82"" OR ""p72-Syk"")",3596
5496,SYMPK,"(""SYMPK"" OR ""Pta1"" OR ""SPK"" OR ""SYM"")",1806
5497,SYN2,"(""SYN2"" OR ""SYNII"")",68
5498,SYNDIG1,"(""SYNDIG1"" OR ""C20orf39"" OR ""DSPC2"" OR ""IFITMD5"" OR ""TMEM90B"")",11
5499,SYNE1,"(""SYNE1"" OR ""8B"" OR ""AMC3"" OR ""AMCM"" OR ""ARCA1"" OR ""C6orf98"" OR ""CPG2"" OR ""EDMD4"" OR ""KASH1"" OR ""MYNE1"" OR ""Nesp1"" OR ""SCAR8"" OR ""dJ45H2.2"")",3893
5500,SYNE3,"(""SYNE3"" OR ""C14orf139"" OR ""C14orf49"" OR ""KASH3"" OR ""LINC00341"" OR ""NCRNA00341"" OR ""NET53"" OR ""Nesp3"")",26
5501,SYNE4,"(""SYNE4"" OR ""C19orf46"" OR ""DFNB76"" OR ""KASH4"" OR ""Nesp4"")",9
5502,SYNGR2,"(""SYNGR2"")",10
5503,SYNGR3,"(""SYNGR3"")",13
5504,SYNM,"(""SYNM"" OR ""DMN"" OR ""SYN"")",9110
5505,SYNPO,"(""SYNPO"" OR ""SYNPO1"")",143
5506,SYNPO2,"(""SYNPO2"" OR ""SYISL"")",75
5507,SYP,"(""SYP"" OR ""MRX96"" OR ""MRXSYP"" OR ""XLID96"")",541
5508,SYT1,"(""SYT1"" OR ""BAGOS"" OR ""P65"" OR ""SVP65"" OR ""SYT"")",14066
5509,SYT12,"(""SYT12"" OR ""SYT11"" OR ""sytXII"")",49
5510,SYT2,"(""SYT2"" OR ""CMS7"" OR ""CMS7A"" OR ""CMS7B"" OR ""MYSPC"" OR ""SytII"")",68
5511,SYT3,"(""SYT3"" OR ""SytIII"")",16
5512,SYT5,"(""SYT5"")",12
5513,SYT6,"(""SYT6"" OR ""sytVI"")",12
5514,SYT7,"(""SYT7"" OR ""IPCA-7"" OR ""IPCA7"" OR ""PCANAP7"" OR ""SYT-VII"" OR ""SYTVII"")",64
5515,SYT9,"(""SYT9"")",16
5516,SYTL2,"(""SYTL2"" OR ""CHR11SYT"" OR ""EXO4"" OR ""PPP1R151"" OR ""SGA72M"" OR ""SLP2"" OR ""SLP2A"")",108
5517,SYTL5,"(""SYTL5"" OR ""slp5"")",13
5518,SZT2,"(""SZT2"" OR ""C1orf84"" OR ""DEE18"" OR ""EIEE18"" OR ""KIAA0467"" OR ""KICS1"" OR ""SZT2A"" OR ""SZT2B"")",32
5519,TAC1,"(""TAC1"" OR ""Hs.2563"" OR ""NK2"" OR ""NKNA"" OR ""NPK"" OR ""TAC2"")",1192
5520,TACC1,"(""TACC1"" OR ""Ga55"")",84
5521,TACC3,"(""TACC3"" OR ""ERIC-1"" OR ""ERIC1"" OR ""Tacc4"" OR ""maskin"")",503
5522,TACO1,"(""TACO1"" OR ""CCDC44"" OR ""MC4DN8"")",14
5523,TACR1,"(""TACR1"" OR ""NK1R"" OR ""NKIR"" OR ""SPR"" OR ""TAC1R"")",6262
5524,TACSTD2,"(""TACSTD2"" OR ""EGP-1"" OR ""EGP1"" OR ""GA733-1"" OR ""GA7331"" OR ""GP50"" OR ""M1S1"" OR ""TROP2"")",2409
5525,TAF10,"(""TAF10"" OR ""TAF2A"" OR ""TAF2H"" OR ""TAFII30"")",50
5526,TAF1C,"(""TAF1C"" OR ""MGC:39976"" OR ""SL1"" OR ""TAFI110"" OR ""TAFI95"")",736
5527,TAFAZZIN,"(""TAFAZZIN"" OR ""BTHS"" OR ""CMD3A"" OR ""EFE"" OR ""EFE2"" OR ""G4.5"" OR ""LVNCX"" OR ""TAZ"" OR ""Taz1"")",3696
5528,TAGAP,"(""TAGAP"" OR ""ARHGAP47"" OR ""FKSG15"" OR ""IDDM21"" OR ""TAGAP1"")",61
5529,TAGLN,"(""TAGLN"" OR ""SM22"" OR ""SM22-alpha"" OR ""SMCC"" OR ""TAGLN1"" OR ""TGLN"" OR ""WS3-10"")",889
5530,TAL1,"(""TAL1"" OR ""SCL"" OR ""TCL5"" OR ""bHLHa17"" OR ""tal-1"")",7617
5531,TAMALIN,"(""TAMALIN"" OR ""GRASP"")",7756
5532,TANC2,"(""TANC2"" OR ""IDDALDS"" OR ""ROLSA"" OR ""rols"")",129
5533,TAOK1,"(""TAOK1"" OR ""DDIB"" OR ""KFC-B"" OR ""MAP3K16"" OR ""MARKK"" OR ""PSK-2"" OR ""PSK2"" OR ""TAO1"" OR ""hKFC-B"" OR ""hTAOK1"")",164
5534,TAP1,"(""TAP1"" OR ""ABC17"" OR ""ABCB2"" OR ""APT1"" OR ""D6S114E"" OR ""MHC1D1"" OR ""PSF-1"" OR ""PSF1"" OR ""RING4"" OR ""TAP1*0102N"" OR ""TAP1N"")",1347
5535,TAP2,"(""TAP2"" OR ""ABC18"" OR ""ABCB3"" OR ""APT2"" OR ""D6S217E"" OR ""MHC1D2"" OR ""PSF-2"" OR ""PSF2"" OR ""RING11"")",934
5536,TAPBP,"(""TAPBP"" OR ""MHC1D3"" OR ""NGS17"" OR ""TAPA"" OR ""TPN"" OR ""TPSN"")",3923
5537,TARS1,"(""TARS1"" OR ""TARS"" OR ""TTD7"" OR ""ThrRS"")",1608
5538,TARS2,"(""TARS2"" OR ""COXPD21"" OR ""TARSL1"" OR ""thrRS"")",40
5539,TAS1R3,"(""TAS1R3"" OR ""T1R3"")",293
5540,TAS2R10,"(""TAS2R10"" OR ""T2R10"" OR ""TRB2"")",39
5541,TAS2R14,"(""TAS2R14"" OR ""T2R14"" OR ""TRB1"")",97
5542,TAS2R20,"(""TAS2R20"" OR ""T2R20"" OR ""T2R49"" OR ""T2R56"" OR ""TAS2R49"")",8
5543,TAS2R5,"(""TAS2R5"" OR ""T2R5"")",23
5544,TASL,"(""TASL"" OR ""CXorf21"")",55
5545,TAX1BP3,"(""TAX1BP3"" OR ""TIP-1"" OR ""TIP1"")",158
5546,TBC1D1,"(""TBC1D1"" OR ""TBC"" OR ""TBC1"")",2020
5547,TBC1D10A,"(""TBC1D10A"" OR ""EPI64"" OR ""TBC1D10"" OR ""dJ130H16.1"" OR ""dJ130H16.2"")",22
5548,TBC1D2B,"(""TBC1D2B"" OR ""NEDSGO"")",12
5549,TBC1D31,"(""TBC1D31"" OR ""Gm85"" OR ""WDR67"")",5
5550,TBC1D7,"(""TBC1D7"" OR ""MGCPH"" OR ""PIG51"" OR ""TBC7"")",29
5551,TBC1D9,"(""TBC1D9"" OR ""GRAMD9"" OR ""MDR1"")",7647
5552,TBCC,"(""TBCC"" OR ""CFC"")",2295
5553,TBKBP1,"(""TBKBP1"" OR ""ProSAPiP2"" OR ""SINTBAD"")",34
5554,TBL1XR1,"(""TBL1XR1"" OR ""C21"" OR ""DC42"" OR ""IRA1"" OR ""MRD41"" OR ""TBLR1"")",1467
5555,TBL2,"(""TBL2"" OR ""WBSCR13"" OR ""WS-betaTRP"")",32
5556,TBRG1,"(""TBRG1"" OR ""NIAM"" OR ""TB-5"")",125
5557,TBRG4,"(""TBRG4"" OR ""CPR2"" OR ""FASTKD4"")",34
5558,TBX15,"(""TBX15"" OR ""TBX14"")",73
5559,TBX18,"(""TBX18"" OR ""CAKUT2"" OR ""PUJO"")",302
5560,TBX2,"(""TBX2"" OR ""VETD"")",235
5561,TBX20,"(""TBX20"" OR ""ASD4"")",130
5562,TBX5,"(""TBX5"" OR ""HOS"")",10523
5563,TCAP,"(""TCAP"" OR ""CMD1N"" OR ""CMH25"" OR ""LGMD2G"" OR ""LGMDR7"" OR ""T-cap"" OR ""TELE"" OR ""telethonin"")",5260
5564,TCEA3,"(""TCEA3"" OR ""TFIIS"" OR ""TFIIS.H"")",106
5565,TCEAL2,"(""TCEAL2"" OR ""MY0876G05"" OR ""WEX1"" OR ""my048"")",6
5566,TCF15,"(""TCF15"" OR ""EC2"" OR ""PARAXIS"" OR ""bHLHa40"")",378
5567,TCF19,"(""TCF19"" OR ""SC1"" OR ""TCF-19"")",1480
5568,TCF21,"(""TCF21"" OR ""POD1"" OR ""bHLHa23"")",1026
5569,TCF4,"(""TCF4"" OR ""CDG2T"" OR ""E2-2"" OR ""FCD2"" OR ""FECD3"" OR ""ITF-2"" OR ""ITF2"" OR ""PTHS"" OR ""SEF-2"" OR ""SEF2"" OR ""SEF2-1"" OR ""SEF2-1A"" OR ""SEF2-1B"" OR ""SEF2-1D"" OR ""TCF-4"" OR ""bHLHb19"")",2300
5570,TCF7,"(""TCF7"" OR ""TCF-1"")",538
5571,TCF7L1,"(""TCF7L1"" OR ""TCF-3"" OR ""TCF3"")",891
5572,TCF7L2,"(""TCF7L2"" OR ""TCF-4"" OR ""TCF4"")",3043
5573,TCHP,"(""TCHP"" OR ""TpMs"")",195
5574,TCL1A,"(""TCL1A"" OR ""TCL1"")",565
5575,TCN1,"(""TCN1"" OR ""HC"" OR ""TC-1"" OR ""TC1"" OR ""TCI"")",49619
5576,TCN2,"(""TCN2"" OR ""D22S676"" OR ""D22S750"" OR ""II"" OR ""TC"" OR ""TC II"" OR ""TC-2"" OR ""TC2"" OR ""TCII"")",934884
5577,TCP10L,"(""TCP10L"" OR ""C21orf77"" OR ""LINC00846"" OR ""PRED77"" OR ""TCP10A-1"" OR ""TCP10A-2"")",11
5578,TDO2,"(""TDO2"" OR ""HYPTRP"" OR ""TDO"" OR ""TO"" OR ""TPH2"" OR ""TRPO"")",43021
5579,TDP1,"(""TDP1"")",271
5580,TDRD1,"(""TDRD1"" OR ""CT41.1"")",38
5581,TDRD12,"(""TDRD12"" OR ""ECAT8"")",4
5582,TDRD5,"(""TDRD5"" OR ""TUDOR3"")",11
5583,TDRD6,"(""TDRD6"" OR ""CT41.2"" OR ""NY-CO-45"" OR ""SPATA36"" OR ""TDR2"" OR ""bA446F17.4"")",15
5584,TDRD7,"(""TDRD7"" OR ""CATC4"" OR ""PCTAIRE2BP"" OR ""TRAP"")",15543
5585,TDRKH,"(""TDRKH"" OR ""TDRD2"")",18
5586,TEAD2,"(""TEAD2"" OR ""ETF"" OR ""TEAD-2"" OR ""TEF-4"" OR ""TEF4"")",515
5587,TECR,"(""TECR"" OR ""GPSN2"" OR ""MRT14"" OR ""SC2"" OR ""TER"")",38638
5588,TEDC2,"(""TEDC2"" OR ""C16orf59"")",8
5589,TEK,"(""TEK"" OR ""CD202B"" OR ""GLC3E"" OR ""TIE-2"" OR ""TIE2"" OR ""VMCM"" OR ""VMCM1"")",3254
5590,TEKT1,"(""TEKT1"")",9
5591,TEKT4,"(""TEKT4"")",10
5592,TEN1,"(""TEN1"" OR ""C17orf106"")",99
5593,TENM1,"(""TENM1"" OR ""ODZ1"" OR ""ODZ3"" OR ""TEN-M1"" OR ""TEN1"" OR ""TNM"" OR ""TNM1"" OR ""ten-1"")",23354
5594,TENM4,"(""TENM4"" OR ""Doc4"" OR ""ETM5"" OR ""ODZ4"" OR ""TEN4"" OR ""TNM4"" OR ""Ten-M4"" OR ""ten-4"")",240
5595,TENT5C,"(""TENT5C"" OR ""FAM46C"")",58
5596,TEPSIN,"(""TEPSIN"" OR ""C17orf56"" OR ""ENTHD2"")",10
5597,TERT,"(""TERT"" OR ""CMM9"" OR ""DKCA2"" OR ""DKCB4"" OR ""EST2"" OR ""PFBMFT1"" OR ""TCS1"" OR ""TP2"" OR ""TRT"" OR ""hEST2"" OR ""hTRT"")",15003
5598,TESC,"(""TESC"" OR ""CHP3"" OR ""TSC"")",4315
5599,TESMIN,"(""TESMIN"" OR ""CXCDC2"" OR ""MTL5"" OR ""MTLT"")",38
5600,TESPA1,"(""TESPA1"" OR ""HSPC257"" OR ""ITPRID3"" OR ""KIAA0748"")",18
5601,TET2,"(""TET2"" OR ""IMD75"" OR ""KIAA1546"" OR ""MDS"")",23365
5602,TET3,"(""TET3"" OR ""BEFAHRS"" OR ""hCG_40738"")",337
5603,TEX11,"(""TEX11"" OR ""MZIP4"" OR ""SPGFX2"" OR ""Spo22"" OR ""TGC1"" OR ""TSGA3"" OR ""ZIP4"" OR ""ZIP4H"")",165
5604,TEX14,"(""TEX14"" OR ""CT113"" OR ""SPGF23"" OR ""SgK307"")",40
5605,TEX9,"(""TEX9"")",6
5606,TFAP2A,"(""TFAP2A"" OR ""AP-2"" OR ""AP-2alpha"" OR ""AP2TF"" OR ""BOFS"" OR ""TFAP2"")",2520
5607,TFAP2B,"(""TFAP2B"" OR ""AP-2B"" OR ""AP-2beta"" OR ""AP2-B"" OR ""PDA2"")",236
5608,TFAP4,"(""TFAP4"" OR ""AP-4"" OR ""bHLHc41"")",380
5609,TFB2M,"(""TFB2M"" OR ""Hkp1"" OR ""h-mtTFB"" OR ""h-mtTFB2"" OR ""hTFB2M"" OR ""mtTFB2"")",90
5610,TFCP2L1,"(""TFCP2L1"" OR ""CRTR1"" OR ""LBP-9"" OR ""LBP9"")",66
5611,TFDP1,"(""TFDP1"" OR ""DILC"" OR ""DP1"" OR ""DRTF1"" OR ""Dp-1"")",4819
5612,TFDP3,"(""TFDP3"" OR ""CT30"" OR ""DP4"" OR ""HCA661"")",348
5613,TFF1,"(""TFF1"" OR ""BCEI"" OR ""D21S21"" OR ""HP1.A"" OR ""HPS2"" OR ""pNR-2"" OR ""pS2"")",2719
5614,TFF3,"(""TFF3"" OR ""ITF"" OR ""P1B"" OR ""TFI"")",2421
5615,TFIP11,"(""TFIP11"" OR ""NTR1"" OR ""STIP"" OR ""STIP-1"" OR ""Spp382"" OR ""TIP39"" OR ""bK445C9.6"")",624
5616,TFPI,"(""TFPI"" OR ""EPI"" OR ""LACI"" OR ""TFI"" OR ""TFPI1"")",23892
5617,TFR2,"(""TFR2"" OR ""HFE3"" OR ""TFRC2"")",395
5618,TFRC,"(""TFRC"" OR ""CD71"" OR ""IMD46"" OR ""T9"" OR ""TFR"" OR ""TFR1"" OR ""TR"" OR ""TRFR"" OR ""p90"")",182760
5619,TG,"(""TG"" OR ""AITD3"" OR ""TGN"")",44491
5620,TGFA,"(""TGFA"" OR ""TFGA"")",382
5621,TGFB1I1,"(""TGFB1I1"" OR ""ARA55"" OR ""HIC-5"" OR ""HIC5"" OR ""TSC-5"")",205
5622,TGFB2,"(""TGFB2"" OR ""G-TSF"" OR ""LDS4"" OR ""TGF-beta2"")",2132
5623,TGFBR1,"(""TGFBR1"" OR ""AAT5"" OR ""ACVRLK4"" OR ""ALK-5"" OR ""ALK5"" OR ""ESS1"" OR ""LDS1"" OR ""LDS1A"" OR ""LDS2A"" OR ""MSSE"" OR ""SKR4"" OR ""TBR-i"" OR ""TBRI"" OR ""TGFR-1"" OR ""tbetaR-I"")",1928
5624,TGFBR2,"(""TGFBR2"" OR ""AAT3"" OR ""FAA3"" OR ""LDS1B"" OR ""LDS2"" OR ""LDS2B"" OR ""MFS2"" OR ""RIIC"" OR ""TAAD2"" OR ""TBR-ii"" OR ""TBRII"" OR ""TGFR-2"" OR ""TGFbeta-RII"" OR ""tbetaR-II"")",1279
5625,TGFBR3,"(""TGFBR3"" OR ""BGCAN"" OR ""betaglycan"")",540
5626,TGIF2,"(""TGIF2"")",75
5627,TH,"(""TH"" OR ""DYT14"" OR ""DYT5b"" OR ""TYH"")",80853
5628,THBD,"(""THBD"" OR ""AHUS6"" OR ""BDCA-3"" OR ""BDCA3"" OR ""CD141"" OR ""THPH12"" OR ""THRM"" OR ""TM"")",29080
5629,THBS4,"(""THBS4"" OR ""TSP-4"" OR ""TSP4"")",149
5630,THEM5,"(""THEM5"" OR ""ACOT15"")",9
5631,THEM6,"(""THEM6"" OR ""C8orf55"" OR ""DSCD75"")",7
5632,THEMIS,"(""THEMIS"" OR ""C6orf190"" OR ""C6orf207"" OR ""GASP"" OR ""SPOT"" OR ""THEMIS1"" OR ""TSEPA"")",33000
5633,THOC2,"(""THOC2"" OR ""AMC7"" OR ""CXorf3"" OR ""MRX12"" OR ""MRX35"" OR ""THO2"" OR ""XLID12"" OR ""dJ506G2.1"" OR ""hTREX120"")",47
5634,THOC3,"(""THOC3"" OR ""THO3"" OR ""hTREX45"")",3
5635,THOC7,"(""THOC7"" OR ""NIF3L1BP1"" OR ""fSAP24"" OR ""hTREX30"")",9
5636,THPO,"(""THPO"" OR ""CAMT2"" OR ""MGDF"" OR ""MKCSF"" OR ""ML"" OR ""MPLLG"" OR ""THC9"" OR ""THCYT1"" OR ""TPO"")",15670
5637,THRSP,"(""THRSP"" OR ""LPGP1"" OR ""Lpgp"" OR ""S14"" OR ""SPOT14"" OR ""THRP"")",2045
5638,THSD1,"(""THSD1"" OR ""ANIB12"" OR ""LMPHM13"" OR ""TMTSP"" OR ""UNQ3010"")",27
5639,THSD4,"(""THSD4"" OR ""AAT12"" OR ""ADAMTSL-6"" OR ""ADAMTSL6"" OR ""FVSY9334"" OR ""PRO34005"")",32
5640,THSD7A,"(""THSD7A"")",203
5641,THY1,"(""THY1"" OR ""CD90"" OR ""CDw90"")",4350
5642,TIAL1,"(""TIAL1"" OR ""TCBP"" OR ""TIAR"")",218
5643,TICAM2,"(""TICAM2"" OR ""MyD88-4"" OR ""TICAM-2"" OR ""TIRAP3"" OR ""TIRP"" OR ""TRAM"")",2287
5644,TICRR,"(""TICRR"" OR ""C15orf42"" OR ""SLD3"" OR ""Treslin"")",49
5645,TIE1,"(""TIE1"" OR ""JTK14"" OR ""LMPHM11"" OR ""TIE"")",6473
5646,TIFA,"(""TIFA"" OR ""T2BP"" OR ""T6BP"" OR ""TIFAA"")",342
5647,TIFAB,"(""TIFAB"")",243
5648,TIGD3,"(""TIGD3"")",3
5649,TIGD4,"(""TIGD4"")",0
5650,TIGIT,"(""TIGIT"" OR ""VSIG9"" OR ""VSTM3"" OR ""WUCAM"")",1204
5651,TIMD4,"(""TIMD4"" OR ""SMUCKLER"" OR ""TIM4"")",249
5652,TIMELESS,"(""TIMELESS"" OR ""FASPS4"" OR ""TIM"" OR ""TIM1"" OR ""hTIM"")",9473
5653,TIMM17A,"(""TIMM17A"" OR ""TIM17"" OR ""TIM17A"")",26
5654,TIMM23,"(""TIMM23"" OR ""TIM23"")",141
5655,TIMM23B,"(""TIMM23B"")",1
5656,TIMMDC1,"(""TIMMDC1"" OR ""C3orf1"" OR ""MC1DN31"")",21
5657,TIMP1,"(""TIMP1"" OR ""CLGI"" OR ""EPA"" OR ""EPO"" OR ""HCI"" OR ""TIMP"" OR ""TIMP-1"")",35792
5658,TIMP3,"(""TIMP3"" OR ""HSMRK222"" OR ""K222"" OR ""K222TA2"" OR ""SFD"")",2416
5659,TIMP4,"(""TIMP4"" OR ""TIMP-4"")",400
5660,TINAGL1,"(""TINAGL1"" OR ""ARG1"" OR ""LCN7"" OR ""LIECG3"" OR ""TINAGRP"")",1475
5661,TINCR,"(""TINCR"" OR ""LINC00036"" OR ""NCRNA00036"" OR ""PLAC2"" OR ""TUBL"" OR ""onco-lncRNA-16"")",105
5662,TIPIN,"(""TIPIN"")",83
5663,TIPRL,"(""TIPRL"" OR ""TIP"" OR ""TIP41"" OR ""TIPRL1"")",45191
5664,TJP2,"(""TJP2"" OR ""C9DUPq21.11"" OR ""DFNA51"" OR ""DUP9q21.11"" OR ""FHCA1"" OR ""PFIC4"" OR ""X104"" OR ""ZO2"")",382
5665,TJP3,"(""TJP3"" OR ""ZO-3"" OR ""ZO3"")",79
5666,TK1,"(""TK1"" OR ""TK2"")",758
5667,TK2,"(""TK2"" OR ""MTDPS2"" OR ""MTTK"" OR ""PEOB3"" OR ""SCA31"" OR ""TK2-EXT"")",344
5668,TKFC,"(""TKFC"" OR ""DAK"" OR ""NET45"" OR ""TKFCD"")",794
5669,TKTL1,"(""TKTL1"" OR ""TKR"" OR ""TKT2"")",2368
5670,TLCD3B,"(""TLCD3B"" OR ""CORD22"" OR ""FAM57B"" OR ""FP1188"")",3
5671,TLDC2,"(""TLDC2"" OR ""C20orf118"")",3
5672,TLE1,"(""TLE1"" OR ""ESG"" OR ""ESG1"" OR ""GRG1"" OR ""TLE-1"")",857
5673,TLE2,"(""TLE2"" OR ""ESG"" OR ""ESG2"" OR ""GRG2"")",574
5674,TLE3,"(""TLE3"" OR ""ESG"" OR ""ESG3"" OR ""GRG3"" OR ""HsT18976"")",640
5675,TLE6,"(""TLE6"" OR ""GRG6"" OR ""OZEMA15"" OR ""PREMBL"")",37
5676,TLL1,"(""TLL1"" OR ""ASD6"" OR ""TLL"")",562
5677,TLL2,"(""TLL2"")",21
5678,TLN2,"(""TLN2"" OR ""ILWEQ"")",61
5679,TLR10,"(""TLR10"" OR ""CD290"")",279
5680,TLR2,"(""TLR2"" OR ""CD282"" OR ""TIL4"")",8165
5681,TLR4,"(""TLR4"" OR ""ARMD10"" OR ""CD284"" OR ""TLR-4"" OR ""TOLL"")",44491
5682,TLR5,"(""TLR5"" OR ""MELIOS"" OR ""SLE1"" OR ""SLEB1"" OR ""TIL3"")",1294
5683,TLR6,"(""TLR6"" OR ""CD286"")",719
5684,TLR7,"(""TLR7"" OR ""IMD74"" OR ""SLEB17"" OR ""TLR7-like"")",3159
5685,TLR8,"(""TLR8"" OR ""CD288"" OR ""IMD98"" OR ""TLR-8"" OR ""hTLR8"")",1216
5686,TLR9,"(""TLR9"" OR ""CD289"")",4066
5687,TLX1,"(""TLX1"" OR ""HOX11"" OR ""TCL3"")",252
5688,TM2D2,"(""TM2D2"" OR ""BLP1"")",4
5689,TM2D3,"(""TM2D3"" OR ""BLP2"")",15
5690,TM4SF19,"(""TM4SF19"" OR ""OCTM4"")",12
5691,TM9SF1,"(""TM9SF1"" OR ""HMP70"" OR ""MP70"")",24
5692,TMBIM4,"(""TMBIM4"" OR ""CGI-119"" OR ""GAAP"" OR ""LFG4"" OR ""S1R"" OR ""ZPRO"")",211
5693,TMBIM6,"(""TMBIM6"" OR ""BAXI1"" OR ""BI-1"" OR ""TEGT"")",228
5694,TMC2,"(""TMC2"" OR ""C20orf145"")",30
5695,TMC5,"(""TMC5"")",16
5696,TMC6,"(""TMC6"" OR ""EV1"" OR ""EVER1"" OR ""EVIN1"" OR ""LAK-4P"" OR ""TNRC6C-AS1"" OR ""lnc"")",2461
5697,TMCC3,"(""TMCC3"")",10
5698,TMCO1,"(""TMCO1"" OR ""CFSMR1"" OR ""HP10122"" OR ""PCIA3"" OR ""PNAS-136"" OR ""TMCC4"")",53
5699,TMED1,"(""TMED1"" OR ""IL1RL1LG"" OR ""Il1rl1l"" OR ""Tp24"" OR ""p24g1"")",10
5700,TMED2,"(""TMED2"" OR ""P24A"" OR ""RNP24"" OR ""p24"" OR ""p24b1"" OR ""p24beta1"")",7207
5701,TMED3,"(""TMED3"" OR ""C15orf22"" OR ""P24B"" OR ""p24g4"" OR ""p24gamma4"" OR ""p26"")",558
5702,TMED9,"(""TMED9"" OR ""GMP25"" OR ""HSGP25L2G"" OR ""p24a2"" OR ""p24alpha2"" OR ""p25"")",2670
5703,TMEFF1,"(""TMEFF1"" OR ""C9orf2"" OR ""CT120.1"" OR ""H7365"" OR ""TR-1"")",309
5704,TMEFF2,"(""TMEFF2"" OR ""CT120.2"" OR ""HPP1"" OR ""TENB2"" OR ""TPEF"" OR ""TR"" OR ""TR-2"")",171823
5705,TMEM106B,"(""TMEM106B"" OR ""HLD16"")",183
5706,TMEM106C,"(""TMEM106C"")",7
5707,TMEM120A,"(""TMEM120A"" OR ""NET29"" OR ""TACAN"" OR ""TMPIT"")",26
5708,TMEM123,"(""TMEM123"" OR ""KCT3"" OR ""PORIMIN"" OR ""PORMIN"")",18
5709,TMEM132A,"(""TMEM132A"" OR ""GBP"" OR ""HSPA5BP1"")",1400
5710,TMEM147,"(""TMEM147"" OR ""NEDFLPH"" OR ""NIFIE14"")",22
5711,TMEM14A,"(""TMEM14A"" OR ""C6orf73"" OR ""PTD011"")",6
5712,TMEM165,"(""TMEM165"" OR ""CDG2K"" OR ""FT27"" OR ""GDT1"" OR ""SLC64A1"" OR ""TMPT27"" OR ""TPARL"")",52
5713,TMEM171,"(""TMEM171"" OR ""PRP2"")",47
5714,TMEM177,"(""TMEM177"")",1
5715,TMEM182,"(""TMEM182"")",8
5716,TMEM184A,"(""TMEM184A"" OR ""SDMG1"" OR ""SLC51C1"")",6
