PYCR3	NUDCD1	C8orf76	GDF6	FGFBP3	SHARPIN	POP1	GFUS	SYBU	TRHR
TAS2R1	NA	NA	NA	NA	NA	NA	NA	NA	NA
CD9	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRMT8	NA	NA	NA	NA	NA	NA	NA	NA	NA
URB1	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMEM128	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC25A52	NA	NA	NA	NA	NA	NA	NA	NA	NA
AQP4	NA	NA	NA	NA	NA	NA	NA	NA	NA
RNMT	NA	NA	NA	NA	NA	NA	NA	NA	NA
UROC1	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR2H2	NA	NA	NA	NA	NA	NA	NA	NA	NA
HACD2	NA	NA	NA	NA	NA	NA	NA	NA	NA
DRD3	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR5K1	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR5K3	NA	NA	NA	NA	NA	NA	NA	NA	NA
CSPG5	NA	NA	NA	NA	NA	NA	NA	NA	NA
SEC13	NA	NA	NA	NA	NA	NA	NA	NA	NA
IL17RE	NA	NA	NA	NA	NA	NA	NA	NA	NA
RUFY2	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPAG1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAMTS7	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAB2	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACVRL1	NA	NA	NA	NA	NA	NA	NA	NA	NA
LRRK1	NA	NA	NA	NA	NA	NA	NA	NA	NA
HSPD1	NA	NA	NA	NA	NA	NA	NA	NA	NA
STK38L	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRIP12	NA	NA	NA	NA	NA	NA	NA	NA	NA
ALK	NA	NA	NA	NA	NA	NA	NA	NA	NA
DENND5B	NA	NA	NA	NA	NA	NA	NA	NA	NA
ITGAD	NA	NA	NA	NA	NA	NA	NA	NA	NA
DNM2	NA	NA	NA	NA	NA	NA	NA	NA	NA
TM6SF2	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAMTS20	NA	NA	NA	NA	NA	NA	NA	NA	NA
ESYT3	NA	NA	NA	NA	NA	NA	NA	NA	NA
NXPE2	NA	NA	NA	NA	NA	NA	NA	NA	NA
SHOX2	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSN	NA	NA	NA	NA	NA	NA	NA	NA	NA
GPR149	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRMT61A	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCDC88C	NA	NA	NA	NA	NA	NA	NA	NA	NA
KIF19	NA	NA	NA	NA	NA	NA	NA	NA	NA
TAS2R19	NA	NA	NA	NA	NA	NA	NA	NA	NA
TAS2R13	NA	NA	NA	NA	NA	NA	NA	NA	NA
NLRP12	NA	NA	NA	NA	NA	NA	NA	NA	NA
LAMB3	NA	NA	NA	NA	NA	NA	NA	NA	NA
KLC3	NA	NA	NA	NA	NA	NA	NA	NA	NA
GPR55	NA	NA	NA	NA	NA	NA	NA	NA	NA
PID1	NA	NA	NA	NA	NA	NA	NA	NA	NA
TTLL4	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAG	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF493	NA	NA	NA	NA	NA	NA	NA	NA	NA
BDH1	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMEM44	NA	NA	NA	NA	NA	NA	NA	NA	NA
SEC14L1	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRSF2	NA	NA	NA	NA	NA	NA	NA	NA	NA
CRYGS	NA	NA	NA	NA	NA	NA	NA	NA	NA
OSBPL6	NA	NA	NA	NA	NA	NA	NA	NA	NA
GPR155	NA	NA	NA	NA	NA	NA	NA	NA	NA
PLD4	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADGRA1	NA	NA	NA	NA	NA	NA	NA	NA	NA
RAB37	NA	NA	NA	NA	NA	NA	NA	NA	NA
CD300LB	NA	NA	NA	NA	NA	NA	NA	NA	NA
GPRC5C	NA	NA	NA	NA	NA	NA	NA	NA	NA
SDK2	NA	NA	NA	NA	NA	NA	NA	NA	NA
CERS6	NA	NA	NA	NA	NA	NA	NA	NA	NA
GALNT3	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRKAR1A	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMUB1	NA	NA	NA	NA	NA	NA	NA	NA	NA
TDG	NA	NA	NA	NA	NA	NA	NA	NA	NA
CSH2	NA	NA	NA	NA	NA	NA	NA	NA	NA
EVL	NA	NA	NA	NA	NA	NA	NA	NA	NA
CYB561	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANO4	NA	NA	NA	NA	NA	NA	NA	NA	NA
NKAPD1	NA	NA	NA	NA	NA	NA	NA	NA	NA
STEAP3	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRIMA1	NA	NA	NA	NA	NA	NA	NA	NA	NA
CASP5	NA	NA	NA	NA	NA	NA	NA	NA	NA
DPP10	NA	NA	NA	NA	NA	NA	NA	NA	NA
NME2	NA	NA	NA	NA	NA	NA	NA	NA	NA
LRRIQ1	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMCC1	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBXW9	NA	NA	NA	NA	NA	NA	NA	NA	NA
DENND2C	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSPAN8	NA	NA	NA	NA	NA	NA	NA	NA	NA
CNOT6	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRCP	NA	NA	NA	NA	NA	NA	NA	NA	NA
RGL3	NA	NA	NA	NA	NA	NA	NA	NA	NA
LONRF2	NA	NA	NA	NA	NA	NA	NA	NA	NA
LIPT1	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSGA10	NA	NA	NA	NA	NA	NA	NA	NA	NA
MON2	NA	NA	NA	NA	NA	NA	NA	NA	NA
TFAP2B	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZFYVE27	NA	NA	NA	NA	NA	NA	NA	NA	NA
FOLR1	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUMA1	NA	NA	NA	NA	NA	NA	NA	NA	NA
DRD1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZDHHC16	NA	NA	NA	NA	NA	NA	NA	NA	NA
LRRC74A	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERGIC1	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC35B2	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC29A1	NA	NA	NA	NA	NA	NA	NA	NA	NA
CFAP44	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCNJL	NA	NA	NA	NA	NA	NA	NA	NA	NA
FABP6	NA	NA	NA	NA	NA	NA	NA	NA	NA
HELLS	NA	NA	NA	NA	NA	NA	NA	NA	NA
MTHFD2	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAMBP	NA	NA	NA	NA	NA	NA	NA	NA	NA
SUOX	NA	NA	NA	NA	NA	NA	NA	NA	NA
TBC1D23	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZKSCAN5	NA	NA	NA	NA	NA	NA	NA	NA	NA
SIPA1	NA	NA	NA	NA	NA	NA	NA	NA	NA
SV2B	NA	NA	NA	NA	NA	NA	NA	NA	NA
PROS1	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRC1	NA	NA	NA	NA	NA	NA	NA	NA	NA
METTL7B	NA	NA	NA	NA	NA	NA	NA	NA	NA
USP49	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR6C4	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANXA4	NA	NA	NA	NA	NA	NA	NA	NA	NA
LHX6	NA	NA	NA	NA	NA	NA	NA	NA	NA
KIF7	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCT4	NA	NA	NA	NA	NA	NA	NA	NA	NA
KRIT1	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNPLA1	NA	NA	NA	NA	NA	NA	NA	NA	NA
PCDHGA2	NA	NA	NA	NA	NA	NA	NA	NA	NA
STEAP2	NA	NA	NA	NA	NA	NA	NA	NA	NA
TTC7A	NA	NA	NA	NA	NA	NA	NA	NA	NA
TKFC	NA	NA	NA	NA	NA	NA	NA	NA	NA
PSAP	NA	NA	NA	NA	NA	NA	NA	NA	NA
BCKDK	NA	NA	NA	NA	NA	NA	NA	NA	NA
SMARCD1	NA	NA	NA	NA	NA	NA	NA	NA	NA
VKORC1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZBTB9	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR10W1	NA	NA	NA	NA	NA	NA	NA	NA	NA
SULT1A3	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLDN3	NA	NA	NA	NA	NA	NA	NA	NA	NA
CALN1	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM135B	NA	NA	NA	NA	NA	NA	NA	NA	NA
AK4	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC16A9	NA	NA	NA	NA	NA	NA	NA	NA	NA
MVP	NA	NA	NA	NA	NA	NA	NA	NA	NA
PHF20L1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASAH2	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC26A6	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAPK8	NA	NA	NA	NA	NA	NA	NA	NA	NA
SULT1A2	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCDC51	NA	NA	NA	NA	NA	NA	NA	NA	NA
BTC	NA	NA	NA	NA	NA	NA	NA	NA	NA
AREG	NA	NA	NA	NA	NA	NA	NA	NA	NA
MTHFD2L	NA	NA	NA	NA	NA	NA	NA	NA	NA
AFP	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF32	NA	NA	NA	NA	NA	NA	NA	NA	NA
BMP7	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF248	NA	NA	NA	NA	NA	NA	NA	NA	NA
HECW1	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCALD	NA	NA	NA	NA	NA	NA	NA	NA	NA
YWHAZ	NA	NA	NA	NA	NA	NA	NA	NA	NA
DNAI7	NA	NA	NA	NA	NA	NA	NA	NA	NA
ITGB1	NA	NA	NA	NA	NA	NA	NA	NA	NA
MOB1B	NA	NA	NA	NA	NA	NA	NA	NA	NA
LDHB	NA	NA	NA	NA	NA	NA	NA	NA	NA
PDP1	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCHCR1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACBD5	NA	NA	NA	NA	NA	NA	NA	NA	NA
VAMP1	NA	NA	NA	NA	NA	NA	NA	NA	NA
MYH11	NA	NA	NA	NA	NA	NA	NA	NA	NA
MARF1	NA	NA	NA	NA	NA	NA	NA	NA	NA
MPV17L	NA	NA	NA	NA	NA	NA	NA	NA	NA
PDXDC1	NA	NA	NA	NA	NA	NA	NA	NA	NA
HNF4G	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATF7IP2	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRIM40	NA	NA	NA	NA	NA	NA	NA	NA	NA
GNE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABAT	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADHFE1	NA	NA	NA	NA	NA	NA	NA	NA	NA
HLA-A	NA	NA	NA	NA	NA	NA	NA	NA	NA
CD72	NA	NA	NA	NA	NA	NA	NA	NA	NA
TIMM17B	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR12D3	NA	NA	NA	NA	NA	NA	NA	NA	NA
ING4	NA	NA	NA	NA	NA	NA	NA	NA	NA
FITM2	NA	NA	NA	NA	NA	NA	NA	NA	NA
NFKBID	NA	NA	NA	NA	NA	NA	NA	NA	NA
GPAT4	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUDT19	NA	NA	NA	NA	NA	NA	NA	NA	NA
NFE2L2	NA	NA	NA	NA	NA	NA	NA	NA	NA
RAPGEF4	NA	NA	NA	NA	NA	NA	NA	NA	NA
IL15RA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GALNT9	NA	NA	NA	NA	NA	NA	NA	NA	NA
DDX51	NA	NA	NA	NA	NA	NA	NA	NA	NA
BLOC1S5	NA	NA	NA	NA	NA	NA	NA	NA	NA
WEE2	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDYL	NA	NA	NA	NA	NA	NA	NA	NA	NA
HOOK2	NA	NA	NA	NA	NA	NA	NA	NA	NA
ALG3	NA	NA	NA	NA	NA	NA	NA	NA	NA
CEP83	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRPM2	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC35E3	NA	NA	NA	NA	NA	NA	NA	NA	NA
TM9SF4	NA	NA	NA	NA	NA	NA	NA	NA	NA
CTDSP2	NA	NA	NA	NA	NA	NA	NA	NA	NA
RDH16	NA	NA	NA	NA	NA	NA	NA	NA	NA
HM13	NA	NA	NA	NA	NA	NA	NA	NA	NA
EFCAB9	NA	NA	NA	NA	NA	NA	NA	NA	NA
APOF	NA	NA	NA	NA	NA	NA	NA	NA	NA
PLPP4	NA	NA	NA	NA	NA	NA	NA	NA	NA
GNAT3	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIGD1C	NA	NA	NA	NA	NA	NA	NA	NA	NA
MX1	NA	NA	NA	NA	NA	NA	NA	NA	NA
PCDHGA10	NA	NA	NA	NA	NA	NA	NA	NA	NA
B3GALT5	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC25A45	NA	NA	NA	NA	NA	NA	NA	NA	NA
YPEL3	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATL3	NA	NA	NA	NA	NA	NA	NA	NA	NA
COL13A1	NA	NA	NA	NA	NA	NA	NA	NA	NA
CTNND1	NA	NA	NA	NA	NA	NA	NA	NA	NA
LCMT1	NA	NA	NA	NA	NA	NA	NA	NA	NA
HLCS	NA	NA	NA	NA	NA	NA	NA	NA	NA
SETD4	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMEM26	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCC1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACSM4	NA	NA	NA	NA	NA	NA	NA	NA	NA
MROH2B	NA	NA	NA	NA	NA	NA	NA	NA	NA
PAICS	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANKRD18A	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM166B	NA	NA	NA	NA	NA	NA	NA	NA	NA
GRXCR1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADA2	NA	NA	NA	NA	NA	NA	NA	NA	NA
GRIK1	NA	NA	NA	NA	NA	NA	NA	NA	NA
MORC3	NA	NA	NA	NA	NA	NA	NA	NA	NA
PLA2G2A	NA	NA	NA	NA	NA	NA	NA	NA	NA
EFCAB8	NA	NA	NA	NA	NA	NA	NA	NA	NA
RBM11	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCGR	NA	NA	NA	NA	NA	NA	NA	NA	NA
WDR47	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM72D	NA	NA	NA	NA	NA	NA	NA	NA	NA
MIER1	NA	NA	NA	NA	NA	NA	NA	NA	NA
MATN3	NA	NA	NA	NA	NA	NA	NA	NA	NA
LIPK	NA	NA	NA	NA	NA	NA	NA	NA	NA
LIPM	NA	NA	NA	NA	NA	NA	NA	NA	NA
LIPN	NA	NA	NA	NA	NA	NA	NA	NA	NA
GP5	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDCA7L	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCDC85A	NA	NA	NA	NA	NA	NA	NA	NA	NA
DTNB	NA	NA	NA	NA	NA	NA	NA	NA	NA
VSTM2A	NA	NA	NA	NA	NA	NA	NA	NA	NA
SCFD2	NA	NA	NA	NA	NA	NA	NA	NA	NA
IL18BP	NA	NA	NA	NA	NA	NA	NA	NA	NA
CNGA1	NA	NA	NA	NA	NA	NA	NA	NA	NA
GDPD3	NA	NA	NA	NA	NA	NA	NA	NA	NA
BCL6	NA	NA	NA	NA	NA	NA	NA	NA	NA
CYP4F11	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTF2A1L	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNPLA7	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQX1	NA	NA	NA	NA	NA	NA	NA	NA	NA
FSHR	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMEM79	NA	NA	NA	NA	NA	NA	NA	NA	NA
WDR62	NA	NA	NA	NA	NA	NA	NA	NA	NA
XPO1	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLHC1	NA	NA	NA	NA	NA	NA	NA	NA	NA
AQP12B	NA	NA	NA	NA	NA	NA	NA	NA	NA
PYCR1	NA	NA	NA	NA	NA	NA	NA	NA	NA
SULT6B1	NA	NA	NA	NA	NA	NA	NA	NA	NA
TCL1A	NA	NA	NA	NA	NA	NA	NA	NA	NA
NLRC4	NA	NA	NA	NA	NA	NA	NA	NA	NA
RNF32	NA	NA	NA	NA	NA	NA	NA	NA	NA
GPSM2	NA	NA	NA	NA	NA	NA	NA	NA	NA
MFSD2B	NA	NA	NA	NA	NA	NA	NA	NA	NA
SANBR	NA	NA	NA	NA	NA	NA	NA	NA	NA
PDE7A	NA	NA	NA	NA	NA	NA	NA	NA	NA
OBSL1	NA	NA	NA	NA	NA	NA	NA	NA	NA
SMS	NA	NA	NA	NA	NA	NA	NA	NA	NA
TF	NA	NA	NA	NA	NA	NA	NA	NA	NA
THADA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MS4A15	NA	NA	NA	NA	NA	NA	NA	NA	NA
GABRR2	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADRA2C	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARMC5	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR2A14	NA	NA	NA	NA	NA	NA	NA	NA	NA
XKR9	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR6B1	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR2A25	NA	NA	NA	NA	NA	NA	NA	NA	NA
TIGD1	NA	NA	NA	NA	NA	NA	NA	NA	NA
TAS2R40	NA	NA	NA	NA	NA	NA	NA	NA	NA
MYO3B	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC38A11	NA	NA	NA	NA	NA	NA	NA	NA	NA
CNPPD1	NA	NA	NA	NA	NA	NA	NA	NA	NA
GULP1	NA	NA	NA	NA	NA	NA	NA	NA	NA
NEMP2	NA	NA	NA	NA	NA	NA	NA	NA	NA
SCN9A	NA	NA	NA	NA	NA	NA	NA	NA	NA
MYO7A	NA	NA	NA	NA	NA	NA	NA	NA	NA
MGAT5	NA	NA	NA	NA	NA	NA	NA	NA	NA
CD207	NA	NA	NA	NA	NA	NA	NA	NA	NA
PXMP4	NA	NA	NA	NA	NA	NA	NA	NA	NA
NIF3L1	NA	NA	NA	NA	NA	NA	NA	NA	NA
SMPD4	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASB18	NA	NA	NA	NA	NA	NA	NA	NA	NA
PREPL	NA	NA	NA	NA	NA	NA	NA	NA	NA
CD8A	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATG9A	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC39A10	NA	NA	NA	NA	NA	NA	NA	NA	NA
SNORC	NA	NA	NA	NA	NA	NA	NA	NA	NA
RGPD4	NA	NA	NA	NA	NA	NA	NA	NA	NA
AFF3	NA	NA	NA	NA	NA	NA	NA	NA	NA
XIRP2	NA	NA	NA	NA	NA	NA	NA	NA	NA
TET3	NA	NA	NA	NA	NA	NA	NA	NA	NA
DYSF	NA	NA	NA	NA	NA	NA	NA	NA	NA
ITGA6	NA	NA	NA	NA	NA	NA	NA	NA	NA
CWC22	NA	NA	NA	NA	NA	NA	NA	NA	NA
C5orf52	NA	NA	NA	NA	NA	NA	NA	NA	NA
POTEJ	NA	NA	NA	NA	NA	NA	NA	NA	NA
IL18R1	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAP3K2	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPIRE1	NA	NA	NA	NA	NA	NA	NA	NA	NA
RAB1A	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMEM150A	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTUM	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACAN	NA	NA	NA	NA	NA	NA	NA	NA	NA
NECAB1	NA	NA	NA	NA	NA	NA	NA	NA	NA
FUT2	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR7E24	NA	NA	NA	NA	NA	NA	NA	NA	NA
TANC2	NA	NA	NA	NA	NA	NA	NA	NA	NA
PCYOX1	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCG	NA	NA	NA	NA	NA	NA	NA	NA	NA
UGT2B11	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC12A5	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMOTL1	NA	NA	NA	NA	NA	NA	NA	NA	NA
KIF4B	NA	NA	NA	NA	NA	NA	NA	NA	NA
TC2N	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANKUB1	NA	NA	NA	NA	NA	NA	NA	NA	NA
UBA52	NA	NA	NA	NA	NA	NA	NA	NA	NA
AGBL3	NA	NA	NA	NA	NA	NA	NA	NA	NA
LAMB2	NA	NA	NA	NA	NA	NA	NA	NA	NA
RARG	NA	NA	NA	NA	NA	NA	NA	NA	NA
RNF24	NA	NA	NA	NA	NA	NA	NA	NA	NA
CASP4	NA	NA	NA	NA	NA	NA	NA	NA	NA
PLCD4	NA	NA	NA	NA	NA	NA	NA	NA	NA
RBM17	NA	NA	NA	NA	NA	NA	NA	NA	NA
MLN	NA	NA	NA	NA	NA	NA	NA	NA	NA
DHRS9	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMBIM6	NA	NA	NA	NA	NA	NA	NA	NA	NA
AKR1B15	NA	NA	NA	NA	NA	NA	NA	NA	NA
GPAT2	NA	NA	NA	NA	NA	NA	NA	NA	NA
SEMA5B	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATP5PF	NA	NA	NA	NA	NA	NA	NA	NA	NA
RNF212	NA	NA	NA	NA	NA	NA	NA	NA	NA
CTNNA3	NA	NA	NA	NA	NA	NA	NA	NA	NA
CYB561A3	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC38A4	NA	NA	NA	NA	NA	NA	NA	NA	NA
LETMD1	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMEM67	NA	NA	NA	NA	NA	NA	NA	NA	NA
PLSCR5	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZBBX	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC16A5	NA	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPLL	NA	NA	NA	NA	NA	NA	NA	NA	NA
RIMBP3C	NA	NA	NA	NA	NA	NA	NA	NA	NA
CLEC2L	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASB10	NA	NA	NA	NA	NA	NA	NA	NA	NA
KCNK16	NA	NA	NA	NA	NA	NA	NA	NA	NA
SMIM19	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERV3-1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANKRD36	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATP2B1	NA	NA	NA	NA	NA	NA	NA	NA	NA
KLLN	NA	NA	NA	NA	NA	NA	NA	NA	NA
PSMG4	NA	NA	NA	NA	NA	NA	NA	NA	NA
LDB1	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRRT3	NA	NA	NA	NA	NA	NA	NA	NA	NA
TTLL3	NA	NA	NA	NA	NA	NA	NA	NA	NA
SMARCD2	NA	NA	NA	NA	NA	NA	NA	NA	NA
POTEI	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC4A10	NA	NA	NA	NA	NA	NA	NA	NA	NA
NANOS1	NA	NA	NA	NA	NA	NA	NA	NA	NA
EPS15L1	NA	NA	NA	NA	NA	NA	NA	NA	NA
KIF5C	NA	NA	NA	NA	NA	NA	NA	NA	NA
MYO1A	NA	NA	NA	NA	NA	NA	NA	NA	NA
SMYD1	NA	NA	NA	NA	NA	NA	NA	NA	NA
CD163L1	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC4A4	NA	NA	NA	NA	NA	NA	NA	NA	NA
HLA-DPA1	NA	NA	NA	NA	NA	NA	NA	NA	NA
PLA2G10	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF655	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR5K2	NA	NA	NA	NA	NA	NA	NA	NA	NA
TAFA2	NA	NA	NA	NA	NA	NA	NA	NA	NA
JMJD6	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMEM182	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF716	NA	NA	NA	NA	NA	NA	NA	NA	NA
DIXDC1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF625	NA	NA	NA	NA	NA	NA	NA	NA	NA
FGD4	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAPK9	NA	NA	NA	NA	NA	NA	NA	NA	NA
SEMA4B	NA	NA	NA	NA	NA	NA	NA	NA	NA
SENP1	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EIF2B4	NA	NA	NA	NA	NA	NA	NA	NA	NA
KLHL24	NA	NA	NA	NA	NA	NA	NA	NA	NA
EARS2	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMEM68	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMEM229A	NA	NA	NA	NA	NA	NA	NA	NA	NA
RETREG2	NA	NA	NA	NA	NA	NA	NA	NA	NA
RAPGEF3	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR6V1	NA	NA	NA	NA	NA	NA	NA	NA	NA
IK	NA	NA	NA	NA	NA	NA	NA	NA	NA
SCN4A	NA	NA	NA	NA	NA	NA	NA	NA	NA
FTSJ3	NA	NA	NA	NA	NA	NA	NA	NA	NA
KANSL3	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATF5	NA	NA	NA	NA	NA	NA	NA	NA	NA
SFTPA1	NA	NA	NA	NA	NA	NA	NA	NA	NA
BLCAP	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM104B	NA	NA	NA	NA	NA	NA	NA	NA	NA
NTF3	NA	NA	NA	NA	NA	NA	NA	NA	NA
UBE2W	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACTL6A	NA	NA	NA	NA	NA	NA	NA	NA	NA
ALKBH8	NA	NA	NA	NA	NA	NA	NA	NA	NA
LPIN1	NA	NA	NA	NA	NA	NA	NA	NA	NA
SP140L	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMEM243	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSPT1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ALKBH2	NA	NA	NA	NA	NA	NA	NA	NA	NA
L3MBTL1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANXA11	NA	NA	NA	NA	NA	NA	NA	NA	NA
ITK	NA	NA	NA	NA	NA	NA	NA	NA	NA
KMT2B	NA	NA	NA	NA	NA	NA	NA	NA	NA
IP6K3	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR10J1	NA	NA	NA	NA	NA	NA	NA	NA	NA
FCHSD1	NA	NA	NA	NA	NA	NA	NA	NA	NA
CD36	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATF7	NA	NA	NA	NA	NA	NA	NA	NA	NA
