"","GAMuT_20095","GAMuT_20104","GAMuT_20800","GAMuT_OV0711","GAMuT_1000"
"ENSG00000198435",51,945,59,202,83
"ENSG00000198440",76,175,10,187,251
"ENSG00000198453",30,381,19,223,578
"ENSG00000198455",524,646,312,648,385
"ENSG00000198464",945,1900,55,952,1152
"ENSG00000198466",525,1757,476,1862,3905
"ENSG00000198467",128,372,246,645,792
"ENSG00000198478",4091,9531,4181,13636,13011
"ENSG00000198482",561,1659,557,1267,1293
"ENSG00000198488",85,5,1280,22,50
"ENSG00000198492",794,3312,1124,1916,1560
"ENSG00000198496",19,86,45,125,196
"ENSG00000198498",363,421,426,874,573
"ENSG00000198502",78,604,248,264,396
"ENSG00000198513",59,182,93,154,209
"ENSG00000198515",142,146,25,68,43
"ENSG00000198517",87,1180,187,632,1185
"ENSG00000198521",68,2508,57,359,657
"ENSG00000198522",408,1191,784,965,817
"ENSG00000198535",33,545,54,714,57
"ENSG00000198538",354,1837,713,1235,1986
"ENSG00000198542",17,54,10,375,84
"ENSG00000198546",294,322,210,250,212
"ENSG00000198551",476,1166,418,1031,434
"ENSG00000198554",432,1234,670,669,726
"ENSG00000198556",161,657,263,625,417
"ENSG00000198561",6429,23698,5010,24311,27013
"ENSG00000198563",264,1723,361,1026,1772
"ENSG00000198585",556,1369,820,1158,1359
"ENSG00000198586",1458,3835,1588,3539,2564
"ENSG00000198589",8062,11469,8724,16796,11670
"ENSG00000198590",53,86,28,115,133
"ENSG00000198604",1816,3643,1971,3651,2697
"ENSG00000198610",264,944,65,97,17
"ENSG00000198612",482,1113,970,1334,757
"ENSG00000198624",19,173,67,118,246
"ENSG00000198625",1205,3233,955,3873,3966
"ENSG00000198626",1871,114,16,99,52
"ENSG00000198642",2783,3382,2360,3785,1635
"ENSG00000198643",1726,696,2732,3747,1000
"ENSG00000198646",447,3149,514,1587,2011
"ENSG00000198648",1513,5497,2799,6875,4482
"ENSG00000198663",889,2833,1184,2777,4533
"ENSG00000198668",5253,18092,4641,10878,6763
"ENSG00000198673",68,78,32,235,99
"ENSG00000198677",6196,7614,3029,7506,3618
"ENSG00000198680",117,499,69,133,160
"ENSG00000198682",2281,3580,4650,2641,503
"ENSG00000198689",522,1277,310,661,649
"ENSG00000198690",667,1426,878,1667,902
"ENSG00000198700",834,4919,1232,1945,2987
"ENSG00000198707",1581,1185,1174,3054,1269
"ENSG00000198715",123,1006,253,634,1308
"ENSG00000198718",826,2099,596,2002,2494
"ENSG00000198719",82,280,10,38,33
"ENSG00000198720",16,155,23,53,113
"ENSG00000198721",275,2207,500,1715,854
"ENSG00000198722",2163,5473,1306,3387,1817
"ENSG00000198728",164,814,250,791,1046
"ENSG00000198729",1,729,77,68,1
"ENSG00000198730",972,3983,1464,2667,2231
"ENSG00000198734",710,27,4433,11953,3709
"ENSG00000198736",57,284,207,251,215
"ENSG00000198740",998,1745,711,2393,2525
"ENSG00000198742",575,2315,1030,2264,1925
"ENSG00000198743",2335,8155,4630,5861,1879
"ENSG00000198744",43,69,78,15,65
"ENSG00000198746",51,406,46,176,343
"ENSG00000198752",953,7088,1244,4825,6091
"ENSG00000198755",5386,8985,4246,7323,5450
"ENSG00000198756",11,11,8,26,32
"ENSG00000198758",596,3560,654,3582,1464
"ENSG00000198771",32,134,78,91,93
"ENSG00000198774",39,411,77,240,653
"ENSG00000198780",772,380,1299,1168,641
"ENSG00000198783",104,413,79,354,720
"ENSG00000198788",29070,31,12080,1774,21
"ENSG00000198791",2151,1746,2471,2922,2912
"ENSG00000198792",128,1670,439,801,1924
"ENSG00000198793",681,6636,1246,2382,3867
"ENSG00000198794",5,142,31,140,270
"ENSG00000198795",70,46,116,159,63
"ENSG00000198799",708,1904,620,2436,2353
"ENSG00000198805",813,3135,1029,2446,2924
"ENSG00000198814",417,385,70,220,35
"ENSG00000198815",791,2762,831,2158,1891
"ENSG00000198816",21,399,46,131,268
"ENSG00000198818",542,1609,643,1307,1237
"ENSG00000198821",5,36,7,28,20
"ENSG00000198824",258,526,291,478,483
"ENSG00000198825",546,303,771,1120,514
"ENSG00000198826",732,2369,688,696,928
"ENSG00000198829",50,40,118,3169,13
"ENSG00000198830",298,1698,352,535,923
"ENSG00000198832",15,89,54,85,165
"ENSG00000198833",1972,3641,1756,3629,2282
"ENSG00000198836",3193,6182,2486,5606,3191
"ENSG00000198837",99,1201,166,487,1205
"ENSG00000198839",814,1089,886,1563,151
"ENSG00000198841",55,312,66,202,260
"ENSG00000198843",1023,1888,1007,2257,1412
"ENSG00000198844",8,79,48,28,96
"ENSG00000198846",291,696,427,199,87
"ENSG00000198853",42,499,61,230,488
"ENSG00000198855",43,270,97,198,163
"ENSG00000198856",918,979,985,1484,2010
"ENSG00000198858",209,1716,317,835,1062
"ENSG00000198860",216,730,498,472,577
"ENSG00000198862",2721,4005,2356,5529,2883
"ENSG00000198863",236,510,428,795,1988
"ENSG00000198865",9,13,3,41,133
"ENSG00000198873",247,185,618,626,370
"ENSG00000198874",254,717,311,722,427
"ENSG00000198876",1131,3674,1438,1497,1560
"ENSG00000198879",91,226,121,968,206
"ENSG00000198887",5316,4006,4029,4834,2462
"ENSG00000198890",168,900,100,473,961
"ENSG00000198892",2,18,2,21,69
"ENSG00000198894",568,1339,520,1515,1269
"ENSG00000198898",3945,5514,3324,9214,2234
"ENSG00000198900",1372,4104,2022,3168,2695
"ENSG00000198901",1321,3831,1299,930,1224
"ENSG00000198908",154,179,151,135,160
"ENSG00000198909",96,343,188,473,807
"ENSG00000198911",900,4368,1339,2479,5889
"ENSG00000198912",150,1125,273,548,575
"ENSG00000198917",159,1223,263,406,467
"ENSG00000198918",6112,2711,2093,3404,1227
"ENSG00000198919",418,1276,338,748,747
"ENSG00000198920",548,1988,528,1544,661
"ENSG00000198924",732,521,718,984,688
"ENSG00000198925",220,2900,462,1031,1298
"ENSG00000198929",57,209,97,241,117
"ENSG00000198931",319,1293,479,1381,1667
"ENSG00000198932",224,198,80,482,455
"ENSG00000198933",10,153,7,39,268
"ENSG00000198937",25,274,65,61,252
"ENSG00000198939",41,21,27,74,25
"ENSG00000198944",132,207,68,438,261
"ENSG00000198945",97,107,88,247,605
"ENSG00000198947",447,141,49,1085,1129
"ENSG00000198948",17,682,48,66,27
"ENSG00000198951",266,872,519,1349,956
"ENSG00000198952",430,6135,775,1517,4176
"ENSG00000198954",313,592,358,820,520
"ENSG00000198959",128,6903,2422,391,497
"ENSG00000198960",63,35,52,136,146
"ENSG00000198961",3158,6813,3219,7149,5224
"ENSG00000198964",958,2539,643,1957,1200
"ENSG00000199347",362,306,144,54,446
"ENSG00000199568",834,527,629,534,689
"ENSG00000199683",633,552,605,568,401
"ENSG00000199691",17,59,27,104,47
"ENSG00000199753",13,66,17,36,122
"ENSG00000200087",9154,18094,6528,26282,8604
"ENSG00000200156",408,415,311,371,499
"ENSG00000200243",85,200,94,347,128
"ENSG00000200312",954,2083,1698,1638,1199
"ENSG00000200354",299,322,130,236,176
"ENSG00000200394",36,15,29,48,93
"ENSG00000200488",892,2199,1248,2946,1370
"ENSG00000200534",37,95,33,64,61
"ENSG00000200783",51,71,56,131,65
"ENSG00000200792",60,121,48,118,61
"ENSG00000200795",2862,2413,1181,3411,1395
"ENSG00000200816",63,104,47,97,116
"ENSG00000200959",45,55,44,63,39
"ENSG00000201098",73,244,145,109,242
"ENSG00000201201",261,513,513,1130,298
"ENSG00000201229",10,8,9,33,19
"ENSG00000201302",53,63,39,49,21
"ENSG00000201315",158,132,269,312,140
"ENSG00000201428",25,119,30,167,103
"ENSG00000201457",7,10,3,38,17
"ENSG00000201512",62,80,33,64,39
"ENSG00000201643",16,8,8,71,11
"ENSG00000201758",134,85,195,243,63
"ENSG00000201772",60,287,88,208,216
"ENSG00000201793",193,431,294,535,356
"ENSG00000201882",37,47,39,61,27
"ENSG00000201901",138,133,138,332,70
"ENSG00000201912",30,135,39,32,86
"ENSG00000201998",291,564,273,765,258
"ENSG00000202058",3023,3493,3370,4759,1409
"ENSG00000202198",291281,404731,403221,590859,218074
"ENSG00000202241",16,32,39,52,23
"ENSG00000202392",186,315,236,233,155
"ENSG00000202538",3657,3595,2476,10297,3293
"ENSG00000202566",32,52,33,44,33
"ENSG00000203326",349,1779,408,1387,1670
"ENSG00000203485",553,5436,671,3343,5886
"ENSG00000203499",159,1815,408,583,1910
"ENSG00000203644",171,230,148,319,94
"ENSG00000203647",6,31,5,23,46
"ENSG00000203666",17,151,35,82,116
"ENSG00000203667",372,1010,391,884,575
"ENSG00000203668",853,2876,753,2289,864
"ENSG00000203697",1348,658,1828,7863,14124
"ENSG00000203705",142,178,306,437,233
"ENSG00000203709",317,641,620,1912,2146
"ENSG00000203710",9,45,123,79,53
"ENSG00000203727",2030,5219,736,5148,229
"ENSG00000203737",39,79,43,84,102
"ENSG00000203739",5,31,4,25,44
"ENSG00000203747",165,326,476,189,70
"ENSG00000203760",187,836,153,118,186
"ENSG00000203778",13,19,11,69,162
"ENSG00000203780",139,72,65,191,103
"ENSG00000203791",363,372,195,645,310
"ENSG00000203797",13,67,30,261,183
"ENSG00000203799",327,95,66,415,22
"ENSG00000203804",30,50,47,36,61
"ENSG00000203814",187,2230,258,552,768
"ENSG00000203865",30,123,25,70,90
"ENSG00000203867",5,11,17,18,65
"ENSG00000203872",34,74,35,97,146
"ENSG00000203875",1198,1405,796,1467,1695
"ENSG00000203876",111,60,6,104,44
"ENSG00000203879",313,1595,436,880,769
"ENSG00000203880",922,2058,1174,2654,1348
"ENSG00000203943",137,152,65,360,289
"ENSG00000203950",5,181,6,95,137
"ENSG00000203965",196,324,287,416,255
"ENSG00000203985",5,1,65,24,16
"ENSG00000203993",47,206,32,89,99
"ENSG00000204054",304,809,594,636,392
"ENSG00000204070",287,997,341,656,1006
"ENSG00000204084",225,799,313,912,1017
"ENSG00000204086",67,67,13,73,31
"ENSG00000204103",71,611,165,358,67
"ENSG00000204104",167,1087,352,491,423
"ENSG00000204116",1400,724,746,1335,380
"ENSG00000204120",1434,5381,2943,4017,3360
"ENSG00000204128",479,2799,309,1718,496
"ENSG00000204130",650,414,415,1231,786
"ENSG00000204131",20,99,109,111,146
"ENSG00000204136",7,20,36,94,59
"ENSG00000204138",494,2049,570,1415,1576
"ENSG00000204147",98,128,79,130,92
"ENSG00000204149",19,62,18,92,56
"ENSG00000204152",85,99,46,212,165
"ENSG00000204160",96,806,172,378,538
"ENSG00000204161",5,49,30,61,36
"ENSG00000204172",7,36,6,20,42
"ENSG00000204175",43,725,13,114,34
"ENSG00000204177",74,91,67,354,180
"ENSG00000204178",619,1300,717,1682,1618
"ENSG00000204179",1,2,0,4,59
"ENSG00000204186",140,1314,34,287,181
"ENSG00000204209",205,1854,349,707,1372
"ENSG00000204217",1764,6444,2449,6062,4956
"ENSG00000204219",956,506,518,1741,1446
"ENSG00000204220",155,873,223,342,531
"ENSG00000204227",50,460,145,303,938
"ENSG00000204228",50,243,97,330,717
"ENSG00000204231",226,1224,285,817,1584
"ENSG00000204237",49,240,77,253,951
"ENSG00000204252",37,158,96,182,302
"ENSG00000204256",1044,7807,1782,3556,6761
"ENSG00000204257",41,375,169,390,875
"ENSG00000204261",79,215,158,65,117
"ENSG00000204262",1359,1973,1836,1984,1321
"ENSG00000204264",778,5885,1314,1351,1529
"ENSG00000204267",146,2506,272,359,291
"ENSG00000204271",135,381,115,238,142
"ENSG00000204272",162,603,183,366,448
"ENSG00000204282",21,277,62,99,280
"ENSG00000204287",490,3983,1448,2757,1467
"ENSG00000204291",189,1473,485,1045,861
"ENSG00000204301",30,243,148,120,475
"ENSG00000204304",89,668,129,359,714
"ENSG00000204305",7,39,13,32,40
"ENSG00000204308",191,1005,235,433,679
"ENSG00000204310",133,1498,237,929,1605
"ENSG00000204311",18,20,29,52,22
"ENSG00000204314",7,44,10,38,67
"ENSG00000204315",26,237,46,110,272
"ENSG00000204316",14,27,4,26,82
"ENSG00000204323",11,9,11,69,654
"ENSG00000204344",41,237,38,151,276
"ENSG00000204348",46,450,57,101,323
"ENSG00000204351",124,2043,243,739,1939
"ENSG00000204356",348,1887,462,980,1726
"ENSG00000204366",6,194,19,48,124
"ENSG00000204370",1097,1636,740,1778,1207
"ENSG00000204371",110,2720,251,694,1387
"ENSG00000204381",33,50,32,106,94
"ENSG00000204385",1420,6738,1249,6938,21900
"ENSG00000204386",224,1825,493,267,6557
"ENSG00000204387",563,1581,561,1278,1852
"ENSG00000204388",277,2658,556,1784,2999
"ENSG00000204389",16,1756,27,536,56
"ENSG00000204390",26,521,43,268,340
"ENSG00000204392",146,1141,281,321,915
"ENSG00000204394",286,3165,476,1373,3022
"ENSG00000204396",33,100,13,254,719
"ENSG00000204397",32,432,18,116,102
"ENSG00000204406",275,1193,549,1027,1497
"ENSG00000204410",17,81,39,89,132
"ENSG00000204427",20,73,22,59,83
"ENSG00000204435",158,885,238,345,810
"ENSG00000204438",76,332,125,272,500
"ENSG00000204439",186,1417,322,739,1108
"ENSG00000204442",8,17,3,515,141
"ENSG00000204463",551,6068,857,2318,4920
"ENSG00000204469",552,10126,972,2350,6462
"ENSG00000204472",36,136,111,105,53
"ENSG00000204482",11,55,24,25,15
"ENSG00000204498",56,452,69,184,415
"ENSG00000204514",69,1303,76,411,750
"ENSG00000204516",37,456,60,52,94
"ENSG00000204519",163,1144,254,795,1272
"ENSG00000204520",104,396,119,261,452
"ENSG00000204524",207,485,322,634,945
"ENSG00000204525",2683,37725,5168,5985,25751
"ENSG00000204528",2,73,12,117,143
"ENSG00000204531",8,113,5,79,269
"ENSG00000204536",72,846,192,403,804
"ENSG00000204540",93,95,43,347,68
"ENSG00000204560",231,1936,342,835,1786
"ENSG00000204564",72,514,38,246,175
"ENSG00000204568",588,1810,771,1254,1987
"ENSG00000204569",557,3098,780,1810,2211
"ENSG00000204574",336,3620,699,1237,3303
"ENSG00000204576",39,284,80,139,287
"ENSG00000204580",1424,6760,2030,4648,8478
"ENSG00000204590",208,1540,365,677,1796
"ENSG00000204592",3379,12748,6592,5864,13810
"ENSG00000204599",43,333,89,183,333
"ENSG00000204604",783,2134,932,1511,2621
"ENSG00000204610",366,368,312,679,354
"ENSG00000204611",328,617,447,773,708
"ENSG00000204613",55,120,130,180,100
"ENSG00000204616",1662,5532,418,3359,797
"ENSG00000204618",7,7,38,161,91
"ENSG00000204619",363,1939,497,1350,1914
"ENSG00000204622",16,25,26,97,41
"ENSG00000204623",296,681,392,1031,1018
"ENSG00000204628",18234,44832,16758,26287,25887
"ENSG00000204632",73,516,175,158,392
"ENSG00000204634",253,732,1199,833,682
"ENSG00000204642",570,9588,1080,827,1270
"ENSG00000204650",76,162,132,520,888
"ENSG00000204673",63,615,114,312,1160
"ENSG00000204681",108,35,120,214,134
"ENSG00000204685",20,117,35,67,105
"ENSG00000204706",23,49,17,64,72
"ENSG00000204713",788,3497,1265,2626,4565
"ENSG00000204764",237,1749,808,875,264
"ENSG00000204789",89,494,177,399,606
"ENSG00000204822",12,49,17,21,51
"ENSG00000204839",38,589,87,141,641
"ENSG00000204842",614,2102,549,1572,1152
"ENSG00000204843",535,4241,1356,2705,4224
"ENSG00000204852",373,329,407,508,314
"ENSG00000204856",30,44,77,58,46
"ENSG00000204859",81,576,101,367,495
"ENSG00000204860",108,2,60,107,38
"ENSG00000204876",1009,842,1181,4020,32
"ENSG00000204899",512,777,287,541,509
"ENSG00000204920",115,190,184,240,463
"ENSG00000204922",97,802,79,279,548
"ENSG00000204923",70,139,86,165,152
"ENSG00000204946",109,752,95,363,445
"ENSG00000204947",11,65,30,60,18
"ENSG00000204954",73,189,68,127,89
"ENSG00000204959",27,144,51,51,104
"ENSG00000204967",78,467,1,9,50
"ENSG00000204977",1704,1180,780,1610,783
"ENSG00000204991",181,543,249,905,1224
"ENSG00000205045",14,67,3,46,153
"ENSG00000205060",429,975,409,944,449
"ENSG00000205084",48,89,37,110,76
"ENSG00000205085",25,68,30,30,66
"ENSG00000205089",156,1520,166,122,69
"ENSG00000205133",2135,577,1545,3083,1760
"ENSG00000205138",32,319,52,166,557
"ENSG00000205155",96,648,149,342,922
"ENSG00000205181",15,415,19,293,424
"ENSG00000205189",458,2758,294,513,1815
"ENSG00000205208",168,281,168,309,259
"ENSG00000205209",9,32,6,31,53
"ENSG00000205213",3842,169300,2747,12883,13194
"ENSG00000205220",147,696,179,409,271
"ENSG00000205221",4,10,1,35,13
"ENSG00000205250",255,1549,407,853,1512
"ENSG00000205268",339,2211,398,2093,2313
"ENSG00000205269",35,438,36,136,297
"ENSG00000205302",1388,2464,1000,1667,1870
"ENSG00000205323",72,135,42,123,83
"ENSG00000205336",225,2116,498,1141,3000
"ENSG00000205339",4935,14218,6573,10334,6268
"ENSG00000205352",200,660,151,614,309
"ENSG00000205356",151,716,190,742,791
"ENSG00000205403",188,4388,211,629,2586
"ENSG00000205413",1796,8645,4453,4516,1307
"ENSG00000205423",179,230,199,415,442
"ENSG00000205436",27,279,14,159,151
"ENSG00000205464",46,170,66,143,78
"ENSG00000205476",255,1685,235,483,1705
"ENSG00000205485",20,92,17,72,59
"ENSG00000205502",6,355,0,223,66
"ENSG00000205517",12,4,86,25,382
"ENSG00000205531",1131,6935,1486,3341,3205
"ENSG00000205534",25,26,22,72,36
"ENSG00000205542",3894,4632,1590,4208,3319
"ENSG00000205544",150,548,118,401,234
"ENSG00000205581",1621,5426,1495,2671,2140
"ENSG00000205593",9,92,16,108,273
"ENSG00000205609",5,64,6,35,95
"ENSG00000205629",235,461,270,566,582
"ENSG00000205643",24,85,40,97,114
"ENSG00000205659",66,336,136,220,298
"ENSG00000205664",108,333,116,197,103
"ENSG00000205683",8,120,0,106,88
"ENSG00000205707",344,356,234,449,103
"ENSG00000205710",3,44,4,15,112
"ENSG00000205726",481,2438,366,1788,2829
"ENSG00000205730",832,1262,1438,2370,2337
"ENSG00000205740",17,113,15,48,48
"ENSG00000205758",355,909,312,779,458
"ENSG00000205763",40,137,68,139,93
"ENSG00000205765",818,1653,660,1574,1473
"ENSG00000205771",12,24,23,44,36
"ENSG00000205808",286,428,252,412,243
"ENSG00000205885",186,531,187,440,272
"ENSG00000205903",74,923,171,358,1414
"ENSG00000205922",25,1,48,161,512
"ENSG00000205930",16,10,18,64,71
"ENSG00000205937",268,1522,443,994,1386
"ENSG00000205940",150,607,138,288,361
"ENSG00000205978",77,3041,373,1268,3638
"ENSG00000205981",266,543,258,711,376
"ENSG00000206052",45,12,11,158,113
"ENSG00000206053",1143,2910,1902,2580,2819
"ENSG00000206075",4285,11549,1595,8725,241
"ENSG00000206077",27,16,62,77,61
"ENSG00000206149",39,183,46,128,114
"ENSG00000206190",7,69,16,21,105
"ENSG00000206262",34,226,1,102,57
"ENSG00000206337",448,2708,1183,386,684
"ENSG00000206341",225,3453,519,737,1697
"ENSG00000206344",20,44,10,36,56
"ENSG00000206418",206,2697,139,458,483
"ENSG00000206503",4303,45718,8449,10717,24073
"ENSG00000206527",1231,1879,991,3604,2724
"ENSG00000206530",1199,1170,1082,2183,1602
"ENSG00000206535",55,31,29,68,57
"ENSG00000206538",182,79,73,517,662
"ENSG00000206559",15,25,11,34,20
"ENSG00000206560",1456,4394,1680,3641,2530
"ENSG00000206561",5,86,13,34,47
"ENSG00000206562",108,370,151,319,269
"ENSG00000206573",391,1085,389,876,873
"ENSG00000206585",88,45,39,39,69
"ENSG00000206633",191,221,65,92,87
"ENSG00000206634",38,42,30,117,28
"ENSG00000206652",29,27,19,41,47
"ENSG00000206702",45,29,27,68,69
"ENSG00000206838",56,319,90,248,255
"ENSG00000207008",370,697,307,1552,1124
"ENSG00000207067",31,43,18,86,35
"ENSG00000207175",2060,230,247,299,1378
"ENSG00000207181",16,25,20,68,22
"ENSG00000207217",70,63,31,72,33
"ENSG00000207233",47,56,19,194,48
"ENSG00000207344",20,17,12,30,6
"ENSG00000207389",4,32,2,27,49
"ENSG00000207392",12,18,12,82,23
"ENSG00000207445",153,406,153,742,397
"ENSG00000207475",14,28,9,39,28
"ENSG00000207493",29,9,19,54,36
"ENSG00000207523",29,39,13,76,60
"ENSG00000207650",6,31,12,38,22
"ENSG00000207864",26,26,23,25,10
"ENSG00000208772",79,250,127,569,360
"ENSG00000208892",312,254,193,658,175
"ENSG00000211445",12,115,39,106,3439
"ENSG00000211450",69,1054,88,438,913
"ENSG00000211454",87,365,81,445,93
"ENSG00000211455",1409,2382,1155,3621,1126
"ENSG00000211456",896,2974,891,2505,1483
"ENSG00000211460",1217,3463,2372,3257,2422
"ENSG00000211584",140,390,221,325,339
"ENSG00000211592",1,112,1,35,283
"ENSG00000211772",1,42,2,11,16
"ENSG00000211895",0,6,0,13,92
"ENSG00000212027",16,57,21,57,31
"ENSG00000212124",94,190,48,196,111
"ENSG00000212125",91,127,33,193,80
"ENSG00000212126",39,63,23,91,46
"ENSG00000212127",137,188,78,259,137
"ENSG00000212128",95,100,41,123,78
"ENSG00000212195",6,32,39,35,29
"ENSG00000212232",2516,8255,3600,20905,11259
"ENSG00000212283",54,62,60,117,119
"ENSG00000212402",54,98,71,525,107
"ENSG00000212443",914,762,472,2340,396
"ENSG00000212464",310,197,239,561,416
"ENSG00000212588",59,105,33,79,97
"ENSG00000212694",95,172,28,144,75
"ENSG00000212719",27,231,52,76,36
"ENSG00000212743",59,15,30,124,42
"ENSG00000212747",5,37,10,27,38
"ENSG00000212916",5,260,9,254,493
"ENSG00000212978",13,18,7,66,246
"ENSG00000213015",19,78,26,57,314
"ENSG00000213020",318,919,334,613,773
"ENSG00000213024",193,2389,396,852,2254
"ENSG00000213047",1299,3012,813,3367,1727
"ENSG00000213057",10,43,19,38,71
"ENSG00000213058",3,1367,686,1808,1180
"ENSG00000213062",21,90,11,37,63
"ENSG00000213064",2364,8259,2703,5161,4235
"ENSG00000213066",262,1090,308,697,670
"ENSG00000213073",61,245,60,132,158
"ENSG00000213079",830,3979,1218,2580,3201
"ENSG00000213090",35,97,47,131,69
"ENSG00000213096",628,2037,394,905,776
"ENSG00000213139",56,44,66,128,88
"ENSG00000213160",720,2439,999,2473,2242
"ENSG00000213186",186,752,147,357,287
"ENSG00000213197",14,43,16,25,9
"ENSG00000213204",30,20,20,48,77
"ENSG00000213214",3,131,8,146,73
"ENSG00000213235",31,58,46,66,52
"ENSG00000213246",185,732,484,998,1911
"ENSG00000213281",1520,5123,1450,2968,2931
"ENSG00000213337",22,190,62,101,114
"ENSG00000213339",96,837,151,483,372
"ENSG00000213341",741,1001,584,1573,947
"ENSG00000213347",57,275,36,55,105
"ENSG00000213366",55,30,9,129,103
"ENSG00000213380",212,477,301,400,646
"ENSG00000213390",432,431,228,461,717
"ENSG00000213397",15,48,8,25,20
"ENSG00000213398",4,17,19,31,38
