"","GAMuT_23091","GAMuT_32035","GAMuT_32810","GAMuT_41361","GAMuT_41828","GAMuT_49009","GAMuT_51027","GAMuT_51052","GAMuT_51056","GAMuT_70066","GAMuT_IC294"
"ENSG00000227345",654,605,917,719,882,548,576,682,554,981,759
"ENSG00000227354",27,65,81,43,65,56,71,63,71,95,91
"ENSG00000227372",233,342,328,321,235,260,396,479,301,474,402
"ENSG00000227388",26,144,122,124,30,130,87,217,155,113,91
"ENSG00000227398",17,25,29,42,31,19,24,25,39,69,46
"ENSG00000227486",15,24,18,36,21,41,29,36,36,49,20
"ENSG00000227500",460,444,415,372,375,386,637,445,357,298,304
"ENSG00000227502",74,148,100,266,136,154,64,55,41,160,85
"ENSG00000227540",35,31,19,39,22,25,26,27,19,47,38
"ENSG00000227560",32,106,176,193,94,118,87,189,175,99,169
"ENSG00000227671",498,1145,2529,1492,1029,1134,741,1774,2579,1578,2294
"ENSG00000227825",54,52,74,42,27,41,72,89,58,93,35
"ENSG00000227854",62,29,34,31,53,36,48,30,16,51,39
"ENSG00000227896",19,56,44,38,19,12,19,56,45,90,44
"ENSG00000227939",59,19,32,24,39,17,36,13,24,53,26
"ENSG00000227946",31,49,43,49,31,48,23,44,46,44,29
"ENSG00000227953",24,71,81,96,38,54,53,90,107,112,129
"ENSG00000227954",81,210,269,162,251,88,141,48,291,663,256
"ENSG00000227986",24,51,76,72,40,27,21,46,60,77,48
"ENSG00000228037",136,93,125,91,38,138,56,102,84,120,74
"ENSG00000228043",32,52,69,67,39,30,36,68,77,43,79
"ENSG00000228065",87,248,327,403,140,255,186,159,474,660,612
"ENSG00000228106",102,153,547,247,211,157,107,203,255,135,295
"ENSG00000228223",91,321,540,302,285,230,157,351,211,471,371
"ENSG00000228265",38,29,53,29,46,22,21,16,26,33,32
"ENSG00000228300",219,73,76,51,102,87,139,77,65,48,45
"ENSG00000228393",65,137,87,65,56,100,52,110,103,119,100
"ENSG00000228409",74,83,95,150,79,72,64,131,109,155,133
"ENSG00000228439",66,83,72,80,51,34,36,94,63,84,68
"ENSG00000228446",58,102,159,166,104,107,98,156,105,125,153
"ENSG00000228451",86,115,93,53,91,69,49,81,69,67,32
"ENSG00000228474",3629,1474,2624,1334,3443,1083,1625,1211,1505,1531,1069
"ENSG00000228486",39,69,108,106,52,58,56,138,52,145,134
"ENSG00000228502",105,37,50,29,71,36,51,27,19,62,47
"ENSG00000228506",70,112,137,138,67,94,76,101,107,186,183
"ENSG00000228526",400,881,508,1020,659,605,624,1193,656,419,1104
"ENSG00000228544",31,42,49,46,27,23,29,43,59,40,30
"ENSG00000228594",86,49,75,30,28,21,63,10,37,74,40
"ENSG00000228623",108,95,221,154,79,61,93,46,311,277,659
"ENSG00000228638",95,84,104,81,165,61,60,89,78,110,86
"ENSG00000228716",188,105,213,143,333,150,185,114,194,164,238
"ENSG00000228775",78,84,100,112,118,72,61,87,49,138,116
"ENSG00000228782",50,88,127,112,60,58,55,107,71,127,120
"ENSG00000228794",113,119,120,150,171,106,102,164,109,259,144
"ENSG00000228801",37,33,60,29,47,16,25,26,22,55,64
"ENSG00000228817",11,68,56,72,34,52,56,85,45,68,100
"ENSG00000228828",37,141,155,136,70,118,73,198,195,139,194
"ENSG00000228878",24,61,82,77,51,44,46,83,73,112,83
"ENSG00000228903",51,24,218,71,130,85,20,47,52,37,64
"ENSG00000228906",19,71,74,76,40,54,37,75,89,106,104
"ENSG00000228989",93,54,62,91,62,44,57,67,54,71,59
"ENSG00000229036",19,60,32,72,37,35,31,64,54,73,71
"ENSG00000229043",33,55,25,46,15,41,45,63,31,48,46
"ENSG00000229117",258,245,273,215,233,193,206,240,231,208,236
"ENSG00000229127",52,174,232,178,75,169,157,272,257,281,334
"ENSG00000229152",146,491,600,624,433,315,300,734,340,501,577
"ENSG00000229155",245,221,153,90,323,179,99,371,165,177,373
"ENSG00000229167",34,109,46,101,32,89,128,62,55,18,97
"ENSG00000229180",78,296,207,402,131,250,157,366,294,412,301
"ENSG00000229241",14,56,40,117,53,82,32,102,75,80,112
"ENSG00000229320",68,93,129,89,78,70,76,100,117,116,146
"ENSG00000229325",8,64,121,73,65,32,22,121,68,100,111
"ENSG00000229358",180,344,248,398,373,232,153,351,212,170,153
"ENSG00000229391",43,221,94,197,87,27,213,22,175,38,186
"ENSG00000229417",95,95,87,94,141,97,45,203,107,78,116
"ENSG00000229419",4,7,26,49,28,15,11,22,27,44,22
"ENSG00000229473",32,55,74,84,43,66,41,96,74,87,96
"ENSG00000229474",25,67,119,84,31,59,49,31,64,76,110
"ENSG00000229591",22,33,34,45,33,50,12,70,57,62,52
"ENSG00000229619",39,40,58,55,34,20,33,15,33,79,84
"ENSG00000229689",301,230,206,280,218,110,168,526,415,301,403
"ENSG00000229692",35,89,106,140,94,68,73,91,123,163,122
"ENSG00000229715",240,653,354,962,523,1036,321,878,558,646,625
"ENSG00000229719",163,513,971,412,314,287,226,474,533,497,515
"ENSG00000229729",225,156,209,225,276,191,178,212,144,235,241
"ENSG00000229807",11758,41035,47281,55175,32799,37880,27214,58418,46505,55595,51149
"ENSG00000229808",20,52,92,49,39,51,25,67,78,41,98
"ENSG00000229809",171,111,115,152,133,123,103,119,99,137,88
"ENSG00000229816",57,126,140,191,92,113,85,153,144,145,195
"ENSG00000229833",102,68,104,74,117,81,79,80,46,77,82
"ENSG00000229847",63,280,8,33,74,8,28,86,400,174,47
"ENSG00000229956",26,38,105,105,76,41,64,81,102,148,135
"ENSG00000229980",55,57,76,33,49,31,33,57,43,26,35
"ENSG00000229989",14,67,62,48,49,17,26,3,61,75,152
"ENSG00000229992",48,124,126,174,107,124,69,235,103,134,108
"ENSG00000229994",27,55,57,70,33,43,32,26,50,75,71
"ENSG00000230002",18,51,57,69,44,38,24,74,56,81,54
"ENSG00000230069",43,63,86,108,100,69,43,60,89,83,60
"ENSG00000230071",44,73,103,130,136,102,70,139,57,71,124
"ENSG00000230124",574,664,1472,793,515,557,610,739,1465,1019,1301
"ENSG00000230177",41,65,122,107,99,72,56,100,63,101,83
"ENSG00000230189",81,185,178,170,125,132,101,188,176,225,239
"ENSG00000230445",19,19,27,25,20,18,26,14,199,28,61
"ENSG00000230457",33,101,108,55,35,27,25,164,112,100,102
"ENSG00000230487",58,92,69,81,59,43,76,59,49,84,92
"ENSG00000230490",36,79,98,116,65,59,47,200,42,135,154
"ENSG00000230551",596,1681,2619,2781,1750,1315,927,2699,2218,2244,2330
"ENSG00000230590",497,1472,1739,2216,1436,1133,895,2070,1360,2130,2050
"ENSG00000230630",209,592,768,531,381,128,378,56,288,1728,595
"ENSG00000230701",29,70,58,78,34,51,48,76,54,45,69
"ENSG00000230732",19,97,112,124,47,73,41,144,110,100,143
"ENSG00000230789",20,46,76,52,54,38,28,62,52,36,134
"ENSG00000230795",29,116,54,128,78,44,26,21,53,112,61
"ENSG00000230844",77,68,83,91,70,37,58,61,58,118,69
"ENSG00000230896",55,43,69,54,82,35,27,48,25,62,54
"ENSG00000230989",2286,1602,2638,1486,3295,1302,1580,1285,1196,2593,1696
"ENSG00000231025",242,340,772,367,458,350,222,438,413,403,404
"ENSG00000231028",32,56,42,66,50,55,34,81,94,71,76
"ENSG00000231074",1145,2231,2993,2894,1951,1383,1729,2936,3135,2833,3385
"ENSG00000231113",20,38,39,35,24,39,47,47,28,64,49
"ENSG00000231160",66,342,223,307,165,65,127,153,169,521,384
"ENSG00000231177",15,53,54,58,33,51,50,98,70,75,120
"ENSG00000231205",41,351,200,408,127,222,240,60,397,319,564
"ENSG00000231259",32,49,62,66,41,34,24,54,37,76,46
"ENSG00000231298",9,44,21,69,79,49,45,57,17,13,7
"ENSG00000231307",17,59,80,76,52,47,37,72,67,51,48
"ENSG00000231312",240,206,313,290,341,240,207,252,157,252,291
"ENSG00000231335",13,68,92,49,44,42,51,62,72,111,88
"ENSG00000231365",184,636,568,686,403,567,291,639,411,573,441
"ENSG00000231389",870,5298,3672,2238,2792,1212,7913,317,5047,2711,3888
"ENSG00000231500",13836,7513,10047,7211,12211,4301,9430,6102,5967,12153,10785
"ENSG00000231503",79,45,84,68,59,18,45,43,27,62,31
"ENSG00000231584",109,71,35,68,37,39,35,196,74,101,86
"ENSG00000231607",156,446,599,563,466,299,142,625,322,585,583
"ENSG00000231646",17,27,61,37,25,32,29,29,55,74,63
"ENSG00000231697",10,44,34,87,36,40,22,49,50,60,88
"ENSG00000231711",43,108,78,133,58,38,67,72,67,160,64
"ENSG00000231721",396,770,1008,554,942,450,486,705,647,871,690
"ENSG00000231770",41,78,82,68,86,54,51,47,43,65,73
"ENSG00000231806",91,67,49,52,86,55,42,60,61,30,116
"ENSG00000231856",44,33,38,55,59,47,21,61,56,28,29
"ENSG00000231887",26,21,41,62,39,44,40,52,79,70,91
"ENSG00000231889",39,103,128,147,76,70,84,110,113,216,152
"ENSG00000231890",28,38,27,36,28,88,35,42,73,31,40
"ENSG00000231925",2279,2222,4241,2032,2728,2304,4001,2783,2243,2229,2380
"ENSG00000232018",84,122,121,159,136,47,109,18,211,378,202
"ENSG00000232034",37,54,104,149,30,28,19,94,95,54,82
"ENSG00000232036",21,43,135,36,53,42,23,76,58,70,116
"ENSG00000232040",53,205,157,86,297,6,48,30,14,104,236
"ENSG00000232098",34,66,79,74,68,44,62,72,39,84,65
"ENSG00000232112",363,213,336,197,457,107,187,217,246,402,188
"ENSG00000232119",819,570,813,488,855,448,493,498,361,557,544
"ENSG00000232160",22,51,48,55,35,26,20,44,36,75,42
"ENSG00000232229",116,217,192,217,183,224,123,214,91,204,106
"ENSG00000232295",70,172,43,258,184,9,99,217,309,86,68
"ENSG00000232388",547,343,783,341,626,240,290,312,190,460,309
"ENSG00000232400",344,426,553,403,923,464,301,496,614,337,1036
"ENSG00000232434",40,22,37,60,33,73,35,33,50,31,52
"ENSG00000232533",81,71,59,61,92,52,59,38,26,40,45
"ENSG00000232536",25,33,138,83,50,78,52,36,41,33,49
"ENSG00000232545",48,75,68,89,84,106,88,188,90,72,114
"ENSG00000232559",96,99,106,140,110,90,104,115,106,142,136
"ENSG00000232586",5,52,85,24,9,16,33,96,89,30,51
"ENSG00000232587",70,213,197,289,147,190,134,280,161,293,266
"ENSG00000232593",53,136,117,136,62,117,86,154,149,197,198
"ENSG00000232611",26,50,74,113,42,56,29,86,37,104,71
"ENSG00000232626",18,17,51,34,28,17,26,25,39,27,51
"ENSG00000232677",50,63,127,75,54,89,94,120,216,253,401
"ENSG00000232693",26,66,77,98,42,58,39,133,43,45,74
"ENSG00000232838",101,96,148,102,179,39,86,135,20,60,60
"ENSG00000232859",117,158,77,126,95,58,102,155,66,186,121
"ENSG00000232872",20,41,68,126,16,213,22,149,109,116,15
"ENSG00000232915",7,45,59,55,33,40,31,62,62,42,53
"ENSG00000232931",74,2620,5484,271,575,445,1720,713,12713,1321,4341
"ENSG00000232956",316,270,258,250,281,162,244,243,300,312,348
"ENSG00000232973",37,52,37,71,32,14,12,46,72,141,75
"ENSG00000232994",20,74,81,82,52,33,27,54,56,81,67
"ENSG00000232995",38,86,303,107,78,93,55,152,175,161,156
"ENSG00000233006",91,173,171,325,118,216,168,313,167,244,227
"ENSG00000233008",67,57,11,126,68,95,24,153,69,89,40
"ENSG00000233016",568,262,192,302,220,325,243,263,204,367,356
"ENSG00000233041",6,25,447,155,4,89,15,45,5,56,76
"ENSG00000233184",189,131,188,134,160,80,109,168,146,193,180
"ENSG00000233217",66,230,1198,185,247,339,94,340,1160,176,1043
"ENSG00000233237",494,655,152,992,1036,38,423,819,773,340,228
"ENSG00000233264",20,42,75,89,77,37,29,68,56,73,47
"ENSG00000233276",2347,682,611,475,1163,558,1327,540,313,274,333
"ENSG00000233369",74,168,255,158,203,68,86,110,149,154,74
"ENSG00000233382",74,147,119,207,95,66,100,150,175,239,161
"ENSG00000233452",34,51,92,69,40,95,36,47,28,83,43
"ENSG00000233461",58,23,64,18,65,11,25,16,45,16,48
"ENSG00000233476",527,184,211,167,350,124,237,138,98,237,204
"ENSG00000233493",92,38,33,18,35,37,28,31,18,14,20
"ENSG00000233527",46,45,75,83,66,45,46,80,84,100,73
"ENSG00000233560",9,44,35,28,20,41,32,47,29,46,49
"ENSG00000233621",142,89,116,99,121,111,115,103,33,45,85
"ENSG00000233695",97,118,83,62,36,152,218,208,72,84,259
"ENSG00000233757",86,67,100,127,115,53,64,111,88,216,140
"ENSG00000233822",201,130,134,155,124,195,193,111,181,265,168
"ENSG00000233834",181,73,85,122,179,26,55,116,55,42,76
"ENSG00000233836",699,541,215,682,733,620,362,1367,883,1171,760
"ENSG00000233895",77,164,244,206,153,164,195,235,212,155,181
"ENSG00000233927",778,67,981,399,61,654,712,77,53,94,422
"ENSG00000233930",19,49,99,51,37,41,56,87,93,57,71
"ENSG00000233937",85,173,195,163,113,151,89,195,166,248,263
"ENSG00000233967",24,49,92,55,49,61,35,60,66,37,54
"ENSG00000234028",55,79,94,77,47,42,38,73,71,77,66
"ENSG00000234062",47,132,87,122,51,94,88,148,142,143,179
"ENSG00000234072",27,59,83,81,69,53,27,97,71,77,82
"ENSG00000234127",997,923,1086,915,1011,731,1002,1083,766,926,964
"ENSG00000234129",35,44,58,44,42,34,31,34,36,58,57
"ENSG00000234155",36,44,62,22,33,48,15,7,21,16,38
"ENSG00000234171",77,34,39,34,49,20,30,37,17,56,35
"ENSG00000234219",22,41,60,39,39,37,28,71,139,34,72
"ENSG00000234284",134,95,214,148,248,107,145,129,147,330,242
"ENSG00000234329",68,199,201,290,132,153,118,184,153,271,210
"ENSG00000234362",56,67,73,48,49,30,85,7,101,237,76
"ENSG00000234380",168,125,118,150,287,141,153,52,98,107,95
"ENSG00000234383",44,137,98,166,84,146,80,161,104,140,157
"ENSG00000234420",464,1013,1700,1540,850,829,658,1217,1132,1604,1293
"ENSG00000234444",700,1259,1541,1264,1275,823,909,1151,906,2255,1375
"ENSG00000234456",139,420,627,491,293,117,256,106,453,1415,468
"ENSG00000234465",153,119,142,103,100,89,41,143,89,203,119
"ENSG00000234494",48,71,79,33,37,54,54,56,86,67,93
"ENSG00000234545",122,207,278,289,248,151,97,291,166,297,232
"ENSG00000234585",70,91,174,147,104,118,86,233,174,147,236
"ENSG00000234608",298,224,389,221,259,270,246,235,141,336,247
"ENSG00000234614",180,60,181,13,18,32,44,110,17,15,206
"ENSG00000234616",790,878,952,861,458,611,922,958,622,1180,833
"ENSG00000234678",99,148,493,360,112,278,161,199,250,104,154
"ENSG00000234684",38,46,65,67,31,24,29,17,100,155,86
"ENSG00000234690",65,92,74,100,16,87,52,60,34,129,79
"ENSG00000234737",29,81,84,71,38,74,56,87,92,94,77
"ENSG00000234741",3565,2850,5958,2527,3099,2025,2436,2660,4562,3748,4943
"ENSG00000234745",12699,17206,48973,16240,15092,18600,40792,4981,13720,15737,12894
"ENSG00000234771",2943,2694,2773,3220,2665,2587,1747,3174,1615,1913,3998
"ENSG00000234851",273,100,104,73,140,120,161,67,19,124,110
"ENSG00000234899",17,46,75,116,40,56,15,89,39,32,64
"ENSG00000234912",115,172,133,110,99,117,140,220,135,132,191
"ENSG00000235106",234,243,224,205,254,116,289,199,126,321,190
"ENSG00000235109",733,713,959,896,1314,311,563,1680,420,905,629
"ENSG00000235142",97,324,76,651,75,3,41,62,133,11,206
"ENSG00000235145",11,41,70,59,27,37,12,39,43,48,63
"ENSG00000235162",1547,1445,1123,1511,3277,1079,1328,1559,1041,887,985
"ENSG00000235173",259,148,179,112,230,129,199,169,154,150,114
"ENSG00000235194",147,318,284,326,195,205,215,359,304,423,369
"ENSG00000235217",65,121,143,116,49,85,96,48,63,259,85
"ENSG00000235244",110,276,143,368,281,210,248,469,563,430,380
"ENSG00000235257",92,136,149,145,75,70,105,97,147,185,240
"ENSG00000235381",74,139,136,148,80,153,105,238,125,135,218
"ENSG00000235408",497,73,122,66,73,273,289,93,107,57,109
"ENSG00000235423",59,55,64,62,64,61,37,99,41,79,42
"ENSG00000235437",183,316,347,397,241,263,251,384,462,409,427
"ENSG00000235453",62,36,37,28,49,22,44,34,43,50,19
"ENSG00000235499",38,45,64,69,46,61,42,64,53,43,49
"ENSG00000235529",24,51,85,64,53,67,30,73,41,37,37
"ENSG00000235531",91,244,329,284,149,109,196,18,113,528,222
"ENSG00000235560",32,38,37,37,38,22,16,33,17,43,21
"ENSG00000235568",19,53,89,31,33,23,57,10,38,72,30
"ENSG00000235609",120,155,190,172,273,82,83,207,123,286,168
"ENSG00000235631",40,53,80,101,90,82,55,35,107,74,89
"ENSG00000235652",51,88,139,102,58,32,84,71,79,160,134
"ENSG00000235663",103,25,24,103,187,25,24,62,18,26,77
"ENSG00000235703",188,457,521,679,410,437,245,708,576,569,521
"ENSG00000235706",20,62,67,71,37,35,40,74,49,88,88
"ENSG00000235750",379,365,2158,341,786,299,589,151,680,466,555
"ENSG00000235770",18,87,151,49,38,40,61,18,73,262,85
"ENSG00000235823",42,75,92,95,46,52,46,65,87,91,93
"ENSG00000235834",5,91,139,72,40,206,75,75,123,110,69
"ENSG00000235859",216,353,440,308,347,400,299,374,320,408,443
"ENSG00000235863",389,236,310,244,347,285,245,250,81,161,124
"ENSG00000235919",25,33,49,20,27,50,30,36,83,43,62
"ENSG00000235954",185,225,212,334,197,201,184,366,164,398,313
"ENSG00000236008",52,142,238,313,58,174,71,335,8,165,17
"ENSG00000236017",20,105,86,75,39,96,80,124,82,89,138
"ENSG00000236039",86,35,98,185,129,45,109,127,203,60,137
"ENSG00000236088",201,137,262,165,238,116,136,145,169,196,134
"ENSG00000236104",461,403,413,388,441,267,379,447,240,451,295
"ENSG00000236144",85,224,144,157,121,106,120,240,189,242,254
"ENSG00000236184",14,27,75,45,38,35,28,34,69,58,34
"ENSG00000236194",39,75,131,128,72,63,41,123,87,170,114
"ENSG00000236204",36,37,53,55,84,45,32,62,52,67,57
"ENSG00000236255",37,74,53,73,46,79,43,73,126,71,80
"ENSG00000236287",1007,1227,1640,1321,1295,877,911,1161,1135,1738,1600
"ENSG00000236375",18,42,63,70,29,55,32,47,33,59,86
"ENSG00000236393",147,264,304,185,124,100,157,36,307,925,284
"ENSG00000236404",25,88,106,53,53,22,44,23,73,367,66
"ENSG00000236576",34,99,109,120,71,84,79,152,127,100,171
"ENSG00000236609",39,55,71,49,36,31,91,7,48,188,44
"ENSG00000236618",69,51,81,57,80,45,38,37,34,63,32
"ENSG00000236636",18,38,81,62,44,44,30,101,90,38,69
"ENSG00000236699",1481,1377,2767,1124,1922,1766,1188,1456,1695,1319,2207
"ENSG00000236709",18,49,94,80,53,64,48,99,62,103,103
"ENSG00000236753",120,122,165,49,188,92,72,106,101,105,163
"ENSG00000236778",36,95,83,92,50,56,27,96,90,136,151
"ENSG00000236810",63,72,35,61,68,78,33,79,38,99,58
"ENSG00000236830",106,294,254,563,218,417,118,499,291,337,303
"ENSG00000236859",74,105,101,89,63,46,57,70,59,143,90
"ENSG00000236871",15,84,55,42,20,48,48,74,85,66,70
"ENSG00000236901",72,157,144,161,83,148,125,238,162,204,274
"ENSG00000237036",51,77,146,60,62,49,54,67,69,210,107
"ENSG00000237037",29,49,75,65,34,52,42,57,58,58,48
"ENSG00000237065",11,54,198,178,25,147,30,105,105,158,108
"ENSG00000237070",7,59,1802,28,5,3,11,14,132,38,121
"ENSG00000237135",11,94,114,69,73,75,34,162,77,56,87
"ENSG00000237152",3,7,21,139,9,82,24,12,61,81,19
"ENSG00000237172",545,245,196,173,328,132,357,169,140,288,137
"ENSG00000237187",50,93,205,146,70,31,117,20,91,385,92
"ENSG00000237188",46,147,213,127,72,76,66,115,194,233,208
"ENSG00000237190",195,205,224,125,167,119,135,126,86,264,137
"ENSG00000237223",126,558,177,1092,619,463,364,1817,426,239,446
"ENSG00000237289",202,148,245,98,219,72,89,185,153,130,164
"ENSG00000237296",126,342,400,347,270,235,149,368,330,380,417
"ENSG00000237298",791,383,2012,2280,1282,1243,1556,1343,1106,2514,2270
"ENSG00000237330",72,73,13,83,60,127,62,121,51,49,25
"ENSG00000237406",41,117,108,128,94,116,83,155,113,132,143
"ENSG00000237424",13,44,28,45,20,58,45,45,11,38,27
"ENSG00000237438",18,54,69,80,46,17,45,7,41,336,54
"ENSG00000237440",618,806,592,872,844,510,509,1255,741,1833,1038
"ENSG00000237441",731,926,851,863,927,721,939,1195,822,939,766
"ENSG00000237491",21,53,46,29,19,33,12,100,121,57,131
"ENSG00000237522",10,13,56,31,28,40,20,41,49,48,43
"ENSG00000237523",96,71,129,79,100,113,55,85,36,69,64
"ENSG00000237550",333,146,52,39,71,172,344,24,5,62,62
"ENSG00000237649",155,72,113,101,103,99,161,76,47,214,177
"ENSG00000237757",18,84,49,98,29,38,34,61,54,92,68
"ENSG00000237765",483,749,741,632,659,355,361,609,423,893,662
"ENSG00000237788",10,59,74,67,28,44,38,54,37,53,87
"ENSG00000237807",71,190,136,127,87,42,235,319,68,297,62
"ENSG00000237827",12,70,64,85,35,59,46,63,99,85,95
"ENSG00000237854",51,69,74,70,70,39,47,77,48,74,73
"ENSG00000237857",46,47,69,48,45,35,43,85,66,51,111
"ENSG00000237877",86,156,216,126,101,82,94,146,206,196,267
"ENSG00000237892",16,60,122,62,72,73,58,67,39,67,76
"ENSG00000237943",5,119,19,62,41,10,76,29,53,88,135
"ENSG00000237945",307,34,583,724,23,712,30,20,49,570,44
"ENSG00000237973",295,135,227,230,4616,174,161,326,273,201,302
"ENSG00000238045",115,405,330,381,212,324,208,499,233,280,483
"ENSG00000238083",34,27,144,83,153,51,44,99,206,76,147
"ENSG00000238105",260,434,598,750,270,319,219,896,530,387,612
"ENSG00000238142",70,43,114,57,21,51,22,43,20,37,81
"ENSG00000238164",83,233,258,330,87,242,230,265,102,238,238
"ENSG00000238197",29,56,39,64,41,33,32,53,41,63,48
"ENSG00000238227",571,294,364,283,389,275,551,287,160,298,387
"ENSG00000238741",12736,18004,21700,18824,18135,21637,12896,30400,18105,14986,27289
"ENSG00000238825",59,54,37,61,38,72,41,35,78,51,50
"ENSG00000238961",297,206,169,221,190,223,221,553,619,307,319
"ENSG00000239039",619,343,357,405,185,474,540,304,167,161,198
"ENSG00000239213",46,62,67,67,47,58,56,61,38,50,74
"ENSG00000239264",54,68,211,80,74,92,77,135,101,63,46
"ENSG00000239280",9,56,53,58,28,37,46,58,33,59,72
"ENSG00000239305",3117,3867,6538,3360,7392,2446,2909,4965,2873,2941,3739
"ENSG00000239306",599,1069,1381,1038,951,842,843,1264,969,981,1320
"ENSG00000239382",31,73,56,87,54,52,49,81,58,76,77
"ENSG00000239407",71,127,145,146,136,97,105,136,141,130,135
"ENSG00000239437",7822,3256,6374,4387,9538,3929,3739,3127,3767,2417,5005
"ENSG00000239470",45,25,29,40,51,21,53,15,18,50,34
"ENSG00000239521",183,363,616,491,291,202,279,317,462,652,360
"ENSG00000239569",30,42,38,33,34,34,40,37,33,23,31
"ENSG00000239650",47,44,54,38,36,45,31,49,99,73,78
"ENSG00000239653",112,231,266,226,188,244,152,399,312,334,285
"ENSG00000239665",451,982,1351,1468,819,1135,864,1922,1628,1442,1333
"ENSG00000239672",578,243,390,184,555,152,423,237,381,343,404
"ENSG00000239697",38,59,64,57,37,30,64,49,28,80,31
"ENSG00000239702",511,326,376,245,457,291,412,307,83,152,318
"ENSG00000239704",16,70,53,70,37,53,39,73,84,65,68
"ENSG00000239713",86,218,142,145,138,45,295,34,161,391,247
