"","GAMuT_23836","GAMuT_51163"
"ENSG00000217930",132,83
"ENSG00000218510",268,853
"ENSG00000218596",216,96
"ENSG00000218739",1545,1895
"ENSG00000218891",103,116
"ENSG00000219085",136,48
"ENSG00000219438",12,49
"ENSG00000219481",929,1741
"ENSG00000219545",566,852
"ENSG00000219626",145,278
"ENSG00000219665",187,30
"ENSG00000219891",48,147
"ENSG00000220205",341,344
"ENSG00000220785",300,49
"ENSG00000220842",32,54
"ENSG00000220848",88,26
"ENSG00000221676",973,83
"ENSG00000221817",72,221
"ENSG00000221823",2152,2528
"ENSG00000221829",528,891
"ENSG00000221838",460,1099
"ENSG00000221866",53,43
"ENSG00000221869",562,146
"ENSG00000221886",317,458
"ENSG00000221890",149,297
"ENSG00000221909",437,411
"ENSG00000221914",2862,1325
"ENSG00000221923",1013,572
"ENSG00000221926",259,103
"ENSG00000221944",236,423
"ENSG00000221947",52,81
"ENSG00000221955",763,984
"ENSG00000221963",989,9842
"ENSG00000221968",265,279
"ENSG00000221978",5810,5964
"ENSG00000221983",7756,8778
"ENSG00000221988",147,130
"ENSG00000221994",257,179
"ENSG00000221995",65,353
"ENSG00000222009",69,38
"ENSG00000222011",259,190
"ENSG00000222041",236,84
"ENSG00000222076",90,89
"ENSG00000222112",61,43
"ENSG00000222365",120,72
"ENSG00000222489",364,58
"ENSG00000222650",156,93
"ENSG00000222898",31,5
"ENSG00000222969",11,41
"ENSG00000223247",122,53
"ENSG00000223396",22,249
"ENSG00000223473",73,63
"ENSG00000223482",359,101
"ENSG00000223496",1350,653
"ENSG00000223501",1446,1228
"ENSG00000223508",105,38
"ENSG00000223509",66,153
"ENSG00000223546",494,241
"ENSG00000223547",1219,562
"ENSG00000223551",932,200
"ENSG00000223572",27,326
"ENSG00000223599",167,94
"ENSG00000223685",146,32
"ENSG00000223704",22,16
"ENSG00000223705",149,166
"ENSG00000223745",1299,1138
"ENSG00000223749",32,60
"ENSG00000223768",205,264
"ENSG00000223773",540,382
"ENSG00000223787",43,50
"ENSG00000223797",68,217
"ENSG00000223813",750,241
"ENSG00000223822",134,44
"ENSG00000223861",58,112
"ENSG00000223865",389,1181
"ENSG00000223891",73,469
"ENSG00000223959",470,528
"ENSG00000223960",90,55
"ENSG00000224019",62,49
"ENSG00000224032",476,230
"ENSG00000224051",304,530
"ENSG00000224066",87,87
"ENSG00000224078",7591,859
"ENSG00000224081",172,755
"ENSG00000224083",18,27
"ENSG00000224093",32,452
"ENSG00000224152",46,72
"ENSG00000224186",84,20
"ENSG00000224189",694,14
"ENSG00000224259",0,1700
"ENSG00000224356",113,88
"ENSG00000224358",31,150
"ENSG00000224388",166,7
"ENSG00000224389",87,78
"ENSG00000224415",29,76
"ENSG00000224430",431,20
"ENSG00000224470",2069,2083
"ENSG00000224505",97,172
"ENSG00000224511",2,7
"ENSG00000224531",976,565
"ENSG00000224536",49,236
"ENSG00000224597",1385,739
"ENSG00000224660",1050,1233
"ENSG00000224699",448,906
"ENSG00000224745",71,55
"ENSG00000224769",3,234
"ENSG00000224822",116,996
"ENSG00000224870",295,511
"ENSG00000224877",280,351
"ENSG00000224897",28,34
"ENSG00000224934",99,159
"ENSG00000224950",40,577
"ENSG00000224975",131,60
"ENSG00000224986",50,106
"ENSG00000225026",2,108
"ENSG00000225032",51,110
"ENSG00000225091",465,232
"ENSG00000225092",365,230
"ENSG00000225138",308,908
"ENSG00000225190",956,522
"ENSG00000225192",138,22
"ENSG00000225193",34,99
"ENSG00000225200",51,37
"ENSG00000225215",41,84
"ENSG00000225224",173,218
"ENSG00000225265",24,37
"ENSG00000225302",761,19
"ENSG00000225329",177,2363
"ENSG00000225335",29,56
"ENSG00000225345",53,12
"ENSG00000225354",0,144
"ENSG00000225361",153,47
"ENSG00000225377",55,139
"ENSG00000225423",89,32
"ENSG00000225434",9,180
"ENSG00000225447",111,174
"ENSG00000225470",1395,881
"ENSG00000225484",1119,409
"ENSG00000225526",34,140
"ENSG00000225614",108,152
"ENSG00000225648",279,294
"ENSG00000225649",24,48
"ENSG00000225663",792,508
"ENSG00000225697",634,1216
"ENSG00000225733",4399,8598
"ENSG00000225746",376,433
"ENSG00000225783",85,170
"ENSG00000225791",188,93
"ENSG00000225808",54,46
"ENSG00000225828",96,287
"ENSG00000225830",2907,1325
"ENSG00000225855",50,244
"ENSG00000225921",1068,697
"ENSG00000225969",66,152
"ENSG00000225973",149,224
"ENSG00000225975",39,102
"ENSG00000225991",31,29
"ENSG00000226015",50,446
"ENSG00000226029",96,27
"ENSG00000226124",66,18
"ENSG00000226137",323,456
"ENSG00000226149",79,47
"ENSG00000226200",497,1031
"ENSG00000226210",28,53
"ENSG00000226235",41,25
"ENSG00000226266",90,99
"ENSG00000226314",16,35
"ENSG00000226318",270,52
"ENSG00000226328",374,221
"ENSG00000226380",947,343
"ENSG00000226383",3,346
"ENSG00000226396",37,114
"ENSG00000226419",43,400
"ENSG00000226471",42,147
"ENSG00000226479",602,810
"ENSG00000226598",1,0
"ENSG00000226652",0,3
"ENSG00000226674",19,21
"ENSG00000226688",271,374
"ENSG00000226696",99,192
"ENSG00000226711",46,23
"ENSG00000226742",403,333
"ENSG00000226752",584,1921
"ENSG00000226761",137,124
"ENSG00000226887",554,2
"ENSG00000226891",183,170
"ENSG00000226950",1286,171
"ENSG00000227036",645,893
"ENSG00000227038",167,1
"ENSG00000227051",1482,82
"ENSG00000227053",4,38
"ENSG00000227057",841,528
"ENSG00000227110",81,68
"ENSG00000227124",1350,962
"ENSG00000227252",78,37
"ENSG00000227258",46,9
"ENSG00000227268",49,94
"ENSG00000227331",510,203
"ENSG00000227345",1683,871
"ENSG00000227354",79,86
"ENSG00000227372",499,730
"ENSG00000227388",67,144
"ENSG00000227398",131,86
"ENSG00000227486",64,9
"ENSG00000227500",1134,482
"ENSG00000227502",6,97
"ENSG00000227540",68,110
"ENSG00000227560",67,31
"ENSG00000227671",1539,1483
"ENSG00000227825",36,126
"ENSG00000227854",75,20
"ENSG00000227896",58,53
"ENSG00000227939",53,49
"ENSG00000227946",114,58
"ENSG00000227953",75,149
"ENSG00000227954",29,77
"ENSG00000227986",82,80
"ENSG00000228037",3,249
"ENSG00000228043",44,98
"ENSG00000228065",635,483
"ENSG00000228106",98,639
"ENSG00000228223",358,130
"ENSG00000228265",27,105
"ENSG00000228300",135,92
"ENSG00000228393",128,113
"ENSG00000228409",243,125
"ENSG00000228439",130,65
"ENSG00000228446",229,161
"ENSG00000228451",85,26
"ENSG00000228474",2669,1874
"ENSG00000228486",77,439
"ENSG00000228502",108,48
"ENSG00000228506",176,72
"ENSG00000228526",823,355
"ENSG00000228544",116,58
"ENSG00000228594",85,211
"ENSG00000228623",153,48
"ENSG00000228638",87,115
"ENSG00000228716",412,545
"ENSG00000228775",91,107
"ENSG00000228782",92,193
"ENSG00000228794",190,272
"ENSG00000228801",70,13
"ENSG00000228817",30,74
"ENSG00000228828",252,56
"ENSG00000228878",61,158
"ENSG00000228903",12,29
"ENSG00000228906",110,39
"ENSG00000228989",69,106
"ENSG00000229036",42,47
"ENSG00000229043",20,183
"ENSG00000229117",578,231
"ENSG00000229127",166,171
"ENSG00000229152",777,455
"ENSG00000229155",11,150
"ENSG00000229167",22,198
"ENSG00000229180",304,306
"ENSG00000229241",50,81
"ENSG00000229320",105,174
"ENSG00000229325",58,124
"ENSG00000229358",311,364
"ENSG00000229391",51,153
"ENSG00000229417",9,26
"ENSG00000229419",130,343
"ENSG00000229473",52,90
"ENSG00000229474",28,62
"ENSG00000229591",74,50
"ENSG00000229619",60,71
"ENSG00000229689",397,1165
"ENSG00000229692",215,218
"ENSG00000229715",14,32
"ENSG00000229719",10,2146
"ENSG00000229729",322,209
"ENSG00000229807",63236,54217
"ENSG00000229808",50,56
"ENSG00000229809",129,133
"ENSG00000229816",212,150
"ENSG00000229833",73,37
"ENSG00000229847",3065,27
"ENSG00000229956",42,99
"ENSG00000229980",31,88
"ENSG00000229989",381,21
"ENSG00000229992",127,96
"ENSG00000229994",68,81
"ENSG00000230002",163,167
"ENSG00000230069",135,233
"ENSG00000230071",126,131
"ENSG00000230124",1434,1964
"ENSG00000230177",305,54
"ENSG00000230189",275,141
"ENSG00000230445",32,31
"ENSG00000230457",55,102
"ENSG00000230487",60,307
"ENSG00000230490",62,57
"ENSG00000230551",3076,1289
"ENSG00000230590",3652,1077
"ENSG00000230630",315,185
"ENSG00000230701",81,76
"ENSG00000230732",107,56
"ENSG00000230789",36,53
"ENSG00000230795",11,88
"ENSG00000230844",123,66
"ENSG00000230896",64,115
"ENSG00000230989",3189,1578
"ENSG00000231025",430,499
"ENSG00000231028",164,26
"ENSG00000231074",4235,1468
"ENSG00000231113",57,66
"ENSG00000231160",442,226
"ENSG00000231177",31,31
"ENSG00000231205",24,170
"ENSG00000231259",116,77
"ENSG00000231298",17,6
"ENSG00000231307",82,64
"ENSG00000231312",338,213
"ENSG00000231335",23,241
"ENSG00000231365",356,1430
"ENSG00000231389",1011,2242
"ENSG00000231500",11919,5820
"ENSG00000231503",135,126
"ENSG00000231584",68,55
"ENSG00000231607",342,583
"ENSG00000231646",20,33
"ENSG00000231697",61,53
"ENSG00000231711",82,318
"ENSG00000231721",568,912
"ENSG00000231770",82,110
"ENSG00000231806",16,57
"ENSG00000231856",50,48
"ENSG00000231887",84,57
"ENSG00000231889",176,189
"ENSG00000231890",127,72
"ENSG00000231925",3802,4494
"ENSG00000232018",144,130
"ENSG00000232034",356,318
"ENSG00000232036",45,126
"ENSG00000232040",64,229
"ENSG00000232098",119,117
"ENSG00000232112",723,564
"ENSG00000232119",858,410
"ENSG00000232160",158,45
"ENSG00000232229",184,31
"ENSG00000232295",114,101
"ENSG00000232388",488,458
"ENSG00000232400",15,390
"ENSG00000232434",29,117
"ENSG00000232533",71,117
"ENSG00000232536",38,72
"ENSG00000232545",162,176
"ENSG00000232559",167,206
"ENSG00000232586",30,88
"ENSG00000232587",353,191
"ENSG00000232593",185,176
"ENSG00000232611",224,4
"ENSG00000232626",47,57
"ENSG00000232677",1532,380
"ENSG00000232693",114,31
"ENSG00000232838",69,88
"ENSG00000232859",124,129
"ENSG00000232872",83,128
"ENSG00000232915",31,76
"ENSG00000232931",314,475
"ENSG00000232956",526,548
"ENSG00000232973",30,36
"ENSG00000232994",55,209
"ENSG00000232995",80,240
"ENSG00000233006",261,548
"ENSG00000233008",97,148
"ENSG00000233016",1091,272
"ENSG00000233041",4,2786
"ENSG00000233184",367,167
"ENSG00000233217",11,65
"ENSG00000233237",1305,384
"ENSG00000233264",92,35
"ENSG00000233276",3146,758
"ENSG00000233369",480,35
"ENSG00000233382",146,132
"ENSG00000233452",52,17
"ENSG00000233461",50,135
"ENSG00000233476",386,150
"ENSG00000233493",96,211
"ENSG00000233527",125,98
"ENSG00000233560",43,107
"ENSG00000233621",100,160
"ENSG00000233695",126,151
"ENSG00000233757",227,78
"ENSG00000233822",687,566
"ENSG00000233834",12,121
"ENSG00000233836",1984,906
"ENSG00000233895",113,66
"ENSG00000233927",69,30
"ENSG00000233930",77,63
"ENSG00000233937",287,271
"ENSG00000233967",44,36
"ENSG00000234028",66,85
"ENSG00000234062",105,134
"ENSG00000234072",105,144
"ENSG00000234127",1396,1475
"ENSG00000234129",57,67
"ENSG00000234155",14,758
"ENSG00000234171",106,126
"ENSG00000234219",52,94
"ENSG00000234284",235,170
"ENSG00000234329",276,628
"ENSG00000234362",24,88
"ENSG00000234380",6,57
"ENSG00000234383",152,141
"ENSG00000234420",2775,980
"ENSG00000234444",2221,1788
"ENSG00000234456",186,217
"ENSG00000234465",7,22
"ENSG00000234494",55,128
"ENSG00000234545",404,514
"ENSG00000234585",186,172
"ENSG00000234608",337,536
"ENSG00000234614",8,494
"ENSG00000234616",545,1549
"ENSG00000234678",45,511
"ENSG00000234684",261,382
"ENSG00000234690",63,279
"ENSG00000234737",140,51
"ENSG00000234741",5108,3089
"ENSG00000234745",2523,9304
"ENSG00000234771",291,3232
"ENSG00000234851",139,212
"ENSG00000234899",67,264
"ENSG00000234912",259,176
"ENSG00000235106",548,156
"ENSG00000235109",355,1068
"ENSG00000235142",0,309
"ENSG00000235145",32,91
"ENSG00000235162",692,507
"ENSG00000235173",304,364
"ENSG00000235194",191,664
"ENSG00000235217",129,934
"ENSG00000235244",760,26
"ENSG00000235257",179,299
"ENSG00000235381",252,135
"ENSG00000235408",353,110
"ENSG00000235423",94,141
"ENSG00000235437",523,232
"ENSG00000235453",66,71
"ENSG00000235499",89,123
"ENSG00000235529",56,100
"ENSG00000235531",123,176
"ENSG00000235560",82,89
"ENSG00000235568",32,86
"ENSG00000235609",619,131
"ENSG00000235631",35,2
"ENSG00000235652",195,58
"ENSG00000235663",3,97
"ENSG00000235703",410,206
"ENSG00000235706",67,120
"ENSG00000235750",3535,1494
"ENSG00000235770",14,37
"ENSG00000235823",211,128
"ENSG00000235834",145,11
"ENSG00000235859",309,1356
"ENSG00000235863",89,224
"ENSG00000235919",70,53
"ENSG00000235954",479,286
"ENSG00000236008",207,309
"ENSG00000236017",48,121
"ENSG00000236039",2,2
"ENSG00000236088",284,205
"ENSG00000236104",313,205
"ENSG00000236144",309,192
"ENSG00000236184",82,135
"ENSG00000236194",142,93
"ENSG00000236204",262,46
"ENSG00000236255",220,29
"ENSG00000236287",1631,1878
"ENSG00000236375",52,27
"ENSG00000236393",79,148
"ENSG00000236404",244,55
"ENSG00000236576",6,124
"ENSG00000236609",234,40
"ENSG00000236618",129,88
"ENSG00000236636",16,94
"ENSG00000236699",2369,1552
"ENSG00000236709",32,38
"ENSG00000236753",107,437
"ENSG00000236778",105,223
"ENSG00000236810",50,203
"ENSG00000236830",322,339
"ENSG00000236859",124,146
"ENSG00000236871",25,70
"ENSG00000236901",391,219
"ENSG00000237036",69,89
"ENSG00000237037",36,193
"ENSG00000237065",91,137
"ENSG00000237070",1,810
"ENSG00000237135",82,63
"ENSG00000237152",127,25
"ENSG00000237172",158,242
"ENSG00000237187",86,36
"ENSG00000237188",64,206
"ENSG00000237190",228,367
"ENSG00000237223",3,50
"ENSG00000237289",31,357
"ENSG00000237296",501,150
"ENSG00000237298",1997,1366
"ENSG00000237330",67,33
"ENSG00000237406",122,128
"ENSG00000237424",29,302
"ENSG00000237438",14,17
"ENSG00000237440",1236,760
"ENSG00000237441",1740,1393
"ENSG00000237491",77,69
"ENSG00000237522",24,99
"ENSG00000237523",51,248
"ENSG00000237550",50,51
"ENSG00000237649",572,1126
"ENSG00000237757",63,47
"ENSG00000237765",1006,618
"ENSG00000237788",25,89
"ENSG00000237807",30,31
"ENSG00000237827",178,44
"ENSG00000237854",162,132
"ENSG00000237857",200,105
"ENSG00000237877",146,191
"ENSG00000237892",41,139
"ENSG00000237943",167,13
"ENSG00000237945",172,838
"ENSG00000237973",295,8725
"ENSG00000238045",90,47
"ENSG00000238083",110,132
"ENSG00000238105",1063,1556
"ENSG00000238142",25,15
"ENSG00000238164",13,998
"ENSG00000238197",32,133
"ENSG00000238227",484,1453
"ENSG00000238741",13071,8760
"ENSG00000238825",28,126
"ENSG00000238961",345,58
"ENSG00000239039",2037,112
"ENSG00000239213",71,121
"ENSG00000239264",95,34
"ENSG00000239280",63,109
"ENSG00000239305",2293,5270
"ENSG00000239306",1356,3314
"ENSG00000239382",58,65
"ENSG00000239407",274,106
"ENSG00000239437",1778,1220
"ENSG00000239470",29,74
"ENSG00000239521",1312,341
"ENSG00000239569",37,57
"ENSG00000239650",36,98
"ENSG00000239653",213,430
"ENSG00000239665",1773,694
"ENSG00000239672",1013,798
"ENSG00000239697",31,91
"ENSG00000239702",208,49
"ENSG00000239704",48,38
"ENSG00000239713",62,355
"ENSG00000239731",25,17
"ENSG00000239763",58,30
"ENSG00000239779",111,185
"ENSG00000239789",169,225
"ENSG00000239827",215,439
"ENSG00000239857",163,410
"ENSG00000239883",474,292
"ENSG00000239887",169,1169
"ENSG00000239899",199,63
"ENSG00000239900",1851,2172
"ENSG00000240024",93,91
"ENSG00000240038",101,119
"ENSG00000240053",33,35
"ENSG00000240065",33,444
"ENSG00000240087",15,35
"ENSG00000240160",102,87
"ENSG00000240184",700,280
"ENSG00000240207",74,61
"ENSG00000240216",5,4
"ENSG00000240225",798,688
"ENSG00000240230",391,1441
"ENSG00000240288",80,113
"ENSG00000240291",83,45
"ENSG00000240303",138,64
"ENSG00000240342",61,19
"ENSG00000240344",511,454
"ENSG00000240356",84,76
"ENSG00000240392",36,79
"ENSG00000240429",120,211
"ENSG00000240481",335,182
"ENSG00000240498",34,111
"ENSG00000240583",177,25270
"ENSG00000240602",5,47
"ENSG00000240682",231,378
"ENSG00000240694",16,4
"ENSG00000240695",90,172
"ENSG00000240764",44,16
"ENSG00000240771",76,91
"ENSG00000240849",633,803
"ENSG00000240857",558,570
"ENSG00000240859",14,244
"ENSG00000240869",2286,1384
"ENSG00000240875",52,174
"ENSG00000240877",43,39
"ENSG00000240891",35,223
"ENSG00000240972",734,171
"ENSG00000241003",103,78
"ENSG00000241014",67,87
"ENSG00000241015",286,1475
"ENSG00000241058",834,611
"ENSG00000241112",85,58
"ENSG00000241120",71,47
"ENSG00000241127",513,644
"ENSG00000241158",37,189
"ENSG00000241170",57,51
"ENSG00000241226",49,25
"ENSG00000241258",1374,1890
"ENSG00000241288",228,542
"ENSG00000241316",158,104
"ENSG00000241343",387,207
"ENSG00000241388",522,2377
"ENSG00000241399",586,637
"ENSG00000241468",1040,1346
"ENSG00000241484",483,562
"ENSG00000241489",21,31
"ENSG00000241529",103,51
"ENSG00000241549",107,39
"ENSG00000241553",1261,1733
"ENSG00000241635",1,417
"ENSG00000241644",26,179
"ENSG00000241684",145,164
"ENSG00000241685",2368,3997
"ENSG00000241769",63,79
"ENSG00000241837",963,1792
"ENSG00000241839",362,331
"ENSG00000241852",147,63
"ENSG00000241878",763,1196
"ENSG00000241973",3502,5607
"ENSG00000241975",194,210
"ENSG00000241990",98,163
"ENSG00000242028",149,126
"ENSG00000242086",896,6214
"ENSG00000242094",515,679
"ENSG00000242110",58,297
"ENSG00000242125",2037,683
"ENSG00000242193",3520,4446
"ENSG00000242247",3937,2498
"ENSG00000242259",718,885
"ENSG00000242265",6790,879
"ENSG00000242294",224,237
"ENSG00000242299",51,45
"ENSG00000242338",61,24
"ENSG00000242372",1188,1967
"ENSG00000242419",64,24
"ENSG00000242474",34,114
"ENSG00000242485",1210,1690
"ENSG00000242498",1673,4173
"ENSG00000242515",0,1610
"ENSG00000242539",74,91
"ENSG00000242559",11,28
"ENSG00000242574",1257,333
"ENSG00000242588",63,114
"ENSG00000242612",201,343
"ENSG00000242622",95,94
"ENSG00000242687",113,308
"ENSG00000242732",82,45
"ENSG00000242779",653,490
"ENSG00000242795",149,55
"ENSG00000242802",381,667
"ENSG00000242861",70,201
"ENSG00000243004",21,292
"ENSG00000243107",56,97
"ENSG00000243147",977,1233
"ENSG00000243156",2728,4858
"ENSG00000243175",46,76
"ENSG00000243232",671,7
"ENSG00000243244",68,109
"ENSG00000243279",49,28
"ENSG00000243302",74,209
"ENSG00000243317",1786,1835
"ENSG00000243335",334,1018
"ENSG00000243352",60,22
"ENSG00000243364",241,366
"ENSG00000243398",81,28
"ENSG00000243406",75,90
"ENSG00000243444",225,64
"ENSG00000243477",44,87
"ENSG00000243508",133,100
"ENSG00000243554",107,50
"ENSG00000243562",69,30
"ENSG00000243587",26,29
"ENSG00000243609",42,48
"ENSG00000243646",613,1389
"ENSG00000243649",2,57
"ENSG00000243650",39,36
"ENSG00000243660",578,229
"ENSG00000243667",159,207
"ENSG00000243679",32,105
"ENSG00000243701",92,128
"ENSG00000243716",150,219
"ENSG00000243746",53,106
"ENSG00000243753",213,250
"ENSG00000243811",36,442
"ENSG00000243927",1728,612
"ENSG00000243943",1024,743
"ENSG00000243955",139,14903
"ENSG00000243978",53,289
"ENSG00000243989",63,142
"ENSG00000244005",520,1001
"ENSG00000244026",125,58
"ENSG00000244038",4652,5843
"ENSG00000244041",38,71
"ENSG00000244044",17,89
"ENSG00000244045",562,647
"ENSG00000244055",91,259
"ENSG00000244122",0,802
"ENSG00000244165",111,484
"ENSG00000244187",645,439
"ENSG00000244230",275,65
"ENSG00000244274",18,50
"ENSG00000244384",185,136
"ENSG00000244398",48,19
"ENSG00000244405",4799,280
"ENSG00000244462",5094,5275
"ENSG00000244479",36,85
"ENSG00000244486",12,78
"ENSG00000244503",2,2
"ENSG00000244509",78,1927
"ENSG00000244560",45,116
"ENSG00000244567",89,84
"ENSG00000244617",18,87
"ENSG00000244625",129,361
"ENSG00000244627",366,149
"ENSG00000244642",563,190
"ENSG00000244682",73,52
"ENSG00000244687",511,437
"ENSG00000244701",212,160
"ENSG00000244734",10,27
"ENSG00000244754",10330,6231
"ENSG00000244879",1300,2856
"ENSG00000245060",455,103
"ENSG00000245146",40,43
"ENSG00000245149",121,108
"ENSG00000245205",271,68
"ENSG00000245213",56,127
"ENSG00000245498",55,204
"ENSG00000245532",211855,27493
"ENSG00000245534",43,139
"ENSG00000245552",161,131
"ENSG00000245556",127,104
"ENSG00000245571",268,272
"ENSG00000245573",140,71
"ENSG00000245680",1072,675
"ENSG00000245694",25,36
"ENSG00000245848",57,2505
"ENSG00000245849",236,437
"ENSG00000245910",805,508
"ENSG00000245937",1081,795
"ENSG00000245958",1359,416
"ENSG00000246067",327,568
"ENSG00000246082",171,251
"ENSG00000246089",81,27
"ENSG00000246090",583,217
"ENSG00000246145",99,16
"ENSG00000246174",194,59
"ENSG00000246263",132,128
"ENSG00000246273",215,411
"ENSG00000246526",1,4
"ENSG00000246582",90,58
"ENSG00000246596",10,48
"ENSG00000246695",42,34
"ENSG00000246705",799,236
"ENSG00000246898",41,13
"ENSG00000246922",466,296
"ENSG00000247077",1251,1500
"ENSG00000247081",120,9
"ENSG00000247092",200,245
"ENSG00000247095",140,80
"ENSG00000247137",208,267
"ENSG00000247240",113,159
"ENSG00000247271",93,277
"ENSG00000247315",479,1117
"ENSG00000247373",119,252
"ENSG00000247400",214,169
"ENSG00000247498",410,182
"ENSG00000247516",112,201
"ENSG00000247556",7860,10459
"ENSG00000247572",229,159
"ENSG00000247595",66,77
"ENSG00000247596",457,392
"ENSG00000247626",471,391
"ENSG00000247679",25,95
"ENSG00000247708",326,88
"ENSG00000247746",121,79
"ENSG00000247796",52,110
