file_id,uniprot_id,ID,hydrophobicity_score,volume_score,alpha_max_dist,pocket,druggability,num_drug_pockets,struct_score
AF-Q7L1Q6-F1-model_v4,Q7L1Q6,Q7L1Q6-F1,31.25,3.417,9.535,0.333,0.16,0,91.1870591715976
AF-Q7L8C5-F1-model_v4,Q7L8C5,Q7L8C5-F1,37.111,4.556,12.587,0.083,0.16,0,70.0378449848024
AF-Q96NY7-F1-model_v4,Q96NY7,Q96NY7-F1,29.423,3.923,24.786,0.078,0.16,0,60.2261835184103
AF-Q9BXJ1-F1-model_v4,Q9BXJ1,Q9BXJ1-F1,62,6.25,2.707,0.185,0.16,0,75.002175470009007
AF-Q9BXV9-F1-model_v4,Q9BXV9,Q9BXV9-F1,5.8,4.6,6.934,0.424,0.16,0,75.8308026315789
AF-Q9NV66-F1-model_v4,Q9NV66,Q9NV66-F1,2.2,4.467,20.195,0.042,0.16,0,80.8785551782683
AF-Q9Y2D8-F1-model_v4,Q9Y2D8,Q9Y2D8-F1,8.714,4.714,13.155,0.141,0.16,0,70.5566967509025
AF-Q9Y5B8-F1-model_v4,Q9Y5B8,Q9Y5B8-F1,15.077,5,14.909,0.158,0.16,0,93.1891756032172
AF-A0A075B6H5-F1-model_v4,A0A075B6H5,A0A075B6H5-F1,28.4,4.6,3.654,0.232,0.159,0,86.8756356356356
AF-A6NK58-F1-model_v4,A6NK58,A6NK58-F1,18.833,3.333,7.06,0.305,0.159,0,93.809337860781
AF-P0CG31-F1-model_v4,P0CG31,P0CG31-F1,39.111,4.222,10.055,0.153,0.159,0,66.3501845195303
AF-P13762-F1-model_v4,P13762,P13762-F1,59.25,4.5,5.694,0.327,0.159,0,88.0711490978158
AF-Q12947-F1-model_v4,Q12947,Q12947-F1,40,3.833,10.974,0.121,0.159,0,58.0976159554731
AF-Q13740-F1-model_v4,Q13740,Q13740-F1,5.571,4.571,9.671,0.062,0.159,0,86.3027727968511
AF-Q15109-F1-model_v4,Q15109,Q15109-F1,3.2,4.1,11.15,0.302,0.159,0,83.504663126452
AF-Q5T1H1-F8-model_v4,Q5T1H1,Q5T1H1-F8,27.885,4,22.429,0.017,0.159,0,59.7462640294388
AF-Q96EL1-F1-model_v4,Q96EL1,Q96EL1-F1,35.357,4.429,17.586,-0.022,0.159,0,58.4940931705111
AF-Q96QI5-F1-model_v4,Q96QI5,Q96QI5-F1,6.344,4.031,22.946,0.153,0.159,0,85.3933320639756
AF-Q9BWT7-F1-model_v4,Q9BWT7,Q9BWT7-F1,11.458,4,18.606,0.159,0.159,0,70.1160503995083
AF-Q9BYD2-F1-model_v4,Q9BYD2,Q9BYD2-F1,-2.167,3.75,11.297,0.129,0.159,0,82.8027204502814
AF-Q9HCM4-F1-model_v4,Q9HCM4,Q9HCM4-F1,57.353,5,12.835,0.051,0.159,0,65.2777186576248
AF-Q9NPD3-F1-model_v4,Q9NPD3,Q9NPD3-F1,14.385,3.538,6.226,0.335,0.159,0,89.831854054054
AF-Q9UIF8-F1-model_v4,Q9UIF8,Q9UIF8-F1,42.944,4.444,9.931,0.105,0.159,0,55.8716079269016
AF-Q9UN72-F1-model_v4,Q9UN72,Q9UN72-F1,29.864,3.455,18.819,0.117,0.159,0,75.0061640174427
AF-A0A1B0GVG6-F1-model_v4,A0A1B0GVG6,A0A1B0GVG6-F1,-29.2,3.6,7.528,0.37,0.158,0,62.4926802030457
AF-O15240-F1-model_v4,O15240,O15240-F1,72.8,4.4,6.699,0.303,0.158,0,61.0033797174784
AF-O95475-F1-model_v4,O95475,O95475-F1,25.636,4.818,10.143,0.269,0.158,0,81.2216734902764
AF-P01593-F1-model_v4,P01593,P01593-F1,38.941,3.882,16.527,0.107,0.158,0,91.0205549389567
AF-P15814-F1-model_v4,P15814,P15814-F1,32.2,5.8,8.877,0.224,0.158,0,75.0534551083591
AF-P19532-F1-model_v4,P19532,P19532-F1,17.222,5.333,14.935,0.272,0.158,0,60.5909687861272
AF-P20963-F1-model_v4,P20963,P20963-F1,16.875,4.875,10.168,0.227,0.158,0,61.38
AF-P61247-F1-model_v4,P61247,P61247-F1,8.75,4.875,9.281,0.296,0.158,0,84.3755629770992
AF-P62750-F1-model_v4,P62750,P62750-F1,-5.714,5,7.391,0.31,0.158,0,89.6741185897436
AF-P98164-F5-model_v4,P98164,P98164-F5,39.611,4.333,16.962,0.221,0.158,0,82.1040018323408
AF-Q5T7M9-F1-model_v4,Q5T7M9,Q5T7M9-F1,90.833,5.833,8.023,0.071,0.158,0,83.2839516598719
AF-Q5T953-F1-model_v4,Q5T953,Q5T953-F1,28.8,5.4,10.864,0.084,0.158,0,57.1083862255233
AF-Q6NSJ2-F1-model_v4,Q6NSJ2,Q6NSJ2-F1,17.389,4.444,16.378,0.184,0.158,0,71.1317337829796
AF-Q6ZSI9-F1-model_v4,Q6ZSI9,Q6ZSI9-F1,49.25,4.562,12.221,0.189,0.158,0,86.7002677633882
AF-Q8WVH0-F1-model_v4,Q8WVH0,Q8WVH0-F1,9.8,4,4.687,0.312,0.158,0,77.0279003267974
AF-Q9HCI5-F1-model_v4,Q9HCI5,Q9HCI5-F1,22.296,3.778,20.325,0.079,0.158,0,56.4299463105727
AF-A0A075B6I0-F1-model_v4,A0A075B6I0,A0A075B6I0-F1,17.85,3.8,23.54,0.132,0.157,0,89.7286733556299
AF-O43676-F1-model_v4,O43676,O43676-F1,1,4.75,5.089,0.294,0.157,0,86.4614074074074
AF-P01737-F1-model_v4,P01737,P01737-F1,37.048,3.952,18.851,0.139,0.157,0,90.7530126002291
AF-P03956-F1-model_v4,P03956,P03956-F1,33.444,5.222,7.788,0.393,0.157,0,91.4729717720857
AF-P07996-F1-model_v4,P07996,P07996-F1,16.2,3.6,10.808,0.189,0.157,0,84.1862675511332
AF-P57105-F1-model_v4,P57105,P57105-F1,32.583,4.75,11.745,0.345,0.157,0,78.9043315508021
AF-P58317-F1-model_v4,P58317,P58317-F1,28.333,4.222,16.707,0.059,0.157,0,68.5720670926518
AF-P59025-F1-model_v4,P59025,P59025-F1,-0.769,4.308,9.978,0.289,0.157,0,76.5404871323529
AF-P62942-F1-model_v4,P62942,P62942-F1,61.2,5.6,9.233,0.28,0.157,0,96.4411190476191
AF-Q00688-F1-model_v4,Q00688,Q00688-F1,55.182,5.545,9.484,0.243,0.157,0,77.7128885135135
AF-Q6S8J7-F1-model_v4,Q6S8J7,Q6S8J7-F1,41.7,4.9,9.415,0.074,0.157,0,69.2287620742247
AF-Q6UWS5-F1-model_v4,Q6UWS5,Q6UWS5-F1,49.6,5,9.569,0.295,0.157,0,94.5472600619195
AF-Q96KC8-F1-model_v4,Q96KC8,Q96KC8-F1,68,4.429,13.603,0.152,0.157,0,71.2690017785683
AF-Q96MM7-F1-model_v4,Q96MM7,Q96MM7-F1,89.667,5,9.397,0.102,0.157,0,74.3595327295183
AF-Q96Q35-F1-model_v4,Q96Q35,Q96Q35-F1,19.833,4.667,9.073,0.231,0.157,0,75.784287656335
AF-Q9BZP6-F1-model_v4,Q9BZP6,Q9BZP6-F1,39.964,4.286,21.911,0.098,0.157,0,93.3715180265655
AF-Q9NPH9-F1-model_v4,Q9NPH9,Q9NPH9-F1,43.417,4.583,17.782,0.366,0.157,0,86.143997124371
AF-Q9NQ79-F1-model_v4,Q9NQ79,Q9NQ79-F1,29.727,4.788,21.41,0.097,0.157,0,86.8707508464449
AF-Q9NWH7-F1-model_v4,Q9NWH7,Q9NWH7-F1,-17.75,4.875,12.758,0.11,0.157,0,65.2431695519348
AF-Q9Y343-F1-model_v4,Q9Y343,Q9Y343-F1,52.571,4.857,9.465,0.201,0.157,0,80.0229885877318
AF-O00483-F1-model_v4,O00483,O00483-F1,2.077,4.846,11.313,0.303,0.156,0,92.0261746987952
AF-O15031-F1-model_v4,O15031,O15031-F1,7.833,4.208,31.363,0.113,0.156,0,82.7065108537347
AF-P0C841-F1-model_v4,P0C841,P0C841-F1,14.25,4.75,6.414,0.364,0.156,0,71.404931880109
AF-P0C879-F1-model_v4,P0C879,P0C879-F1,-23.333,4.667,8.163,0.251,0.156,0,56.484677734375
AF-P43351-F1-model_v4,P43351,P43351-F1,22.6,4.6,15.43,0.103,0.156,0,70.2648750385683
AF-P54852-F1-model_v4,P54852,P54852-F1,72.5,5,7.657,0.194,0.156,0,91.5539137134052
AF-Q13884-F1-model_v4,Q13884,Q13884-F1,52.75,4.625,6.107,0.185,0.156,0,79.0649229263518
AF-Q7Z2T5-F1-model_v4,Q7Z2T5,Q7Z2T5-F1,19.889,3.667,7.439,0.137,0.156,0,73.5386753926702
AF-Q96JQ0-F1-model_v4,Q96JQ0,Q96JQ0-F1,6.545,4.091,15.471,0.328,0.156,0,82.8528694900605
AF-Q9H8U3-F1-model_v4,Q9H8U3,Q9H8U3-F1,66.167,5,9.735,0.123,0.156,0,69.6427590154551
AF-A6NGK3-F1-model_v4,A6NGK3,A6NGK3-F1,55.5,5.75,5.479,0.248,0.155,0,65.3225707814269
AF-O14931-F1-model_v4,O14931,O14931-F1,51.429,3.571,5.909,0.401,0.155,0,84.0071747700394
AF-P62937-F1-model_v4,P62937,P62937-F1,-5.5,3.375,8.256,0.126,0.155,0,98.0249763033175
AF-Q5JU00-F1-model_v4,Q5JU00,Q5JU00-F1,23.944,4.056,12.975,0.216,0.155,0,83.2348118761198
AF-Q7KZF4-F1-model_v4,Q7KZF4,Q7KZF4-F1,23.417,5.083,12.547,0.088,0.155,0,89.9204816258352
AF-Q86YD5-F1-model_v4,Q86YD5,Q86YD5-F1,21.706,3.647,18.906,0.1,0.155,0,61.1746962170424
AF-Q8TC41-F1-model_v4,Q8TC41,Q8TC41-F1,18.3,4.4,13.467,0.195,0.155,0,62.1910557960558
AF-Q96E93-F1-model_v4,Q96E93,Q96E93-F1,24.818,3.273,11.46,0.156,0.155,0,81.954060248854
AF-Q9NRG1-F1-model_v4,Q9NRG1,Q9NRG1-F1,56.385,4.846,11.68,0.039,0.155,0,90.6561973392461
AF-Q9UPY8-F1-model_v4,Q9UPY8,Q9UPY8-F1,21,4.462,8.814,0.209,0.155,0,80.118055062167
AF-P54252-F1-model_v4,P54252,P54252-F1,46.4,6.4,6.415,0.129,0.154,0,77.5891724376731
AF-P55083-F1-model_v4,P55083,P55083-F1,6.579,4.526,15.372,0.318,0.154,0,91.1582181638697
AF-Q15751-F3-model_v4,Q15751,Q15751-F3,41.542,4.458,19.022,0.088,0.154,0,70.1218498883929
AF-Q5VVJ2-F1-model_v4,Q5VVJ2,Q5VVJ2-F1,27.103,4.172,18.655,0.313,0.154,0,64.1184497751124
AF-Q7Z2W4-F1-model_v4,Q7Z2W4,Q7Z2W4-F1,28.455,4,11.868,0.03,0.154,0,70.3995112359551
AF-Q86V88-F1-model_v4,Q86V88,Q86V88-F1,4.8,4.8,5.921,0.333,0.154,0,93.8945460942998
AF-Q8NHR7-F1-model_v4,Q8NHR7,Q8NHR7-F1,24.4,5,9.025,0.166,0.154,0,70.7964745383324
AF-Q8WZ73-F1-model_v4,Q8WZ73,Q8WZ73-F1,4.933,3.733,11.268,0.194,0.154,0,72.5896985815603
AF-Q96LB8-F1-model_v4,Q96LB8,Q96LB8-F1,37.462,3.885,14.751,0.057,0.154,0,81.7618881118881
AF-Q99584-F1-model_v4,Q99584,Q99584-F1,0.286,3.857,6.785,0.345,0.154,0,80.846332094176
AF-Q9HAU5-F1-model_v4,Q9HAU5,Q9HAU5-F1,13.75,4.833,13.713,0.072,0.154,0,76.8887524103355
AF-Q9NXG2-F1-model_v4,Q9NXG2,Q9NXG2-F1,-6.385,4.692,12.358,0.222,0.154,0,75.0466557734205
AF-P07204-F1-model_v4,P07204,P07204-F1,20.778,3.778,10.934,0.127,0.153,0,79.5690930730778
AF-P15622-F1-model_v4,P15622,P15622-F1,24.9,3.8,8.17,0.152,0.153,0,73.9723184169103
AF-P46109-F1-model_v4,P46109,P46109-F1,14.818,4.455,11.871,0.271,0.153,0,70.1091401006711
AF-P80075-F1-model_v4,P80075,P80075-F1,4,5.429,9.488,0.258,0.153,0,89.5862929936306
AF-Q09470-F1-model_v4,Q09470,Q09470-F1,42,4.333,14.315,0.077,0.153,0,78.6977249874309
AF-Q4G0P3-F19-model_v4,Q4G0P3,Q4G0P3-F19,4.722,4,18.344,0.106,0.153,0,79.8686203170029
AF-Q5T3I0-F1-model_v4,Q5T3I0,Q5T3I0-F1,17,4.286,9.53,0.084,0.153,0,57.5891029994341
AF-Q5W186-F1-model_v4,Q5W186,Q5W186-F1,28,3.625,9.835,0.136,0.153,0,67.5779430379747
AF-Q6KCM7-F1-model_v4,Q6KCM7,Q6KCM7-F1,36.944,3.722,15.488,0.093,0.153,0,73.2535224203133
AF-Q86XX4-F7-model_v4,Q86XX4,Q86XX4-F7,6.556,3.389,14.764,0.091,0.153,0,81.1174561563756
AF-Q8NAS9-F1-model_v4,Q8NAS9,Q8NAS9-F1,38.606,4.212,22.827,0.018,0.153,0,56.9240823045267
AF-Q96RW7-F12-model_v4,Q96RW7,Q96RW7-F12,91,5.25,3.88,0.106,0.153,0,82.0805622301483
AF-Q9BU76-F1-model_v4,Q9BU76,Q9BU76-F1,-19.333,4.5,7.5,0.25,0.153,0,63.8609636803874
AF-Q9BY60-F1-model_v4,Q9BY60,Q9BY60-F1,23.667,5.333,9.009,0.374,0.153,0,94.6695252525252
AF-A0A0B4J1U3-F1-model_v4,A0A0B4J1U3,A0A0B4J1U3-F1,13.45,3.8,21.257,0.141,0.152,0,89.6602961275626
AF-A0A1W2PR64-F1-model_v4,A0A1W2PR64,A0A1W2PR64-F1,19.889,4.278,12.481,0.118,0.152,0,71.9801854304636
AF-O14879-F1-model_v4,O14879,O14879-F1,6.75,4.038,47.695,0.158,0.152,0,75.7469633774161
AF-O95471-F1-model_v4,O95471,O95471-F1,67.143,5.571,3.646,0.254,0.152,0,82.249462571977
AF-P01599-F1-model_v4,P01599,P01599-F1,-7.6,4.8,7.704,0.246,0.152,0,90.0751393534002
AF-P10415-F1-model_v4,P10415,P10415-F1,42,5.111,6.069,0.233,0.152,0,75.5341271551724
AF-P21281-F1-model_v4,P21281,P21281-F1,14.471,4.118,14.436,0.316,0.152,0,87.0506172839506
AF-P30566-F1-model_v4,P30566,P30566-F1,3.941,3.941,16.864,0.14,0.152,0,96.9273816952678
AF-P41219-F1-model_v4,P41219,P41219-F1,31,4.286,15.41,0.181,0.152,0,79.1406786850477
AF-P47902-F1-model_v4,P47902,P47902-F1,12,5.2,9.798,0.454,0.152,0,68.6368273092369
AF-P50607-F1-model_v4,P50607,P50607-F1,33.043,4.043,19.081,0.313,0.152,0,70.3097336747759
AF-Q13591-F1-model_v4,Q13591,Q13591-F1,34.385,4.385,10.539,0.16,0.152,0,78.2599810785241
AF-Q7L014-F1-model_v4,Q7L014,Q7L014-F1,6.769,4.077,7.812,0.061,0.152,0,68.8262983223924
AF-Q92804-F1-model_v4,Q92804,Q92804-F1,-2.625,4.75,12.107,0.287,0.152,0,50.7376908965834
AF-Q96AP7-F1-model_v4,Q96AP7,Q96AP7-F1,60.75,6,4.116,0.286,0.152,0,78.1148757763975
AF-Q9C086-F1-model_v4,Q9C086,Q9C086-F1,56.5,5.75,4.548,0.149,0.152,0,66.5485561299852
AF-Q9C0G6-F2-model_v4,Q9C0G6,Q9C0G6-F2,38.562,4.5,10.271,0.36,0.152,0,85.2401247456427
AF-Q9UBQ0-F1-model_v4,Q9UBQ0,Q9UBQ0-F1,23.8,4.2,11.555,0.35,0.152,0,96.5539391845197
AF-Q9UBV2-F1-model_v4,Q9UBV2,Q9UBV2-F1,45.5,4.7,12.088,0.132,0.152,0,81.4459606147935
AF-P01701-F1-model_v4,P01701,P01701-F1,17.95,3.75,17.262,0.264,0.151,0,88.8970430733411
AF-P27037-F1-model_v4,P27037,P27037-F1,15.122,4.073,28.912,0.096,0.151,0,84.0608945293248
AF-P41240-F1-model_v4,P41240,P41240-F1,23.094,3.906,19.688,0.166,0.151,0,91.6914842873176
AF-P98161-F1-model_v4,P98161,P98161-F1,26.188,3.25,14.19,0.15,0.151,0,76.6779970930233
AF-Q14517-F1-model_v4,Q14517,Q14517-F1,24.778,4.667,10.922,0.181,0.151,0,83.328108428246
AF-Q15654-F1-model_v4,Q15654,Q15654-F1,3.176,4,17.594,0.053,0.151,0,63.1542172433352
AF-Q6UXH1-F1-model_v4,Q6UXH1,Q6UXH1-F1,3.273,4.727,13.076,0.274,0.151,0,87.7874990541052
AF-Q9Y2G0-F1-model_v4,Q9Y2G0,Q9Y2G0-F1,11.5,4.346,20.148,0.126,0.151,0,81.9854688221709
AF-K7EIQ3-F1-model_v4,K7EIQ3,K7EIQ3-F1,46.091,5.091,13.806,0.195,0.15,0,54.0187837837838
AF-P04637-F1-model_v4,P04637,P04637-F1,54.083,5.25,10.002,0.208,0.15,0,75.1290718954248
AF-P49448-F1-model_v4,P49448,P49448-F1,3.727,3.318,23.124,0.099,0.15,0,90.5742837338262
AF-Q13072-F1-model_v4,Q13072,Q13072-F1,27.25,4.5,6.893,0.233,0.15,0,71.2761424332344
AF-Q6IQ20-F1-model_v4,Q6IQ20,Q6IQ20-F1,28.562,4.562,9.804,0.197,0.15,0,87.7413291925466
AF-Q86VP3-F1-model_v4,Q86VP3,Q86VP3-F1,15,4.231,11.163,0.207,0.15,0,67.007360058309
AF-Q9BQA9-F1-model_v4,Q9BQA9,Q9BQA9-F1,39.167,5.167,6.947,0.381,0.15,0,83.762819112628
AF-Q9H898-F1-model_v4,Q9H898,Q9H898-F1,-3.7,3.9,12.282,0.311,0.15,0,73.4636419068736
AF-O60449-F1-model_v4,O60449,O60449-F1,33,3.769,14.922,0.089,0.149,0,75.7630987124464
AF-P0DP57-F1-model_v4,P0DP57,P0DP57-F1,3.25,3.5,4.088,0.36,0.149,0,84.1339886039886
AF-P38484-F1-model_v4,P38484,P38484-F1,13.636,4.182,16.375,0.216,0.149,0,83.9357543991015
AF-P49913-F1-model_v4,P49913,P49913-F1,15.143,4.357,15.596,0.242,0.149,0,80.1452993348115
AF-P58549-F1-model_v4,P58549,P58549-F1,-20,4.2,8.897,0.412,0.149,0,71.2051260504202
AF-P61758-F1-model_v4,P61758,P61758-F1,9.143,4.143,10.347,0.301,0.149,0,87.1984333543904
AF-P62312-F1-model_v4,P62312,P62312-F1,33.429,3.429,5.353,0.239,0.149,0,92.129484375
AF-P63162-F1-model_v4,P63162,P63162-F1,25.444,4.556,11.314,0.169,0.149,0,71.67329657574
AF-Q14766-F1-model_v4,Q14766,Q14766-F1,37.455,4.318,20.382,0.109,0.149,0,60.5923159190582
AF-Q15051-F1-model_v4,Q15051,Q15051-F1,52.333,4.111,7.482,0.159,0.149,0,83.1724525577558
AF-Q15751-F17-model_v4,Q15751,Q15751-F17,5.111,3.444,19.21,0.217,0.149,0,83.2926075066013
AF-Q8N687-F1-model_v4,Q8N687,Q8N687-F1,24.429,3.714,9.114,0.243,0.149,0,64.2749221949222
AF-Q8WXG9-F8-model_v4,Q8WXG9,Q8WXG9-F8,36.833,4.25,12.068,0.127,0.149,0,81.3612519780322
AF-Q96JN0-F1-model_v4,Q96JN0,Q96JN0-F1,27.25,5.75,4.015,0.337,0.149,0,55.9180151745068
AF-Q96PZ7-F12-model_v4,Q96PZ7,Q96PZ7-F12,18.308,3.308,10.833,0.037,0.149,0,76.821322710693
AF-Q9BQA5-F1-model_v4,Q9BQA5,Q9BQA5-F1,23.378,4.133,30.942,0.109,0.149,0,73.5234577650156
AF-Q9NVU7-F1-model_v4,Q9NVU7,Q9NVU7-F1,-5,4.154,15.783,-0.001,0.149,0,78.297075
AF-Q9Y5Y3-F1-model_v4,Q9Y5Y3,Q9Y5Y3-F1,46.3,4.9,10.359,0.245,0.149,0,83.9984677966102
AF-P0DP73-F1-model_v4,P0DP73,P0DP73-F1,10.286,4.714,5.804,0.431,0.148,0,82.3463875205255
AF-P63172-F1-model_v4,P63172,P63172-F1,76.714,5,5.112,0.366,0.148,0,94.9912729357798
AF-Q5VWM6-F1-model_v4,Q5VWM6,Q5VWM6-F1,48.9,4.3,11.051,0.117,0.148,0,82.5409423676012
AF-Q86XG9-F1-model_v4,Q86XG9,Q86XG9-F1,7,5,12.737,0.156,0.148,0,64.8215543859649
AF-Q96BW5-F1-model_v4,Q96BW5,Q96BW5-F1,31.722,5.222,9.441,0.491,0.148,0,97.6612468007313
AF-Q9NX65-F1-model_v4,Q9NX65,Q9NX65-F1,49.067,4.933,14.517,0.076,0.148,0,54.5836972659786
AF-D6RBM5-F1-model_v4,D6RBM5,D6RBM5-F1,19.882,4.529,18.509,0.095,0.147,0,71.6026727785614
AF-P16562-F1-model_v4,P16562,P16562-F1,28.077,4.308,13.237,0.078,0.147,0,93.2042511823437
AF-P28300-F1-model_v4,P28300,P28300-F1,-2.025,4.225,35.617,0.013,0.147,0,68.6227868357488
AF-P55199-F1-model_v4,P55199,P55199-F1,60.286,4.286,7.101,0.202,0.147,0,69.2932048343405
AF-Q13618-F1-model_v4,Q13618,Q13618-F1,29.538,4,23.69,0.076,0.147,0,90.5066393968559
AF-Q5T5B0-F1-model_v4,Q5T5B0,Q5T5B0-F1,3,3.833,9.208,0.358,0.147,0,59.7527914110429
AF-Q5XLA6-F1-model_v4,Q5XLA6,Q5XLA6-F1,13,4.286,6.669,0.449,0.147,0,81.0760701330109
AF-Q66LE6-F1-model_v4,Q66LE6,Q66LE6-F1,12.6,4.8,9.118,0.239,0.147,0,91.8099317126468
AF-Q6EKJ0-F1-model_v4,Q6EKJ0,Q6EKJ0-F1,-1.917,4.25,14.484,0.092,0.147,0,72.5203787375415
AF-Q86WH2-F1-model_v4,Q86WH2,Q86WH2-F1,18.783,4.043,16.974,0.129,0.147,0,79.613087628866
AF-Q86Y27-F1-model_v4,Q86Y27,Q86Y27-F1,87,5,3.528,0.358,0.147,0,68.7981515151515
AF-Q9BT23-F1-model_v4,Q9BT23,Q9BT23-F1,11.556,4.667,9.979,0.436,0.147,0,73.0460182370821
AF-Q9BVG8-F1-model_v4,Q9BVG8,Q9BVG8-F1,37.571,4,7.837,0.145,0.147,0,74.3039487021963
AF-Q9GZZ8-F1-model_v4,Q9GZZ8,Q9GZZ8-F1,37.75,5.75,5.133,0.479,0.147,0,56.9051696606786
AF-Q9Y3E5-F1-model_v4,Q9Y3E5,Q9Y3E5-F1,23.667,4.667,9.954,0.094,0.147,0,84.3301568334578
AF-Q4LEZ3-F1-model_v4,Q4LEZ3,Q4LEZ3-F1,24.333,4,11.044,0.281,0.146,0,78.3991585760518
AF-Q86VU5-F1-model_v4,Q86VU5,Q86VU5-F1,12.476,4.024,31.489,0.02,0.146,0,89.5140682155215
AF-Q8IXB1-F1-model_v4,Q8IXB1,Q8IXB1-F1,-0.429,4.429,10.583,0.338,0.146,0,89.9563189037683
AF-Q8WXI7-F62-model_v4,Q8WXI7,Q8WXI7-F62,26.375,3.812,16.357,0.095,0.146,0,75.5181759078666
AF-Q96HU1-F1-model_v4,Q96HU1,Q96HU1-F1,23.433,4.533,29.409,0.261,0.146,0,82.638748127185
AF-Q96LT7-F1-model_v4,Q96LT7,Q96LT7-F1,16.051,4.308,31.347,0.165,0.146,0,83.094502617801
AF-Q96SB4-F1-model_v4,Q96SB4,Q96SB4-F1,22.032,4.161,20.04,0.061,0.146,0,71.6787569431144
AF-Q9NYQ7-F1-model_v4,Q9NYQ7,Q9NYQ7-F1,6,4.667,9.283,0.188,0.146,0,74.7246680982168
AF-Q9Y2L1-F1-model_v4,Q9Y2L1,Q9Y2L1-F1,25.45,4.15,15.074,0.148,0.146,0,87.2877651515151
AF-Q9Y3T6-F1-model_v4,Q9Y3T6,Q9Y3T6-F1,12,4.667,17.657,0.038,0.146,0,67.2232107701216
AF-A0A1B0GTK5-F1-model_v4,A0A1B0GTK5,A0A1B0GTK5-F1,43.25,6.25,9.111,0.234,0.145,0,64.1983333333333
AF-O75095-F1-model_v4,O75095,O75095-F1,17.8,3.467,15.459,0.189,0.145,0,70.6713628988642
AF-O75347-F1-model_v4,O75347,O75347-F1,23.75,4.75,8.13,0.307,0.145,0,94.3403790412486
AF-P04733-F1-model_v4,P04733,P04733-F1,23.364,3.182,6.8,0.326,0.145,0,78.875125
AF-Q13113-F1-model_v4,Q13113,Q13113-F1,62.167,3.333,10.663,0.247,0.145,0,65.2075262543757
AF-Q8NAG6-F1-model_v4,Q8NAG6,Q8NAG6-F1,50.5,4.25,11.535,0.068,0.145,0,69.2966723295817
AF-Q8NI29-F1-model_v4,Q8NI29,Q8NI29-F1,29.667,4.2,13.251,0.323,0.145,0,91.4894104410441
AF-Q92838-F1-model_v4,Q92838,Q92838-F1,52.769,4.692,10.759,0.104,0.145,0,71.6457713498623
AF-Q96B18-F1-model_v4,Q96B18,Q96B18-F1,13.75,6.5,5.328,0.162,0.145,0,53.5958105447386
AF-Q9BV99-F1-model_v4,Q9BV99,Q9BV99-F1,35.75,4.25,4.828,0.35,0.145,0,84.6069344178953
AF-Q9H0E2-F1-model_v4,Q9H0E2,Q9H0E2-F1,37.444,4.111,7.059,0.358,0.145,0,81.8563066037736
AF-Q9H4Y5-F1-model_v4,Q9H4Y5,Q9H4Y5-F1,44.409,5,16.975,0.144,0.145,0,97.3003975842979
AF-Q9H8W4-F1-model_v4,Q9H8W4,Q9H8W4-F1,40.8,4.7,10.145,0.029,0.145,0,87.6169840452908
AF-Q9Y6G5-F1-model_v4,Q9Y6G5,Q9Y6G5-F1,30.6,5,11.045,0.353,0.145,0,85.034570191713
AF-B1AK53-F1-model_v4,B1AK53,B1AK53-F1,18.273,4.091,10.545,0.114,0.144,0,68.309967416602
AF-O43927-F1-model_v4,O43927,O43927-F1,19.053,4.316,15.634,0.153,0.144,0,84.1282054176072
AF-O95644-F1-model_v4,O95644,O95644-F1,24.5,4,9.419,0.133,0.144,0,57.5337261503928
AF-P10412-F1-model_v4,P10412,P10412-F1,14.714,3.571,13.262,0.161,0.144,0,65.1640533506831
AF-P18621-F1-model_v4,P18621,P18621-F1,3.625,4.375,5.281,0.401,0.144,0,91.5323549032688
AF-P23381-F1-model_v4,P23381,P23381-F1,33.5,4.111,12.789,0.246,0.144,0,91.9443097463284
AF-P25391-F3-model_v4,P25391,P25391-F3,50.545,4.182,13.664,0.136,0.144,0,80.2688299886407
AF-P61956-F1-model_v4,P61956,P61956-F1,2.857,4,9.03,0.254,0.144,0,83.4643495400788
AF-P78509-F9-model_v4,P78509,P78509-F9,39.364,5.455,6.855,0.027,0.144,0,87.6510240909501
AF-Q3KNS6-F1-model_v4,Q3KNS6,Q3KNS6-F1,10.963,4.222,22.732,0.104,0.144,0,72.6863988603989
AF-Q53EL6-F1-model_v4,Q53EL6,Q53EL6-F1,11.533,4,14.524,0.163,0.144,0,77.6793191841235
AF-Q6ZW13-F1-model_v4,Q6ZW13,Q6ZW13-F1,40.143,4.143,12.054,0.222,0.144,0,56.4817841971113
AF-Q7Z309-F1-model_v4,Q7Z309,Q7Z309-F1,16.4,3.8,6.542,0.312,0.144,0,59.7542180851064
AF-Q86TD4-F1-model_v4,Q86TD4,Q86TD4-F1,43.2,4.1,9.144,0.276,0.144,0,84.9125293350717
AF-Q8N9E0-F1-model_v4,Q8N9E0,Q8N9E0-F1,17.75,4.5,6.622,0.307,0.144,0,64.5296100691017
AF-Q9H1F0-F1-model_v4,Q9H1F0,Q9H1F0-F1,25.6,4.8,7.92,0.262,0.144,0,82.4446103896104
AF-Q9UK76-F1-model_v4,Q9UK76,Q9UK76-F1,25.333,4.333,7.658,0.318,0.144,0,62.1725044404973
AF-Q9UPZ9-F1-model_v4,Q9UPZ9,Q9UPZ9-F1,17.175,3.95,24.933,0.25,0.144,0,62.478096844612
