"","GAMuT_60259"
"ENSG00000221909",192
"ENSG00000221914",2206
"ENSG00000221923",174
"ENSG00000221926",405
"ENSG00000221944",201
"ENSG00000221947",54
"ENSG00000221955",482
"ENSG00000221963",7869
"ENSG00000221968",75
"ENSG00000221978",3186
"ENSG00000221983",4148
"ENSG00000221988",48
"ENSG00000221994",186
"ENSG00000221995",47
"ENSG00000222009",179
"ENSG00000222011",112
"ENSG00000222041",324
"ENSG00000222076",263
"ENSG00000222112",43
"ENSG00000222365",131
"ENSG00000222489",318
"ENSG00000222650",66
"ENSG00000222898",26
"ENSG00000222969",11
"ENSG00000223247",82
"ENSG00000223396",12
"ENSG00000223473",13
"ENSG00000223482",215
"ENSG00000223496",780
"ENSG00000223501",657
"ENSG00000223508",34
"ENSG00000223509",44
"ENSG00000223546",412
"ENSG00000223547",406
"ENSG00000223551",1010
"ENSG00000223572",5
"ENSG00000223599",102
"ENSG00000223685",22
"ENSG00000223704",4
"ENSG00000223705",33
"ENSG00000223745",301
"ENSG00000223749",27
"ENSG00000223768",68
"ENSG00000223773",252
"ENSG00000223787",35
"ENSG00000223797",34
"ENSG00000223813",27
"ENSG00000223822",39
"ENSG00000223861",46
"ENSG00000223865",1100
"ENSG00000223891",42
"ENSG00000223959",260
"ENSG00000223960",327
"ENSG00000224019",10
"ENSG00000224032",284
"ENSG00000224051",91
"ENSG00000224066",33
"ENSG00000224078",2549
"ENSG00000224081",406
"ENSG00000224083",36
"ENSG00000224093",16
"ENSG00000224152",35
"ENSG00000224186",30
"ENSG00000224189",9
"ENSG00000224259",1
"ENSG00000224356",36
"ENSG00000224358",33
"ENSG00000224388",25
"ENSG00000224389",18
"ENSG00000224415",25
"ENSG00000224430",37
"ENSG00000224470",1637
"ENSG00000224505",19
"ENSG00000224511",0
"ENSG00000224531",618
"ENSG00000224536",11
"ENSG00000224597",1308
"ENSG00000224660",258
"ENSG00000224699",286
"ENSG00000224745",55
"ENSG00000224769",0
"ENSG00000224822",145
"ENSG00000224870",133
"ENSG00000224877",392
"ENSG00000224897",58
"ENSG00000224934",38
"ENSG00000224950",71
"ENSG00000224975",87
"ENSG00000224986",33
"ENSG00000225026",22
"ENSG00000225032",10
"ENSG00000225091",446
"ENSG00000225092",63
"ENSG00000225138",25
"ENSG00000225190",235
"ENSG00000225192",32
"ENSG00000225193",72
"ENSG00000225200",23
"ENSG00000225215",56
"ENSG00000225224",95
"ENSG00000225265",42
"ENSG00000225302",226
"ENSG00000225329",84
"ENSG00000225335",80
"ENSG00000225345",71
"ENSG00000225354",26
"ENSG00000225361",35
"ENSG00000225377",28
"ENSG00000225423",67
"ENSG00000225434",22
"ENSG00000225447",56
"ENSG00000225470",597
"ENSG00000225484",504
"ENSG00000225526",37
"ENSG00000225614",209
"ENSG00000225648",143
"ENSG00000225649",0
"ENSG00000225663",196
"ENSG00000225697",325
"ENSG00000225733",3801
"ENSG00000225746",120
"ENSG00000225783",354
"ENSG00000225791",52
"ENSG00000225808",21
"ENSG00000225828",33
"ENSG00000225830",937
"ENSG00000225855",47
"ENSG00000225921",801
"ENSG00000225969",17
"ENSG00000225973",96
"ENSG00000225975",22
"ENSG00000225991",36
"ENSG00000226015",11
"ENSG00000226029",77
"ENSG00000226124",12
"ENSG00000226137",155
"ENSG00000226149",143
"ENSG00000226200",140
"ENSG00000226210",17
"ENSG00000226235",21
"ENSG00000226266",54
"ENSG00000226314",107
"ENSG00000226318",91
"ENSG00000226328",125
"ENSG00000226380",1466
"ENSG00000226383",11
"ENSG00000226396",41
"ENSG00000226419",350
"ENSG00000226471",29
"ENSG00000226479",1018
"ENSG00000226598",251
"ENSG00000226652",15
"ENSG00000226674",40
"ENSG00000226688",217
"ENSG00000226696",63
"ENSG00000226711",32
"ENSG00000226742",681
"ENSG00000226752",248
"ENSG00000226761",131
"ENSG00000226887",585
"ENSG00000226891",112
"ENSG00000226950",642
"ENSG00000227036",288
"ENSG00000227038",14
"ENSG00000227051",274
"ENSG00000227053",2
"ENSG00000227057",559
"ENSG00000227110",13
"ENSG00000227124",619
"ENSG00000227252",8
"ENSG00000227258",11
"ENSG00000227268",48
"ENSG00000227331",165
"ENSG00000227345",911
"ENSG00000227354",78
"ENSG00000227372",268
"ENSG00000227388",53
"ENSG00000227398",24
"ENSG00000227486",67
"ENSG00000227500",402
"ENSG00000227502",7
"ENSG00000227540",24
"ENSG00000227560",72
"ENSG00000227671",2623
"ENSG00000227825",67
"ENSG00000227854",29
"ENSG00000227896",18
"ENSG00000227939",14
"ENSG00000227946",21
"ENSG00000227953",131
"ENSG00000227954",2
"ENSG00000227986",119
"ENSG00000228037",13
"ENSG00000228043",82
"ENSG00000228065",325
"ENSG00000228106",88
"ENSG00000228223",140
"ENSG00000228265",50
"ENSG00000228300",118
"ENSG00000228393",30
"ENSG00000228409",79
"ENSG00000228439",27
"ENSG00000228446",145
"ENSG00000228451",53
"ENSG00000228474",2252
"ENSG00000228486",45
"ENSG00000228502",16
"ENSG00000228506",41
"ENSG00000228526",157
"ENSG00000228544",20
"ENSG00000228594",35
"ENSG00000228623",494
"ENSG00000228638",110
"ENSG00000228716",417
"ENSG00000228775",21
"ENSG00000228782",131
"ENSG00000228794",154
"ENSG00000228801",38
"ENSG00000228817",128
"ENSG00000228828",71
"ENSG00000228878",33
"ENSG00000228903",11
"ENSG00000228906",55
"ENSG00000228989",22
"ENSG00000229036",23
"ENSG00000229043",64
"ENSG00000229117",393
"ENSG00000229127",122
"ENSG00000229152",426
"ENSG00000229155",73
"ENSG00000229167",19
"ENSG00000229180",72
"ENSG00000229241",21
"ENSG00000229320",150
"ENSG00000229325",65
"ENSG00000229358",208
"ENSG00000229391",130
"ENSG00000229417",17
"ENSG00000229419",83
"ENSG00000229473",76
"ENSG00000229474",66
"ENSG00000229591",16
"ENSG00000229619",52
"ENSG00000229689",185
"ENSG00000229692",151
"ENSG00000229715",118
"ENSG00000229719",36
"ENSG00000229729",336
"ENSG00000229807",38405
"ENSG00000229808",33
"ENSG00000229809",80
"ENSG00000229816",121
"ENSG00000229833",47
"ENSG00000229847",28
"ENSG00000229956",15
"ENSG00000229980",15
"ENSG00000229989",279
"ENSG00000229992",49
"ENSG00000229994",54
"ENSG00000230002",112
"ENSG00000230069",116
"ENSG00000230071",84
"ENSG00000230124",939
"ENSG00000230177",89
"ENSG00000230189",59
"ENSG00000230445",234
"ENSG00000230457",14
"ENSG00000230487",11
"ENSG00000230490",5
"ENSG00000230551",1467
"ENSG00000230590",1747
"ENSG00000230630",187
"ENSG00000230701",18
"ENSG00000230732",73
"ENSG00000230789",32
"ENSG00000230795",45
"ENSG00000230844",73
"ENSG00000230896",26
"ENSG00000230989",2470
"ENSG00000231025",414
"ENSG00000231028",7
"ENSG00000231074",1308
"ENSG00000231113",25
"ENSG00000231160",20
"ENSG00000231177",47
"ENSG00000231205",557
"ENSG00000231259",41
"ENSG00000231298",19
"ENSG00000231307",43
"ENSG00000231312",90
"ENSG00000231335",29
"ENSG00000231365",433
"ENSG00000231389",2332
"ENSG00000231500",3436
"ENSG00000231503",127
"ENSG00000231584",13
"ENSG00000231607",934
"ENSG00000231646",12
"ENSG00000231697",43
"ENSG00000231711",35
"ENSG00000231721",759
"ENSG00000231770",34
"ENSG00000231806",0
"ENSG00000231856",19
"ENSG00000231887",60
"ENSG00000231889",79
"ENSG00000231890",98
"ENSG00000231925",3531
"ENSG00000232018",60
"ENSG00000232034",110
"ENSG00000232036",6
"ENSG00000232040",239
"ENSG00000232098",49
"ENSG00000232112",262
"ENSG00000232119",929
"ENSG00000232160",17
"ENSG00000232229",151
"ENSG00000232295",392
"ENSG00000232388",311
"ENSG00000232400",84
"ENSG00000232434",21
"ENSG00000232533",34
"ENSG00000232536",31
"ENSG00000232545",40
"ENSG00000232559",108
"ENSG00000232586",27
"ENSG00000232587",143
"ENSG00000232593",86
"ENSG00000232611",34
"ENSG00000232626",12
"ENSG00000232677",614
"ENSG00000232693",33
"ENSG00000232838",43
"ENSG00000232859",21
"ENSG00000232872",7
"ENSG00000232915",78
"ENSG00000232931",135
"ENSG00000232956",486
"ENSG00000232973",47
"ENSG00000232994",61
"ENSG00000232995",101
"ENSG00000233006",157
"ENSG00000233008",3
"ENSG00000233016",203
"ENSG00000233041",1
"ENSG00000233184",105
"ENSG00000233217",103
"ENSG00000233237",1740
"ENSG00000233264",114
"ENSG00000233276",1165
"ENSG00000233369",69
"ENSG00000233382",89
"ENSG00000233452",14
"ENSG00000233461",152
"ENSG00000233476",118
"ENSG00000233493",61
"ENSG00000233527",38
"ENSG00000233560",61
"ENSG00000233621",51
"ENSG00000233695",13
"ENSG00000233757",270
"ENSG00000233822",766
"ENSG00000233834",38
"ENSG00000233836",437
"ENSG00000233895",27
"ENSG00000233927",47
"ENSG00000233930",4
"ENSG00000233937",129
"ENSG00000233967",18
"ENSG00000234028",45
"ENSG00000234062",158
"ENSG00000234072",84
"ENSG00000234127",655
"ENSG00000234129",86
"ENSG00000234155",10
"ENSG00000234171",24
"ENSG00000234219",20
"ENSG00000234284",119
"ENSG00000234329",126
"ENSG00000234362",39
"ENSG00000234380",10
"ENSG00000234383",12
"ENSG00000234420",1036
"ENSG00000234444",2717
"ENSG00000234456",129
"ENSG00000234465",132
"ENSG00000234494",86
"ENSG00000234545",262
"ENSG00000234585",105
"ENSG00000234608",245
"ENSG00000234614",176
"ENSG00000234616",386
"ENSG00000234678",81
"ENSG00000234684",30
"ENSG00000234690",23
"ENSG00000234737",16
"ENSG00000234741",3129
"ENSG00000234745",23723
"ENSG00000234771",138
"ENSG00000234851",72
"ENSG00000234899",3
"ENSG00000234912",91
"ENSG00000235106",215
"ENSG00000235109",153
"ENSG00000235142",860
"ENSG00000235145",24
"ENSG00000235162",4858
"ENSG00000235173",193
"ENSG00000235194",160
"ENSG00000235217",226
"ENSG00000235244",79
"ENSG00000235257",28
"ENSG00000235381",86
"ENSG00000235408",98
"ENSG00000235423",45
"ENSG00000235437",243
"ENSG00000235453",27
"ENSG00000235499",85
"ENSG00000235529",20
"ENSG00000235531",53
"ENSG00000235560",41
"ENSG00000235568",217
"ENSG00000235609",160
"ENSG00000235631",47
"ENSG00000235652",10
"ENSG00000235663",3
"ENSG00000235703",178
"ENSG00000235706",60
"ENSG00000235750",764
"ENSG00000235770",15
"ENSG00000235823",23
"ENSG00000235834",234
"ENSG00000235859",237
"ENSG00000235863",84
"ENSG00000235919",30
"ENSG00000235954",117
"ENSG00000236008",40
"ENSG00000236017",84
"ENSG00000236039",367
"ENSG00000236088",149
"ENSG00000236104",110
"ENSG00000236144",158
"ENSG00000236184",43
"ENSG00000236194",130
"ENSG00000236204",25
"ENSG00000236255",127
"ENSG00000236287",1032
"ENSG00000236375",29
"ENSG00000236393",3
"ENSG00000236404",3
"ENSG00000236576",130
"ENSG00000236609",266
"ENSG00000236618",63
"ENSG00000236636",20
"ENSG00000236699",633
"ENSG00000236709",131
"ENSG00000236753",77
"ENSG00000236778",60
"ENSG00000236810",34
"ENSG00000236830",141
"ENSG00000236859",90
"ENSG00000236871",39
"ENSG00000236901",100
"ENSG00000237036",159
"ENSG00000237037",14
"ENSG00000237065",23
"ENSG00000237070",3
"ENSG00000237135",82
"ENSG00000237152",26
"ENSG00000237172",125
"ENSG00000237187",55
"ENSG00000237188",39
"ENSG00000237190",291
"ENSG00000237223",4
"ENSG00000237289",2
"ENSG00000237296",290
"ENSG00000237298",622
"ENSG00000237330",51
"ENSG00000237406",87
"ENSG00000237424",15
"ENSG00000237438",10
"ENSG00000237440",496
"ENSG00000237441",588
"ENSG00000237491",33
"ENSG00000237522",21
"ENSG00000237523",83
"ENSG00000237550",12
"ENSG00000237649",635
"ENSG00000237757",26
"ENSG00000237765",693
"ENSG00000237788",32
"ENSG00000237807",41
"ENSG00000237827",66
"ENSG00000237854",64
"ENSG00000237857",101
"ENSG00000237877",64
"ENSG00000237892",91
"ENSG00000237943",274
"ENSG00000237945",61
"ENSG00000237973",163
"ENSG00000238045",46
"ENSG00000238083",61
"ENSG00000238105",491
"ENSG00000238142",31
"ENSG00000238164",116
"ENSG00000238197",58
"ENSG00000238227",318
"ENSG00000238741",8124
"ENSG00000238825",31
"ENSG00000238961",36
"ENSG00000239039",777
"ENSG00000239213",53
"ENSG00000239264",156
"ENSG00000239280",42
"ENSG00000239305",1263
"ENSG00000239306",1647
"ENSG00000239382",51
"ENSG00000239407",160
"ENSG00000239437",1903
"ENSG00000239470",17
"ENSG00000239521",158
"ENSG00000239569",21
"ENSG00000239650",21
"ENSG00000239653",288
"ENSG00000239665",756
"ENSG00000239672",1533
"ENSG00000239697",32
"ENSG00000239702",153
"ENSG00000239704",38
"ENSG00000239713",270
"ENSG00000239731",31
"ENSG00000239763",29
"ENSG00000239779",47
"ENSG00000239789",159
"ENSG00000239827",53
"ENSG00000239857",65
"ENSG00000239883",368
"ENSG00000239887",97
"ENSG00000239899",141
"ENSG00000239900",1072
"ENSG00000240024",98
"ENSG00000240038",106
"ENSG00000240053",16
"ENSG00000240065",1203
"ENSG00000240087",28
"ENSG00000240160",146
"ENSG00000240184",168
"ENSG00000240207",176
"ENSG00000240216",68
"ENSG00000240225",654
"ENSG00000240230",364
"ENSG00000240288",97
"ENSG00000240291",80
"ENSG00000240303",57
"ENSG00000240342",32
"ENSG00000240344",484
"ENSG00000240356",50
"ENSG00000240392",76
"ENSG00000240429",202
"ENSG00000240481",347
"ENSG00000240498",97
"ENSG00000240583",89
"ENSG00000240602",0
"ENSG00000240682",194
"ENSG00000240694",81
"ENSG00000240695",77
"ENSG00000240764",6
"ENSG00000240771",87
"ENSG00000240849",643
"ENSG00000240857",473
"ENSG00000240859",59
"ENSG00000240869",3156
"ENSG00000240875",4
"ENSG00000240877",109
"ENSG00000240891",108
"ENSG00000240972",208
"ENSG00000241003",28
"ENSG00000241014",34
"ENSG00000241015",311
"ENSG00000241058",844
"ENSG00000241112",34
"ENSG00000241120",39
"ENSG00000241127",288
"ENSG00000241158",26
"ENSG00000241170",75
"ENSG00000241226",58
"ENSG00000241258",517
"ENSG00000241288",22
"ENSG00000241316",69
"ENSG00000241343",342
"ENSG00000241388",180
"ENSG00000241399",267
"ENSG00000241468",486
"ENSG00000241484",124
"ENSG00000241489",25
"ENSG00000241529",102
"ENSG00000241549",39
"ENSG00000241553",992
"ENSG00000241635",134
"ENSG00000241644",8
"ENSG00000241684",180
"ENSG00000241685",1219
"ENSG00000241769",40
"ENSG00000241837",785
"ENSG00000241839",479
"ENSG00000241852",132
"ENSG00000241878",500
"ENSG00000241973",9942
"ENSG00000241975",124
"ENSG00000241990",69
"ENSG00000242028",64
"ENSG00000242086",419
"ENSG00000242094",424
"ENSG00000242110",42
"ENSG00000242125",1486
"ENSG00000242193",375
"ENSG00000242247",1047
"ENSG00000242259",196
"ENSG00000242265",16
"ENSG00000242294",73
"ENSG00000242299",20
"ENSG00000242338",86
"ENSG00000242372",1388
"ENSG00000242419",20
"ENSG00000242474",29
"ENSG00000242485",1326
"ENSG00000242498",656
"ENSG00000242515",668
"ENSG00000242539",35
"ENSG00000242559",24
"ENSG00000242574",562
"ENSG00000242588",50
"ENSG00000242612",92
"ENSG00000242622",38
"ENSG00000242687",57
"ENSG00000242732",31
"ENSG00000242779",1154
"ENSG00000242795",135
"ENSG00000242802",224
"ENSG00000242861",48
"ENSG00000243004",202
"ENSG00000243107",47
"ENSG00000243147",2248
"ENSG00000243156",5421
"ENSG00000243175",44
"ENSG00000243232",76
"ENSG00000243244",118
"ENSG00000243279",61
"ENSG00000243302",40
"ENSG00000243317",948
"ENSG00000243335",221
"ENSG00000243352",53
"ENSG00000243364",72
"ENSG00000243398",46
"ENSG00000243406",41
"ENSG00000243444",41
"ENSG00000243477",27
"ENSG00000243508",69
"ENSG00000243554",33
"ENSG00000243562",57
"ENSG00000243587",4
"ENSG00000243609",56
"ENSG00000243646",608
"ENSG00000243649",384
"ENSG00000243650",69
"ENSG00000243660",190
"ENSG00000243667",130
"ENSG00000243679",11
"ENSG00000243701",112
"ENSG00000243716",142
"ENSG00000243746",32
"ENSG00000243753",92
"ENSG00000243811",77
"ENSG00000243927",1345
"ENSG00000243943",619
"ENSG00000243955",1
"ENSG00000243978",2
"ENSG00000243989",32
"ENSG00000244005",434
"ENSG00000244026",103
"ENSG00000244038",4020
"ENSG00000244041",22
"ENSG00000244044",27
"ENSG00000244045",457
"ENSG00000244055",72
"ENSG00000244122",150
"ENSG00000244165",32
"ENSG00000244187",273
"ENSG00000244230",184
"ENSG00000244274",34
"ENSG00000244384",309
"ENSG00000244398",35
"ENSG00000244405",410
"ENSG00000244462",3559
"ENSG00000244479",20
"ENSG00000244486",141
"ENSG00000244503",86
"ENSG00000244509",311
"ENSG00000244560",17
"ENSG00000244567",65
"ENSG00000244617",26
"ENSG00000244625",77
"ENSG00000244627",64
"ENSG00000244642",227
"ENSG00000244682",339
"ENSG00000244687",347
"ENSG00000244701",31
"ENSG00000244734",19
"ENSG00000244754",4551
"ENSG00000244879",1142
"ENSG00000245060",156
"ENSG00000245146",32
"ENSG00000245149",104
"ENSG00000245205",50
"ENSG00000245213",45
"ENSG00000245498",16
"ENSG00000245532",347717
"ENSG00000245534",8
"ENSG00000245552",20
"ENSG00000245556",63
"ENSG00000245571",113
"ENSG00000245573",13
"ENSG00000245680",424
"ENSG00000245694",16
"ENSG00000245848",97
"ENSG00000245849",47
"ENSG00000245910",398
"ENSG00000245937",578
"ENSG00000245958",504
"ENSG00000246067",442
"ENSG00000246082",187
"ENSG00000246089",38
"ENSG00000246090",30
"ENSG00000246145",27
"ENSG00000246174",26
"ENSG00000246263",440
"ENSG00000246273",177
"ENSG00000246526",9
"ENSG00000246582",81
"ENSG00000246596",43
"ENSG00000246695",38
"ENSG00000246705",904
"ENSG00000246898",83
"ENSG00000246922",138
"ENSG00000247077",2092
"ENSG00000247081",27
"ENSG00000247092",155
"ENSG00000247095",70
"ENSG00000247137",370
"ENSG00000247240",75
"ENSG00000247271",98
"ENSG00000247315",262
"ENSG00000247373",62
"ENSG00000247400",107
"ENSG00000247498",214
"ENSG00000247516",137
"ENSG00000247556",3247
"ENSG00000247572",104
"ENSG00000247595",57
"ENSG00000247596",255
"ENSG00000247626",346
"ENSG00000247679",36
"ENSG00000247708",93
"ENSG00000247746",26
"ENSG00000247796",33
"ENSG00000247809",163
"ENSG00000247828",249
"ENSG00000247844",3079
"ENSG00000247934",35
"ENSG00000247950",22
"ENSG00000247982",23
"ENSG00000248008",443
"ENSG00000248019",234
"ENSG00000248049",288
"ENSG00000248092",479
"ENSG00000248099",2
"ENSG00000248124",131
"ENSG00000248144",18
"ENSG00000248275",39
"ENSG00000248333",195
"ENSG00000248429",239
"ENSG00000248441",9
"ENSG00000248445",38
"ENSG00000248449",28
"ENSG00000248476",152
"ENSG00000248483",290
"ENSG00000248487",34
"ENSG00000248503",44
"ENSG00000248508",10
"ENSG00000248521",14
"ENSG00000248527",245
"ENSG00000248593",99
"ENSG00000248596",11
"ENSG00000248643",239
"ENSG00000248734",28
"ENSG00000248771",1
"ENSG00000248858",45
"ENSG00000248863",27
"ENSG00000248866",57
"ENSG00000248905",608
"ENSG00000248909",29
"ENSG00000248932",51
"ENSG00000248971",62
"ENSG00000249007",44
"ENSG00000249042",78
"ENSG00000249087",37
"ENSG00000249115",199
"ENSG00000249212",70
"ENSG00000249242",15
"ENSG00000249264",59
"ENSG00000249348",9
"ENSG00000249353",73
"ENSG00000249363",63
"ENSG00000249437",74
"ENSG00000249464",61
"ENSG00000249471",87
"ENSG00000249476",60
"ENSG00000249592",104
"ENSG00000249669",889
"ENSG00000249673",173
"ENSG00000249709",23
"ENSG00000249784",231
"ENSG00000249850",161
"ENSG00000249855",65
"ENSG00000249859",4972
"ENSG00000249863",86
"ENSG00000249885",16
"ENSG00000249915",1312
"ENSG00000249923",0
"ENSG00000249948",14
"ENSG00000250056",4
"ENSG00000250069",65
"ENSG00000250091",16
"ENSG00000250120",11
"ENSG00000250130",34
"ENSG00000250132",35
"ENSG00000250159",60
"ENSG00000250182",45
"ENSG00000250303",37
"ENSG00000250305",17
"ENSG00000250312",427
"ENSG00000250317",286
"ENSG00000250329",165
"ENSG00000250461",86
"ENSG00000250462",71
"ENSG00000250479",144
"ENSG00000250539",65
"ENSG00000250565",51
"ENSG00000250569",48
"ENSG00000250571",28
"ENSG00000250608",46
"ENSG00000250722",940
"ENSG00000250742",873
"ENSG00000250786",15
"ENSG00000250802",30
"ENSG00000250889",56
"ENSG00000250899",66
"ENSG00000250903",345
"ENSG00000250959",26
"ENSG00000251003",335
"ENSG00000251022",576
"ENSG00000251023",58
"ENSG00000251034",16
"ENSG00000251136",2318
"ENSG00000251141",37
"ENSG00000251169",25
"ENSG00000251192",217
"ENSG00000251247",110
"ENSG00000251322",41
"ENSG00000251348",173
"ENSG00000251364",24
"ENSG00000251369",297
"ENSG00000251381",168
"ENSG00000251429",17
"ENSG00000251432",168
"ENSG00000251441",67
"ENSG00000251442",149
"ENSG00000251456",48
"ENSG00000251463",76
"ENSG00000251474",218
"ENSG00000251562",784982
"ENSG00000251595",28
"ENSG00000251615",11
"ENSG00000251669",48
"ENSG00000251682",170
"ENSG00000251791",1093
"ENSG00000252010",2798
"ENSG00000252213",96
"ENSG00000252481",6284
"ENSG00000252498",26
"ENSG00000252690",149
"ENSG00000252835",852
"ENSG00000252947",43
"ENSG00000253106",93
"ENSG00000253159",21
"ENSG00000253200",46
"ENSG00000253251",149
"ENSG00000253276",482
"ENSG00000253284",635
"ENSG00000253293",436
"ENSG00000253304",157
"ENSG00000253305",114
"ENSG00000253313",76
"ENSG00000253320",38
"ENSG00000253352",4410
"ENSG00000253368",550
"ENSG00000253372",54
"ENSG00000253438",62
"ENSG00000253485",37
"ENSG00000253516",12
"ENSG00000253522",19
"ENSG00000253537",54
"ENSG00000253558",27
"ENSG00000253598",82
"ENSG00000253636",34
"ENSG00000253671",65
"ENSG00000253710",469
"ENSG00000253716",29
"ENSG00000253719",3228
"ENSG00000253729",27430
"ENSG00000253731",72
"ENSG00000253738",549
"ENSG00000253767",42
"ENSG00000253797",1290
"ENSG00000253846",115
"ENSG00000253873",27
"ENSG00000253910",125
"ENSG00000253953",32
"ENSG00000253958",529
