external_gene_name,description,search_id,MeSH_count,andGene_count,description_count,best_score
CLN5,CLN5 intracellular trafficking protein ,CLN5,6,,,6
NECAB2,N-terminal EF-hand calcium binding protein 2 ,NECAB2,1,,,1
FAH,fumarylacetoacetate hydrolase ,FAH,42,,,42
MEIS3,Meis homeobox 3 ,MEIS3,8,,,8
BCAT2,branched chain amino acid transaminase 2 ,BCAT2,23,,,23
HIBADH,3-hydroxyisobutyrate dehydrogenase ,HIBADH,1,,,1
NPTX2,neuronal pentraxin 2 ,NPTX2,40,,,40
VSIR,V-set immunoregulatory receptor ,VSIR,18,,,18
ANKRD26,ankyrin repeat domain containing 26 ,ANKRD26,37,,,37
ZMIZ1,zinc finger MIZ-type containing 1 ,ZMIZ1,37,,,37
CPE,carboxypeptidase E ,CPE,287,,,287
VWA5A,von Willebrand factor A domain containing 5A ,VWA5A,2,,,2
EIF2B1,eukaryotic translation initiation factor 2B subunit alpha ,EIF2B1,4,,,4
FZD10,frizzled class receptor 10 ,FZD10,53,,,53
KLHL18,kelch like family member 18 ,KLHL18,1,,,1
PLSCR4,phospholipid scramblase 4 ,PLSCR4,3,,,3
DNAJC16,DnaJ heat shock protein family (Hsp40) member C16 ,DNAJC16,0,,,0
GPAM,"glycerol-3-phosphate acyltransferase, mitochondrial ",GPAM,13,,,13
TNFSF18,TNF superfamily member 18 ,TNFSF18,8,,,8
PLXDC2,plexin domain containing 2 ,PLXDC2,10,,,10
WASHC3,WASH complex subunit 3 ,WASHC3,0,,,0
RNF170,ring finger protein 170 ,RNF170,0,,,0
ECHDC2,enoyl-CoA hydratase domain containing 2 ,ECHDC2,4,,,4
GPR83,G protein-coupled receptor 83 ,GPR83,0,,,0
MC3R,melanocortin 3 receptor ,MC3R,5,,,5
UNC5CL,unc-5 family C-terminal like ,UNC5CL,2,,,2
S1PR4,sphingosine-1-phosphate receptor 4 ,S1PR4,14,,,14
SBDS,SBDS ribosome maturation factor ,SBDS,49,,,49
KNSTRN,kinetochore localized astrin (SPAG5) binding protein ,KNSTRN,12,,,12
SOX15,SRY-box transcription factor 15 ,SOX15,19,,,19
REEP5,receptor accessory protein 5 ,REEP5,5,,,5
CEP85,centrosomal protein 85 ,CEP85,1,,,1
INPP5K,inositol polyphosphate-5-phosphatase K ,INPP5K,5,,,5
REEP2,receptor accessory protein 2 ,REEP2,2,,,2
ANGPTL3,angiopoietin like 3 ,ANGPTL3,30,,,30
DCLK1,doublecortin like kinase 1 ,DCLK1,182,,,182
CEP20,centrosomal protein 20 ,CEP20,1,,,1
TMTC1,transmembrane O-mannosyltransferase targeting cadherins 1 ,TMTC1,2,,,2
VRTN,vertebrae development associated ,VRTN,0,,,0
TMEM106C,transmembrane protein 106C ,TMEM106C,6,,,6
EDAR,ectodysplasin A receptor ,EDAR,21,,,21
TBR1,T-box brain transcription factor 1 ,TBR1,9,,,9
GRHPR,glyoxylate and hydroxypyruvate reductase ,GRHPR,6,,,6
UNC13C,unc-13 homolog C ,UNC13C,7,,,7
BCAR3,"BCAR3 adaptor protein, NSP family member ",BCAR3,35,,,35
GPAT3,glycerol-3-phosphate acyltransferase 3 ,GPAT3,3,,,3
SHROOM3,shroom family member 3 ,SHROOM3,5,,,5
LGR5,leucine rich repeat containing G protein-coupled receptor 5 ,LGR5,654,,,654
SERPINA10,serpin family A member 10 ,SERPINA10,5,,,5
MARVELD3,MARVEL domain containing 3 ,MARVELD3,8,,,8
SGSM2,small G protein signaling modulator 2 ,SGSM2,6,,,6
RNF157,ring finger protein 157 ,RNF157,4,,,4
IFITM3,interferon induced transmembrane protein 3 ,IFITM3,61,,,61
CIAO1,cytosolic iron-sulfur assembly component 1 ,CIAO1,3,,,3
LPP,LIM domain containing preferred translocation partner in lipoma ,LPP,149,,,149
SLC30A5,solute carrier family 30 member 5 ,SLC30A5,4,,,4
CER1,"cerberus 1, DAN family BMP antagonist ",CER1,13,,,13
LRSAM1,leucine rich repeat and sterile alpha motif containing 1 ,LRSAM1,7,,,7
ADAMTS12,ADAM metallopeptidase with thrombospondin type 1 motif 12 ,ADAMTS12,19,,,19
SERP2,stress associated endoplasmic reticulum protein family member 2 ,SERP2,4,,,4
PFKM,"phosphofructokinase, muscle ",PFKM,29,,,29
MMP16,matrix metallopeptidase 16 ,MMP16,67,,,67
ADAMTS3,ADAM metallopeptidase with thrombospondin type 1 motif 3 ,ADAMTS3,9,,,9
WDR19,WD repeat domain 19 ,WDR19,1,,,1
HOXB13,homeobox B13 ,HOXB13,324,,,324
THEM4,thioesterase superfamily member 4 ,THEM4,5,,,5
TFF2,trefoil factor 2 ,TFF2,128,,,128
GPSM1,G protein signaling modulator 1 ,GPSM1,7,,,7
TEDC2,tubulin epsilon and delta complex 2 ,TEDC2,5,,,5
MATN1,matrilin 1 ,MATN1,4,,,4
SNX7,sorting nexin 7 ,SNX7,3,,,3
BOLA3,bolA family member 3 ,BOLA3,9,,,9
HIPK1,homeodomain interacting protein kinase 1 ,HIPK1,23,,,23
PITX2,paired like homeodomain 2 ,PITX2,134,,,134
F2RL1,F2R like trypsin receptor 1 ,F2RL1,24,,,24
CTHRC1,collagen triple helix repeat containing 1 ,CTHRC1,117,,,117
HEPACAM,hepatic and glial cell adhesion molecule ,HEPACAM,46,,,46
CDX2,caudal type homeobox 2 ,CDX2,1719,,,1719
NUDT5,nudix hydrolase 5 ,NUDT5,16,,,16
HACD1,3-hydroxyacyl-CoA dehydratase 1 ,HACD1,2,,,2
GPR182,G protein-coupled receptor 182 ,GPR182,4,,,4
TAC3,tachykinin precursor 3 ,TAC3,6,,,6
DPEP2,dipeptidase 2 ,DPEP2,5,,,5
SRR,serine racemase ,SRR,229,,,229
KLK1,kallikrein 1 ,KLK1,52,,,52
UBTD2,ubiquitin domain containing 2 ,UBTD2,0,,,0
SLC16A4,solute carrier family 16 member 4 ,SLC16A4,6,,,6
TMEM208,transmembrane protein 208 ,TMEM208,2,,,2
DUS1L,dihydrouridine synthase 1 like ,DUS1L,1,,,1
TACR3,tachykinin receptor 3 ,TACR3,7,,,7
MUC17,"mucin 17, cell surface associated ",MUC17,47,,,47
SLN,sarcolipin ,SLN,4539,,,4539
HOXB9,homeobox B9 ,HOXB9,85,,,85
TMEM43,transmembrane protein 43 ,TMEM43,5,,,5
S100Z,S100 calcium binding protein Z ,S100Z,6,,,6
MRM3,mitochondrial rRNA methyltransferase 3 ,MRM3,3,,,3
EGFL7,EGF like domain multiple 7 ,EGFL7,90,,,90
NAA20,"N-alpha-acetyltransferase 20, NatB catalytic subunit ",NAA20,2,,,2
ENDOV,endonuclease V ,ENDOV,5,,,5
LINGO2,leucine rich repeat and Ig domain containing 2 ,LINGO2,4,,,4
GPR171,G protein-coupled receptor 171 ,GPR171,6,,,6
MLXIP,MLX interacting protein ,MLXIP,4,,,4
UNC119B,unc-119 lipid binding chaperone B ,UNC119B,2,,,2
GJC3,gap junction protein gamma 3 ,GJC3,1,,,1
LCORL,ligand dependent nuclear receptor corepressor like ,LCORL,3,,,3
DAND5,DAN domain BMP antagonist family member 5 ,DAND5,2,,,2
ITLN1,intelectin 1 ,ITLN1,19,,,19
SKIDA1,SKI/DACH domain containing 1 ,SKIDA1,0,,,0
C5orf24,chromosome 5 open reading frame 24 ,C5orf24,0,,,0
SLC8A1,solute carrier family 8 member A1 ,SLC8A1,21,,,21
ABAT,4-aminobutyrate aminotransferase ,ABAT,29,,,29
SLC25A10,solute carrier family 25 member 10 ,SLC25A10,6,,,6
POTEC,POTE ankyrin domain family member C ,POTEC,1,,,1
RIMBP3C,RIMS binding protein 3C ,RIMBP3C,1,,,1
ALDH1A3,aldehyde dehydrogenase 1 family member A3 ,ALDH1A3,180,,,180
GDF3,growth differentiation factor 3 ,GDF3,31,,,31
FOXD4L1,forkhead box D4 like 1 ,FOXD4L1,2,,,2
EDARADD,EDAR associated via death domain ,EDARADD,12,,,12
GPAT2,"glycerol-3-phosphate acyltransferase 2, mitochondrial ",GPAT2,6,,,6
TMPRSS6,transmembrane serine protease 6 ,TMPRSS6,15,,,15
FOXD3,forkhead box D3 ,FOXD3,89,,,89
TMEM201,transmembrane protein 201 ,TMEM201,3,,,3
SPATS2L,spermatogenesis associated serine rich 2 like ,SPATS2L,9,,,9
ANXA4,annexin A4 ,ANXA4,39,,,39
ENTPD4,ectonucleoside triphosphate diphosphohydrolase 4 ,ENTPD4,1,,,1
ENTPD6,ectonucleoside triphosphate diphosphohydrolase 6 ,ENTPD6,3,,,3
CLEC4C,C-type lectin domain family 4 member C ,CLEC4C,4,,,4
PAPSS2,3'-phosphoadenosine 5'-phosphosulfate synthase 2 ,PAPSS2,25,,,25
GPRIN2,G protein regulated inducer of neurite outgrowth 2 ,GPRIN2,5,,,5
TMEM231,transmembrane protein 231 ,TMEM231,0,,,0
DEFA1,defensin alpha 1 ,DEFA1,10,,,10
ZBTB9,zinc finger and BTB domain containing 9 ,ZBTB9,2,,,2
TENM3,teneurin transmembrane protein 3 ,TENM3,5,,,5
SLC26A6,solute carrier family 26 member 6 ,SLC26A6,5,,,5
SHLD3,shieldin complex subunit 3 ,SHLD3,2,,,2
MMP12,matrix metallopeptidase 12 ,MMP12,239,,,239
ZNF224,zinc finger protein 224 ,ZNF224,14,,,14
RIMBP3B,RIMS binding protein 3B ,RIMBP3B,0,,,0
FUCA2,alpha-L-fucosidase 2 ,FUCA2,7,,,7
AK2,adenylate kinase 2 ,AK2,15,,,15
ARHGAP33,Rho GTPase activating protein 33 ,ARHGAP33,0,,,0
MRC2,mannose receptor C-type 2 ,MRC2,32,,,32
LDAF1,lipid droplet assembly factor 1 ,LDAF1,0,,,0
HEBP1,heme binding protein 1 ,HEBP1,4,,,4
TNIP3,TNFAIP3 interacting protein 3 ,TNIP3,3,,,3
LY75,lymphocyte antigen 75 ,LY75,14,,,14
SERPINB3,serpin family B member 3 ,SERPINB3,52,,,52
OAT,ornithine aminotransferase ,OAT,1291,2,37,37
HDHD5,haloacid dehalogenase like hydrolase domain containing 5 ,HDHD5,0,,,0
NDST1,N-deacetylase and N-sulfotransferase 1 ,NDST1,21,,,21
ACAP1,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1 ",ACAP1,10,,,10
ANKRD13A,ankyrin repeat domain 13A ,ANKRD13A,3,,,3
LAMP3,lysosomal associated membrane protein 3 ,LAMP3,89,,,89
SLC4A4,solute carrier family 4 member 4 ,SLC4A4,36,,,36
SEPHS1,selenophosphate synthetase 1 ,SEPHS1,7,,,7
OGFOD1,2-oxoglutarate and iron dependent oxygenase domain containing 1 ,OGFOD1,5,,,5
ASAP3,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 3 ",ASAP3,9,,,9
P2RX7,purinergic receptor P2X 7 ,P2RX7,49,,,49
MIEF1,mitochondrial elongation factor 1 ,MIEF1,4,,,4
RASSF2,Ras association domain family member 2 ,RASSF2,65,,,65
POFUT1,protein O-fucosyltransferase 1 ,POFUT1,26,,,26
ASIP,agouti signaling protein ,ASIP,41,,,41
PLP2,proteolipid protein 2 ,PLP2,27,,,27
PCSK1N,proprotein convertase subtilisin/kexin type 1 inhibitor ,PCSK1N,1,,,1
ACOD1,aconitate decarboxylase 1 ,ACOD1,6,,,6
CMC2,C-X9-C motif containing 2 ,CMC2,3,,,3
FCER2,Fc epsilon receptor II ,FCER2,14,,,14
CLEC11A,C-type lectin domain containing 11A ,CLEC11A,18,,,18
ABHD11,abhydrolase domain containing 11 ,ABHD11,31,,,31
ATRNL1,attractin like 1 ,ATRNL1,4,,,4
PALD1,phosphatase domain containing paladin 1 ,PALD1,2,,,2
MLX,MAX dimerization protein MLX ,MLX,19,,,19
SLC35F2,solute carrier family 35 member F2 ,SLC35F2,14,,,14
CLEC4A,C-type lectin domain family 4 member A ,CLEC4A,7,,,7
CEP85L,centrosomal protein 85 like ,CEP85L,6,,,6
NIT2,nitrilase family member 2 ,NIT2,9,,,9
UPK1B,uroplakin 1B ,UPK1B,21,,,21
PRAMEF12,PRAME family member 12 ,PRAMEF12,1,,,1
MMP8,matrix metallopeptidase 8 ,MMP8,212,,,212
OLFM3,olfactomedin 3 ,OLFM3,3,,,3
ABCG2,ATP binding cassette subfamily G member 2 (JR blood group) ,ABCG2,1766,,,1766
SLIRP,SRA stem-loop interacting RNA binding protein ,SLIRP,3,,,3
PCMT1,protein-L-isoaspartate (D-aspartate) O-methyltransferase ,PCMT1,14,,,14
TEX14,"testis expressed 14, intercellular bridge forming factor ",TEX14,9,,,9
MTIF3,mitochondrial translational initiation factor 3 ,MTIF3,0,,,0
PAEP,progestagen associated endometrial protein ,PAEP,18,,,18
BICC1,BicC family RNA binding protein 1 ,BICC1,19,,,19
NLN,neurolysin ,NLN,72,,,72
G0S2,G0/G1 switch 2 ,G0S2,45,,,45
MATN4,matrilin 4 ,MATN4,3,,,3
FASTKD3,FAST kinase domains 3 ,FASTKD3,1,,,1
GNRH2,gonadotropin releasing hormone 2 ,GNRH2,12,,,12
PAX1,paired box 1 ,PAX1,86,,,86
BFSP1,beaded filament structural protein 1 ,BFSP1,3,,,3
ITPA,inosine triphosphatase ,ITPA,53,,,53
HOXD1,homeobox D1 ,HOXD1,28,,,28
TTBK2,tau tubulin kinase 2 ,TTBK2,9,,,9
NAA35,"N-alpha-acetyltransferase 35, NatC auxiliary subunit ",NAA35,1,,,1
TRAFD1,TRAF-type zinc finger domain containing 1 ,TRAFD1,0,,,0
ZC3H10,zinc finger CCCH-type containing 10 ,ZC3H10,1,,,1
CNPY3,canopy FGF signaling regulator 3 ,CNPY3,4,,,4
MMAB,metabolism of cobalamin associated B ,MMAB,21,,,21
MDGA2,MAM domain containing glycosylphosphatidylinositol anchor 2 ,MDGA2,5,,,5
KATNB1,katanin regulatory subunit B1 ,KATNB1,2,,,2
P3H4,prolyl 3-hydroxylase family member 4 (inactive) ,P3H4,8,,,8
EMP3,epithelial membrane protein 3 (MAM blood group) ,EMP3,60,,,60
FBN3,fibrillin 3 ,FBN3,15,,,15
F13B,coagulation factor XIII B chain ,F13B,6,,,6
FAHD2B,fumarylacetoacetate hydrolase domain containing 2B ,FAHD2B,0,,,0
USP53,ubiquitin specific peptidase 53 ,USP53,6,,,6
CYP17A1,cytochrome P450 family 17 subfamily A member 1 ,CYP17A1,321,,,321
EML3,EMAP like 3 ,EML3,1,,,1
GDPD1,glycerophosphodiester phosphodiesterase domain containing 1 ,GDPD1,0,,,0
GPRASP2,G protein-coupled receptor associated sorting protein 2 ,GPRASP2,1,,,1
ITLN2,intelectin 2 ,ITLN2,0,,,0
VPS11,VPS11 core subunit of CORVET and HOPS complexes ,VPS11,1,,,1
TBC1D24,TBC1 domain family member 24 ,TBC1D24,2,,,2
C1orf87,chromosome 1 open reading frame 87 ,C1orf87,0,,,0
LHX8,LIM homeobox 8 ,LHX8,19,,,19
POGLUT1,protein O-glucosyltransferase 1 ,POGLUT1,3,,,3
NEUROD6,neuronal differentiation 6 ,NEUROD6,5,,,5
OSR2,odd-skipped related transciption factor 2 ,OSR2,12,,,12
METTL2B,"methyltransferase 2B, tRNA N3-cytidine ",METTL2B,4,,,4
SLC6A5,solute carrier family 6 member 5 ,SLC6A5,2,,,2
NDST2,N-deacetylase and N-sulfotransferase 2 ,NDST2,7,,,7
GLYCTK,glycerate kinase ,GLYCTK,0,,,0
FAM107A,family with sequence similarity 107 member A ,FAM107A,18,,,18
CPT1C,carnitine palmitoyltransferase 1C ,CPT1C,30,,,30
RNASE3,ribonuclease A family member 3 ,RNASE3,9,,,9
CT55,cancer/testis antigen 55 ,CT55,3,,,3
DRD5,dopamine receptor D5 ,DRD5,23,,,23
MUC3A,"mucin 3A, cell surface associated ",MUC3A,24,,,24
SERPINA6,serpin family A member 6 ,SERPINA6,7,,,7
ZBTB26,zinc finger and BTB domain containing 26 ,ZBTB26,0,,,0
LDHAL6B,lactate dehydrogenase A like 6B ,LDHAL6B,0,,,0
SLFN12,schlafen family member 12 ,SLFN12,15,,,15
CES2,carboxylesterase 2 ,CES2,53,,,53
RNASEH2C,ribonuclease H2 subunit C ,RNASEH2C,5,,,5
GLRX,glutaredoxin ,GLRX,15,,,15
REP15,RAB15 effector protein ,REP15,1,,,1
DOLK,dolichol kinase ,DOLK,0,,,0
HOXD8,homeobox D8 ,HOXD8,38,,,38
IP6K1,inositol hexakisphosphate kinase 1 ,IP6K1,4,,,4
MC5R,melanocortin 5 receptor ,MC5R,5,,,5
PLAAT3,phospholipase A and acyltransferase 3 ,PLAAT3,2,,,2
SLC25A22,solute carrier family 25 member 22 ,SLC25A22,5,,,5
GRAMD1C,GRAM domain containing 1C ,GRAMD1C,3,,,3
EPM2AIP1,EPM2A interacting protein 1 ,EPM2AIP1,10,,,10
GPR35,G protein-coupled receptor 35 ,GPR35,16,,,16
ARID3B,AT-rich interaction domain 3B ,ARID3B,21,,,21
ALOX15B,arachidonate 15-lipoxygenase type B ,ALOX15B,14,,,14
B3GNT3,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3 ",B3GNT3,22,,,22
TSHZ1,teashirt zinc finger homeobox 1 ,TSHZ1,4,,,4
SOX1,SRY-box transcription factor 1 ,SOX1,130,,,130
PTGDR2,prostaglandin D2 receptor 2 ,PTGDR2,9,,,9
KRTAP6-1,keratin associated protein 6-1 ,KRTAP6-1,0,,,0
TEDC1,tubulin epsilon and delta complex 1 ,TEDC1,0,,,0
ADAMTSL5,ADAMTS like 5 ,ADAMTSL5,5,,,5
RTN4RL1,reticulon 4 receptor like 1 ,RTN4RL1,0,,,0
LRCH3,leucine rich repeats and calponin homology domain containing 3 ,LRCH3,2,,,2
ZBTB6,zinc finger and BTB domain containing 6 ,ZBTB6,3,,,3
SAPCD2,suppressor APC domain containing 2 ,SAPCD2,13,,,13
PRELID2,PRELI domain containing 2 ,PRELID2,5,,,5
CIDEC,cell death inducing DFFA like effector c ,CIDEC,10,,,10
HAPLN4,hyaluronan and proteoglycan link protein 4 ,HAPLN4,1,,,1
TRPV2,transient receptor potential cation channel subfamily V member 2 ,TRPV2,65,,,65
PLA2G2C,phospholipase A2 group IIC ,PLA2G2C,1,,,1
TMEM120B,transmembrane protein 120B ,TMEM120B,3,,,3
JPT1,Jupiter microtubule associated homolog 1 ,JPT1,8,,,8
S100A7L2,S100 calcium binding protein A7 like 2 ,S100A7L2,1,,,1
SLC22A5,solute carrier family 22 member 5 ,SLC22A5,19,,,19
STMN3,stathmin 3 ,STMN3,14,,,14
SOX18,SRY-box transcription factor 18 ,SOX18,70,,,70
PRRT1,proline rich transmembrane protein 1 ,PRRT1,4,,,4
CD300LD,CD300 molecule like family member d ,CD300LD,3,,,3
KRTAP10-9,keratin associated protein 10-9 ,KRTAP10-9,0,,,0
INMT,indolethylamine N-methyltransferase ,INMT,11,,,11
PRAF2,PRA1 domain family member 2 ,PRAF2,8,,,8
LY75-CD302,LY75-CD302 readthrough ,LY75-CD302,1,,,1
TMEM185A,transmembrane protein 185A ,TMEM185A,2,,,2
MYO19,myosin XIX ,MYO19,1,,,1
NIPAL3,NIPA like domain containing 3 ,NIPAL3,0,,,0
DLX6,distal-less homeobox 6 ,DLX6,66,,,66
ARHGAP31,Rho GTPase activating protein 31 ,ARHGAP31,3,,,3
GPM6B,glycoprotein M6B ,GPM6B,12,,,12
ADAMTS6,ADAM metallopeptidase with thrombospondin type 1 motif 6 ,ADAMTS6,15,,,15
SLC4A8,solute carrier family 4 member 8 ,SLC4A8,2,,,2
ATP9A,ATPase phospholipid transporting 9A (putative) ,ATP9A,3,,,3
RIMBP2,RIMS binding protein 2 ,RIMBP2,3,,,3
FOXJ2,forkhead box J2 ,FOXJ2,18,,,18
MPPED2,metallophosphoesterase domain containing 2 ,MPPED2,8,,,8
ADGRF5,adhesion G protein-coupled receptor F5 ,ADGRF5,8,,,8
FNDC3B,fibronectin type III domain containing 3B ,FNDC3B,50,,,50
FAP,fibroblast activation protein alpha ,FAP,3325,,,3325
OAS1,2'-5'-oligoadenylate synthetase 1 ,OAS1,61,,,61
ABCC6,ATP binding cassette subfamily C member 6 ,ABCC6,49,,,49
SPAG7,sperm associated antigen 7 ,SPAG7,1,,,1
ADA2,adenosine deaminase 2 ,ADA2,28,,,28
RSPH14,radial spoke head 14 homolog ,RSPH14,2,,,2
ISM2,isthmin 2 ,ISM2,3,,,3
ISM1,isthmin 1 ,ISM1,10,,,10
TM9SF4,transmembrane 9 superfamily member 4 ,TM9SF4,11,,,11
MXRA5,matrix remodeling associated 5 ,MXRA5,19,,,19
GDPD3,glycerophosphodiester phosphodiesterase domain containing 3 ,GDPD3,1,,,1
CLCN7,chloride voltage-gated channel 7 ,CLCN7,5,,,5
METRN,"meteorin, glial cell differentiation regulator ",METRN,4,,,4
ILVBL,ilvB acetolactate synthase like ,ILVBL,0,,,0
SIGLEC8,sialic acid binding Ig like lectin 8 ,SIGLEC8,14,,,14
SIGLEC6,sialic acid binding Ig like lectin 6 ,SIGLEC6,15,,,15
TMEM147,transmembrane protein 147 ,TMEM147,10,,,10
ETHE1,ETHE1 persulfide dioxygenase ,ETHE1,7,,,7
NPVF,neuropeptide VF precursor ,NPVF,1,,,1
LIPA,"lipase A, lysosomal acid type ",LIPA,291,1,0,1
PBLD,phenazine biosynthesis like protein domain containing ,PBLD,6,,,6
PIGL,phosphatidylinositol glycan anchor biosynthesis class L ,PIGL,2,,,2
PMP22,peripheral myelin protein 22 ,PMP22,73,,,73
SC5D,sterol-C5-desaturase ,SC5D,4,,,4
RNF141,ring finger protein 141 ,RNF141,3,,,3
PRR4,proline rich 4 ,PRR4,2,,,2
MAN1A1,mannosidase alpha class 1A member 1 ,MAN1A1,14,,,14
SLC22A2,solute carrier family 22 member 2 ,SLC22A2,22,,,22
DAP,death associated protein ,DAP,401,0,377,377
NPR3,natriuretic peptide receptor 3 ,NPR3,20,,,20
PRRX1,paired related homeobox 1 ,PRRX1,86,,,86
PHTF1,putative homeodomain transcription factor 1 ,PHTF1,3,,,3
GPR89A,G protein-coupled receptor 89A ,GPR89A,0,,,0
DHDDS,dehydrodolichyl diphosphate synthase subunit ,DHDDS,4,,,4
SNX19,sorting nexin 19 ,SNX19,2,,,2
TMEM131L,transmembrane 131 like ,TMEM131L,0,,,0
LRRC39,leucine rich repeat containing 39 ,LRRC39,0,,,0
MYRF,myelin regulatory factor ,MYRF,5,,,5
TCF15,transcription factor 15 ,TCF15,1,,,1
FRMD8,FERM domain containing 8 ,FRMD8,4,,,4
GLIS2,GLIS family zinc finger 2 ,GLIS2,63,,,63
HOXD10,homeobox D10 ,HOXD10,98,,,98
KLK14,kallikrein related peptidase 14 ,KLK14,44,,,44
USHBP1,USH1 protein network component harmonin binding protein 1 ,USHBP1,1,,,1
C1QL1,complement C1q like 1 ,C1QL1,5,,,5
TESMIN,testis expressed metallothionein like protein ,TESMIN,3,,,3
ADAMTS8,ADAM metallopeptidase with thrombospondin type 1 motif 8 ,ADAMTS8,26,,,26
C7orf25,chromosome 7 open reading frame 25 ,C7orf25,2,,,2
ADAMTS7,ADAM metallopeptidase with thrombospondin type 1 motif 7 ,ADAMTS7,7,,,7
CYP2C8,cytochrome P450 family 2 subfamily C member 8 ,CYP2C8,186,,,186
PLA2G12B,phospholipase A2 group XIIB ,PLA2G12B,2,,,2
NDST4,N-deacetylase and N-sulfotransferase 4 ,NDST4,3,,,3
TMEM19,transmembrane protein 19 ,TMEM19,0,,,0
ESD,esterase D ,ESD,3020,,,3020
RDH12,retinol dehydrogenase 12 ,RDH12,6,,,6
SERF2,small EDRK-rich factor 2 ,SERF2,2,,,2
ADAMTS17,ADAM metallopeptidase with thrombospondin type 1 motif 17 ,ADAMTS17,4,,,4
PCTP,phosphatidylcholine transfer protein ,PCTP,13,,,13
CCDC40,coiled-coil domain 40 molecular ruler complex subunit ,CCDC40,4,,,4
KIAA0319L,KIAA0319 like ,KIAA0319L,1,,,1
ILDR2,immunoglobulin like domain containing receptor 2 ,ILDR2,2,,,2
AMMECR1L,AMMECR1 like ,AMMECR1L,0,,,0
ILDR1,immunoglobulin like domain containing receptor 1 ,ILDR1,3,,,3
PLAC8,placenta associated 8 ,PLAC8,33,,,33
HAPLN1,hyaluronan and proteoglycan link protein 1 ,HAPLN1,23,,,23
MSRB2,methionine sulfoxide reductase B2 ,MSRB2,2,,,2
NUDT22,nudix hydrolase 22 ,NUDT22,1,,,1
KLRF1,killer cell lectin like receptor F1 ,KLRF1,4,,,4
ARL11,ADP ribosylation factor like GTPase 11 ,ARL11,6,,,6
EPG5,ectopic P-granules 5 autophagy tethering factor ,EPG5,4,,,4
CLEC4F,C-type lectin domain family 4 member F ,CLEC4F,2,,,2
NRSN1,neurensin 1 ,NRSN1,1,,,1
CCDC148,coiled-coil domain containing 148 ,CCDC148,4,,,4
GPR15,G protein-coupled receptor 15 ,GPR15,8,,,8
SAMSN1,"SAM domain, SH3 domain and nuclear localization signals 1 ",SAMSN1,8,,,8
XAGE2,X antigen family member 2 ,XAGE2,4,,,4
GPR61,G protein-coupled receptor 61 ,GPR61,1,,,1
ALX3,ALX homeobox 3 ,ALX3,8,,,8
EFCAB14,EF-hand calcium binding domain 14 ,EFCAB14,0,,,0
CACFD1,calcium channel flower domain containing 1 ,CACFD1,0,,,0
AZGP1,"alpha-2-glycoprotein 1, zinc-binding ",AZGP1,69,,,69
CYB561A3,cytochrome b561 family member A3 ,CYB561A3,1,,,1
HAAO,"3-hydroxyanthranilate 3,4-dioxygenase ",HAAO,8,,,8
TSACC,TSSK6 activating cochaperone ,TSACC,0,,,0
CRYBA2,crystallin beta A2 ,CRYBA2,3,,,3
SMIM14,small integral membrane protein 14 ,SMIM14,1,,,1
CCDC112,coiled-coil domain containing 112 ,CCDC112,2,,,2
COMTD1,catechol-O-methyltransferase domain containing 1 ,COMTD1,3,,,3
PMPCA,"peptidase, mitochondrial processing subunit alpha ",PMPCA,0,,,0
CMTM5,CKLF like MARVEL transmembrane domain containing 5 ,CMTM5,24,,,24
SVOP,SV2 related protein ,SVOP,3,,,3
PCBD1,pterin-4 alpha-carbinolamine dehydratase 1 ,PCBD1,0,,,0
GOLM2,golgi membrane protein 2 ,GOLM2,1,,,1
TMEM170A,transmembrane protein 170A ,TMEM170A,1,,,1
EEIG1,estrogen-induced osteoclastogenesis regulator 1 ,EEIG1,2,,,2
HDHD2,haloacid dehalogenase like hydrolase domain containing 2 ,HDHD2,0,,,0
MN1,"MN1 proto-oncogene, transcriptional regulator ",MN1,206,,,206
APEX2,apurinic/apyrimidinic endodeoxyribonuclease 2 ,APEX2,14,,,14
TM4SF4,transmembrane 4 L six family member 4 ,TM4SF4,14,,,14
GPRC5C,G protein-coupled receptor class C group 5 member C ,GPRC5C,8,,,8
TRABD,TraB domain containing ,TRABD,2,,,2
MORN4,MORN repeat containing 4 ,MORN4,0,,,0
MAP6,microtubule associated protein 6 ,MAP6,5,,,5
SLC16A11,solute carrier family 16 member 11 ,SLC16A11,2,,,2
NPAS4,neuronal PAS domain protein 4 ,NPAS4,1,,,1
SLCO2A1,solute carrier organic anion transporter family member 2A1 ,SLCO2A1,27,,,27
SLC22A1,solute carrier family 22 member 1 ,SLC22A1,67,,,67
CSRP2,cysteine and glycine rich protein 2 ,CSRP2,15,,,15
ZNF408,zinc finger protein 408 ,ZNF408,0,,,0
GRAMD2A,GRAM domain containing 2A ,GRAMD2A,0,,,0
SUGCT,succinyl-CoA:glutarate-CoA transferase ,SUGCT,3,,,3
PRIMA1,proline rich membrane anchor 1 ,PRIMA1,86,,,86
ANO6,anoctamin 6 ,ANO6,15,,,15
OLIG3,oligodendrocyte transcription factor 3 ,OLIG3,0,,,0
RBM44,RNA binding motif protein 44 ,RBM44,1,,,1
TEX44,testis expressed 44 ,TEX44,0,,,0
