diseaseId	diseaseName	drugId	drugName	type	mechanismOfAction	actionType	symbol	name	phase	status	source
MONDO_0007254	breast cancer	CHEMBL4297844	TRASTUZUMAB DERUXTECAN	Antibody drug conjugate	DNA topoisomerase I inhibitor		TOP1	DNA topoisomerase I	1	Recruiting	https://clinicaltrials.gov/study/NCT05633979
EFO_0006861	male breast carcinoma	CHEMBL1276308	MIFEPRISTONE	Small molecule	Progesterone receptor antagonist		PGR	progesterone receptor	1	Completed	https://clinicaltrials.gov/study/NCT01493310
MONDO_0007254	breast cancer	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB4A	tubulin beta 4A class IVa	1	Terminated	https://clinicaltrials.gov/study/NCT01512199,https://clinicaltrials.gov/study/NCT01980277,https://clinicaltrials.gov/study/NCT00003086,https://clinicaltrials.gov/study/NCT02379585,https://clinicaltrials.gov/study/NCT01495247,https://clinicaltrials.gov/study/NCT00041470,https://clinicaltrials.gov/study/NCT02474173,https://clinicaltrials.gov/study/NCT02358200,https://clinicaltrials.gov/study/NCT01407562,https://clinicaltrials.gov/study/NCT00140140,https://clinicaltrials.gov/study/NCT01249443,https://clinicaltrials.gov/study/NCT01929941,https://clinicaltrials.gov/study/NCT02297230,https://clinicaltrials.gov/study/NCT01090128
MONDO_0007254	breast cancer	CHEMBL3813873	PEXIDARTINIB	Small molecule	Tyrosine-protein kinase receptor FLT3 inhibitor		FLT3	fms related receptor tyrosine kinase 3	1	Completed	https://clinicaltrials.gov/study/NCT01596751
EFO_0005537	triple-negative breast cancer	CHEMBL888	GEMCITABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor	Inhibitor	POLD1	DNA polymerase delta 1, catalytic subunit	1	Active, not recruiting	https://clinicaltrials.gov/study/NCT04750382
MONDO_0004658	breast carcinoma in situ	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		MT-ND4L	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L	1	Completed	https://clinicaltrials.gov/study/NCT02278965
MONDO_0007254	breast cancer	CHEMBL92	DOCETAXEL ANHYDROUS	Small molecule	Tubulin inhibitor		TUBB	tubulin beta class I	1	Not yet recruiting	https://clinicaltrials.gov/study/NCT05251766
MONDO_0004658	breast carcinoma in situ	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFB5	NADH:ubiquinone oxidoreductase subunit B5	1	Completed	https://clinicaltrials.gov/study/NCT02278965
MONDO_0007254	breast cancer	CHEMBL24828	VANDETANIB	Small molecule	Ephrin receptor inhibitor		EPHA10	EPH receptor A10	1	Completed	https://clinicaltrials.gov/study/NCT00496665
MONDO_0007254	breast cancer	CHEMBL502835	NINTEDANIB	Small molecule	Vascular endothelial growth factor receptor inhibitor		FLT1	fms related receptor tyrosine kinase 1	1	Completed	https://clinicaltrials.gov/study/NCT02619162
MONDO_0007254	breast cancer	CHEMBL888	GEMCITABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor	Inhibitor	PRIM1	DNA primase subunit 1	1	Completed	https://clinicaltrials.gov/study/NCT01133912,https://clinicaltrials.gov/study/NCT00270907,https://clinicaltrials.gov/study/NCT04247126,https://clinicaltrials.gov/study/NCT00100750,https://clinicaltrials.gov/study/NCT02139358,https://clinicaltrials.gov/study/NCT02479230,https://clinicaltrials.gov/study/NCT01070706
MONDO_0007254	breast cancer	CHEMBL2387080	TASELISIB	Small molecule	PI3-kinase class I inhibitor		PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	1	Completed	https://clinicaltrials.gov/study/NCT02285179,https://clinicaltrials.gov/study/NCT01862081
MONDO_0007254	breast cancer	CHEMBL1086218	VALSPODAR	Protein	P-glycoprotein 1 inhibitor		ABCB1	ATP binding cassette subfamily B member 1	1	Completed	https://clinicaltrials.gov/study/NCT00001302,https://clinicaltrials.gov/study/NCT00001383
EFO_1000984	inflammatory breast carcinoma	CHEMBL343448	ROMIDEPSIN	Protein	Histone deacetylase inhibitor		HDAC10	histone deacetylase 10	1	Terminated	https://clinicaltrials.gov/study/NCT01938833
MONDO_0007254	breast cancer	CHEMBL4297181	SAMOTOLISIB	Small molecule	PI3-kinase class I inhibitor		PIK3R3	phosphoinositide-3-kinase regulatory subunit 3	1	Completed	https://clinicaltrials.gov/study/NCT01655225
Orphanet_145	Hereditary breast and ovarian cancer syndrome	CHEMBL1637	GEMCITABINE HYDROCHLORIDE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor	Inhibitor	PRIM1	DNA primase subunit 1	1	Completed	https://clinicaltrials.gov/study/NCT01154426
EFO_0000305	breast carcinoma	CHEMBL1683590	ERIBULIN	Small molecule	Tubulin inhibitor		TUBB	tubulin beta class I	1	Withdrawn	https://clinicaltrials.gov/study/NCT02396433
MONDO_0007254	breast cancer	CHEMBL1094636	NIRAPARIB	Small molecule	Poly [ADP-ribose] polymerase 2 inhibitor		PARP2	poly(ADP-ribose) polymerase 2	1	Completed	https://clinicaltrials.gov/study/NCT05261269,https://clinicaltrials.gov/study/NCT02657889
EFO_0000304	breast adenocarcinoma	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB3	tubulin beta 3 class III	1	Terminated	https://clinicaltrials.gov/study/NCT02824575,https://clinicaltrials.gov/study/NCT01697293
MONDO_0007254	breast cancer	CHEMBL27759	ENTINOSTAT	Small molecule	Histone deacetylase inhibitor		HDAC11	histone deacetylase 11	1	Completed	https://clinicaltrials.gov/study/NCT02820961,https://clinicaltrials.gov/study/NCT03473639,https://clinicaltrials.gov/study/NCT01594398,https://clinicaltrials.gov/study/NCT02833155
MONDO_0007254	breast cancer	CHEMBL483254	PANOBINOSTAT	Small molecule	Histone deacetylase inhibitor		HDAC8	histone deacetylase 8	1	Completed	https://clinicaltrials.gov/study/NCT00632489,https://clinicaltrials.gov/study/NCT01105312,https://clinicaltrials.gov/study/NCT00788931
MONDO_0007254	breast cancer	CHEMBL598797	CUDC-101	Small molecule	Histone deacetylase inhibitor		HDAC9	histone deacetylase 9	1	Completed	https://clinicaltrials.gov/study/NCT01171924
EFO_0000305	breast carcinoma	CHEMBL3218576	COPANLISIB	Small molecule	PI3-kinase p110-delta subunit inhibitor		PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta	1	Terminated	https://clinicaltrials.gov/study/NCT03128619
MONDO_0007254	breast cancer	CHEMBL1922094	APITOLISIB	Small molecule	PI3-kinase class I inhibitor		PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	1	Completed	https://clinicaltrials.gov/study/NCT01254526
EFO_0005537	triple-negative breast cancer	CHEMBL4297715	CAMRELIZUMAB	Antibody	Programmed cell death protein 1 antagonist		PDCD1	programmed cell death 1	1	Not yet recruiting	https://clinicaltrials.gov/study/NCT04213898
EFO_0000305	breast carcinoma	CHEMBL477772	PAZOPANIB	Small molecule	Fibroblast growth factor receptor 3 inhibitor		FGFR3	fibroblast growth factor receptor 3	1	Terminated	https://clinicaltrials.gov/study/NCT00450879
MONDO_0007254	breast cancer	CHEMBL92	DOCETAXEL ANHYDROUS	Small molecule	Tubulin inhibitor		TUBB8	tubulin beta 8 class VIII	1	Active, not recruiting	https://clinicaltrials.gov/study/NCT00600496
MONDO_0007254	breast cancer	CHEMBL1879463	DACTOLISIB	Small molecule	PI3-kinase class I inhibitor		PIK3R3	phosphoinositide-3-kinase regulatory subunit 3	1	Terminated	https://clinicaltrials.gov/study/NCT01495247
MONDO_0007254	breast cancer	CHEMBL3184679	AZD-4547	Small molecule	Fibroblast growth factor receptor inhibitor		FGFR4	fibroblast growth factor receptor 4	1	Completed	https://clinicaltrials.gov/study/NCT01791985,https://clinicaltrials.gov/study/NCT01202591
MONDO_0007254	breast cancer	CHEMBL3301587	DURVALUMAB	Antibody	Programmed cell death 1 ligand 1 inhibitor		CD274	CD274 molecule	1	Completed	https://clinicaltrials.gov/study/NCT02628132,https://clinicaltrials.gov/study/NCT02649686
MONDO_0007254	breast cancer	CHEMBL4650365	CAMIZESTRANT	Small molecule	Estrogen receptor alpha degrader		ESR1	estrogen receptor 1	1	Completed	https://clinicaltrials.gov/study/NCT05364255,https://clinicaltrials.gov/study/NCT04818632
MONDO_0007254	breast cancer	CHEMBL553025	VINORELBINE	Small molecule	Tubulin inhibitor		TUBB6	tubulin beta 6 class V	1	Unknown status	https://clinicaltrials.gov/study/NCT00764972
EFO_0000305	breast carcinoma	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB4B	tubulin beta 4B class IVb	1	Active, not recruiting	https://clinicaltrials.gov/study/NCT03725436,https://clinicaltrials.gov/study/NCT03554044
EFO_0000304	breast adenocarcinoma	CHEMBL1683544	ERIBULIN MESYLATE	Small molecule	Tubulin inhibitor		TUBB6	tubulin beta 6 class V	1	Terminated	https://clinicaltrials.gov/study/NCT02824575
MONDO_0007254	breast cancer	CHEMBL1289494	TIVOZANIB	Small molecule	Vascular endothelial growth factor receptor inhibitor		KDR	kinase insert domain receptor	1	Completed	https://clinicaltrials.gov/study/NCT00717340
MONDO_0007254	breast cancer	CHEMBL1683590	ERIBULIN	Small molecule	Tubulin inhibitor		TUBB4A	tubulin beta 4A class IVa	1	Completed	https://clinicaltrials.gov/study/NCT01432886,https://clinicaltrials.gov/study/NCT02723877,https://clinicaltrials.gov/study/NCT01323530,https://clinicaltrials.gov/study/NCT01795586,https://clinicaltrials.gov/study/NCT01596751
MONDO_0004658	breast carcinoma in situ	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB8	tubulin beta 8 class VIII	1	Completed	https://clinicaltrials.gov/study/NCT04081389
MONDO_0007254	breast cancer	CHEMBL3581647	BIRABRESIB	Small molecule	Bromodomain and extra-terminal motif (BET) inhibitor		BRDT	bromodomain testis associated	1	Completed	https://clinicaltrials.gov/study/NCT02259114
MONDO_0007254	breast cancer	CHEMBL888	GEMCITABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor	Inhibitor	POLD2	DNA polymerase delta 2, accessory subunit	1	Completed	https://clinicaltrials.gov/study/NCT00270907,https://clinicaltrials.gov/study/NCT04247126,https://clinicaltrials.gov/study/NCT01070706,https://clinicaltrials.gov/study/NCT02479230,https://clinicaltrials.gov/study/NCT01133912,https://clinicaltrials.gov/study/NCT02139358,https://clinicaltrials.gov/study/NCT00100750
EFO_0000305	breast carcinoma	CHEMBL1637	GEMCITABINE HYDROCHLORIDE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor	Inhibitor	PRIM1	DNA primase subunit 1	1	Completed	https://clinicaltrials.gov/study/NCT00100750
EFO_0000304	breast adenocarcinoma	CHEMBL408513	BELINOSTAT	Small molecule	Histone deacetylase inhibitor		HDAC4	histone deacetylase 4	1	Suspended	https://clinicaltrials.gov/study/NCT03432741
EFO_0005537	triple-negative breast cancer	CHEMBL574737	UCN-01	Small molecule	Protein kinase C (PKC) inhibitor		PRKD1	protein kinase D1	1	Completed	https://clinicaltrials.gov/study/NCT00031681
MONDO_0007254	breast cancer	CHEMBL2103840	DINACICLIB	Small molecule	Cyclin-dependent kinase 5 inhibitor		CDK5	cyclin dependent kinase 5	1	Completed	https://clinicaltrials.gov/study/NCT01676753
MONDO_0007254	breast cancer	CHEMBL4298013	ELGEMTUMAB	Antibody	Receptor tyrosine-protein kinase erbB-3 inhibitor		ERBB3	erb-b2 receptor tyrosine kinase 3	1	Completed	https://clinicaltrials.gov/study/NCT02167854
EFO_0005537	triple-negative breast cancer	CHEMBL343448	ROMIDEPSIN	Protein	Histone deacetylase inhibitor		HDAC11	histone deacetylase 11	1	Active, not recruiting	https://clinicaltrials.gov/study/NCT02393794
MONDO_0007254	breast cancer	CHEMBL3545111	HEMAY-022	Small molecule	Receptor protein-tyrosine kinase erbB-2 inhibitor		ERBB2	erb-b2 receptor tyrosine kinase 2	1	Completed	https://clinicaltrials.gov/study/NCT03308201,https://clinicaltrials.gov/study/NCT02476539
MONDO_0007254	breast cancer	CHEMBL553025	VINORELBINE	Small molecule	Tubulin inhibitor		TUBB2B	tubulin beta 2B class IIb	1	Completed	https://clinicaltrials.gov/study/NCT00003902,https://clinicaltrials.gov/study/NCT00724386,https://clinicaltrials.gov/study/NCT00828074,https://clinicaltrials.gov/study/NCT00001944,https://clinicaltrials.gov/study/NCT00513058,https://clinicaltrials.gov/study/NCT00706069,https://clinicaltrials.gov/study/NCT00706030,https://clinicaltrials.gov/study/NCT00912275,https://clinicaltrials.gov/study/NCT00014430,https://clinicaltrials.gov/study/NCT00153907
MONDO_0007254	breast cancer	CHEMBL3581647	BIRABRESIB	Small molecule	Bromodomain and extra-terminal motif (BET) inhibitor		BRD2	bromodomain containing 2	1	Completed	https://clinicaltrials.gov/study/NCT02259114
MONDO_0007254	breast cancer	CHEMBL4594517	GILORALIMAB	Antibody	Tumor necrosis factor receptor superfamily member 5 agonist		CD40	CD40 molecule	1	Active, not recruiting	https://clinicaltrials.gov/study/NCT03893955
MONDO_0007254	breast cancer	CHEMBL92	DOCETAXEL ANHYDROUS	Small molecule	Tubulin inhibitor		TUBB6	tubulin beta 6 class V	1	Not yet recruiting	https://clinicaltrials.gov/study/NCT05251766
EFO_0000305	breast carcinoma	CHEMBL1201179	LAPATINIB DITOSYLATE	Small molecule	Receptor protein-tyrosine kinase erbB-2 inhibitor		ERBB2	erb-b2 receptor tyrosine kinase 2	1	Terminated	https://clinicaltrials.gov/study/NCT01281163
EFO_1000984	inflammatory breast carcinoma	CHEMBL92	DOCETAXEL ANHYDROUS	Small molecule	Tubulin inhibitor		TUBB6	tubulin beta 6 class V	1	Unknown status	https://clinicaltrials.gov/study/NCT01880385
Orphanet_145	Hereditary breast and ovarian cancer syndrome	CHEMBL888	GEMCITABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor	Inhibitor	POLA2	DNA polymerase alpha 2, accessory subunit	1	Completed	https://clinicaltrials.gov/study/NCT01154426
EFO_0005537	triple-negative breast cancer	CHEMBL225072	PEMETREXED	Small molecule	Thymidylate synthase inhibitor		TYMS	thymidylate synthetase	1	Active, not recruiting	https://clinicaltrials.gov/study/NCT02419495
MONDO_0007254	breast cancer	CHEMBL1200485	SORAFENIB TOSYLATE	Small molecule	Vascular endothelial growth factor receptor inhibitor		FLT4	fms related receptor tyrosine kinase 4	1	Completed	https://clinicaltrials.gov/study/NCT00828074,https://clinicaltrials.gov/study/NCT00217399
MONDO_0007254	breast cancer	CHEMBL1201129	DECITABINE	Small molecule	DNA (cytosine-5)-methyltransferase 1 inhibitor		DNMT1	DNA methyltransferase 1	1	Terminated	https://clinicaltrials.gov/study/NCT01194908
MONDO_0007254	breast cancer	CHEMBL1683590	ERIBULIN	Small molecule	Tubulin inhibitor		TUBB2A	tubulin beta 2A class IIa	1	Unknown status	https://clinicaltrials.gov/study/NCT02616848
MONDO_0007254	breast cancer	CHEMBL3137320	TALAZOPARIB	Small molecule	Poly [ADP-ribose] polymerase 2 inhibitor		PARP2	poly(ADP-ribose) polymerase 2	1	Terminated	https://clinicaltrials.gov/study/NCT02358200
MONDO_0007254	breast cancer	CHEMBL3647420	PYROTINIB	Small molecule	Receptor protein-tyrosine kinase erbB-2 inhibitor		ERBB2	erb-b2 receptor tyrosine kinase 2	1	Unknown status	https://clinicaltrials.gov/study/NCT02422199,https://clinicaltrials.gov/study/NCT02500199
MONDO_0007254	breast cancer	CHEMBL49642	INDIBULIN	Small molecule	Tubulin inhibitor		TUBA3C	tubulin alpha 3c	1	Unknown status	https://clinicaltrials.gov/study/NCT01113970
EFO_0006861	male breast carcinoma	CHEMBL343448	ROMIDEPSIN	Protein	Histone deacetylase inhibitor		HDAC9	histone deacetylase 9	1	Terminated	https://clinicaltrials.gov/study/NCT01938833
MONDO_0007254	breast cancer	CHEMBL1201740	NILOTINIB HYDROCHLORIDE MONOHYDRATE	Small molecule	Bcr/Abl fusion protein		BCR	BCR activator of RhoGEF and GTPase	1	Recruiting	https://clinicaltrials.gov/study/NCT04205903
MONDO_0007254	breast cancer	CHEMBL3545110	RIBOCICLIB	Small molecule	Cyclin-dependent kinase 4 inhibitor		CDK4	cyclin dependent kinase 4	1	Recruiting	https://clinicaltrials.gov/study/NCT05870579,https://clinicaltrials.gov/study/NCT05508906,https://clinicaltrials.gov/study/NCT05996107
MONDO_0007254	breast cancer	CHEMBL1201570	ANAKINRA	Protein	Interleukin-1 receptor antagonist		IL1R1	interleukin 1 receptor type 1	1	Completed	https://clinicaltrials.gov/study/NCT01802970
MONDO_0007254	breast cancer	CHEMBL14762	SELICICLIB	Small molecule	Cyclin-dependent kinase 2 inhibitor		CDK2	cyclin dependent kinase 2	1	Withdrawn	https://clinicaltrials.gov/study/NCT01333423
MONDO_0007254	breast cancer	CHEMBL1214827	ONALESPIB	Small molecule	Heat shock protein HSP90 inhibitor		HSP90AB1	heat shock protein 90 alpha family class B member 1	1	Completed	https://clinicaltrials.gov/study/NCT01246102
MONDO_0007254	breast cancer	CHEMBL1421	DASATINIB	Small molecule	SRC inhibitor		FGR	FGR proto-oncogene, Src family tyrosine kinase	1	Completed	https://clinicaltrials.gov/study/NCT00820170,https://clinicaltrials.gov/study/NCT00452673,https://clinicaltrials.gov/study/NCT00924352,https://clinicaltrials.gov/study/NCT01306942
MONDO_0007254	breast cancer	CHEMBL1643	RIBAVIRIN	Small molecule	Inosine-5'-monophosphate dehydrogenase 1 inhibitor		IMPDH1	inosine monophosphate dehydrogenase 1	1	Terminated	https://clinicaltrials.gov/study/NCT01056757
MONDO_0007254	breast cancer	CHEMBL572881	MOTESANIB	Small molecule	Stem cell growth factor receptor inhibitor		KIT	KIT proto-oncogene, receptor tyrosine kinase	1	Withdrawn	https://clinicaltrials.gov/study/NCT01349088
MONDO_0007254	breast cancer	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFC1	NADH:ubiquinone oxidoreductase subunit C1	1	Completed	https://clinicaltrials.gov/study/NCT01650506,https://clinicaltrials.gov/study/NCT01980823
MONDO_0007254	breast cancer	CHEMBL3545252	DOCETAXEL	Small molecule	Tubulin inhibitor		TUBB	tubulin beta class I	1	Active, not recruiting	https://clinicaltrials.gov/study/NCT00600496
MONDO_0007254	breast cancer	CHEMBL1358	FULVESTRANT	Small molecule	Estrogen receptor antagonist		ESR1	estrogen receptor 1	1	Unknown status	https://clinicaltrials.gov/study/NCT02626507
MONDO_0007254	breast cancer	CHEMBL24828	VANDETANIB	Small molecule	Ephrin receptor inhibitor		EPHA6	EPH receptor A6	1	Completed	https://clinicaltrials.gov/study/NCT00496665
EFO_0005537	triple-negative breast cancer	CHEMBL1683590	ERIBULIN	Small molecule	Tubulin inhibitor		TUBB8	tubulin beta 8 class VIII	1	Active, not recruiting	https://clinicaltrials.gov/study/NCT02419495
EFO_0005537	triple-negative breast cancer	CHEMBL3989870	BERZOSERTIB	Small molecule	Serine-protein kinase ATR inhibitor		ATR	ATR serine/threonine kinase	1	Active, not recruiting	https://clinicaltrials.gov/study/NCT04052555
Orphanet_145	Hereditary breast and ovarian cancer syndrome	CHEMBL506871	VELIPARIB	Small molecule	PARP 1, 2 and 3 inhibitor		PARP2	poly(ADP-ribose) polymerase 2	1	Completed	https://clinicaltrials.gov/study/NCT00535119,https://clinicaltrials.gov/study/NCT01154426,https://clinicaltrials.gov/study/NCT01251874
MONDO_0007254	breast cancer	CHEMBL1683590	ERIBULIN	Small molecule	Tubulin inhibitor		TUBB1	tubulin beta 1 class VI	1	Terminated	https://clinicaltrials.gov/study/NCT01388647,https://clinicaltrials.gov/study/NCT03579472,https://clinicaltrials.gov/study/NCT02753595
MONDO_0007254	breast cancer	CHEMBL2177390	IPATASERTIB	Small molecule	Serine/threonine-protein kinase AKT inhibitor		AKT3	AKT serine/threonine kinase 3	1	Completed	https://clinicaltrials.gov/study/NCT03800836
MONDO_0007254	breast cancer	CHEMBL744	RILUZOLE	Small molecule	Sodium channel alpha subunit blocker		SCN1A	sodium voltage-gated channel alpha subunit 1	1	Withdrawn	https://clinicaltrials.gov/study/NCT00903214
